step	action	robot0_eef_pos	cube_pos	gripper_to_cube_pos
32	[-0.23, 0.16, -0.06, 0.0, 0.0, 0.0, -1.0]	[-0.18, 0.21, 0.83]	[-0.2, 0.22, 0.83]	[0.02, -0.01, 0.0]
33	[-0.21, 0.15, -0.03, 0.0, 0.0, 0.0, -1.0]	[-0.18, 0.21, 0.83]	[-0.2, 0.22, 0.83]	[0.02, -0.01, 0.0]
34	[-0.17, 0.14, -0.02, 0.0, 0.0, 0.0, -1.0]	[-0.19, 0.21, 0.83]	[-0.2, 0.23, 0.83]	[0.01, -0.01, 0.0]
35	[-0.14, 0.12, -0.02, 0.0, 0.0, 0.0, -1.0]	[-0.19, 0.22, 0.83]	[-0.2, 0.22, 0.82]	[0.0, -0.0, 0.01]
36	[-0.05, 0.04, -0.08, 0.0, 0.0, 0.0, -1.0]	[-0.19, 0.22, 0.83]	[-0.2, 0.22, 0.82]	[0.0, -0.0, 0.01]
37	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.19, 0.22, 0.83]	[-0.2, 0.22, 0.82]	[0.0, -0.0, 0.01]
38	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.2, 0.22, 0.83]	[-0.2, 0.22, 0.82]	[0.0, 0.0, 0.01]
39	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.2, 0.22, 0.83]	[-0.2, 0.22, 0.82]	[0.0, 0.0, 0.01]
40	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.2, 0.22, 0.84]	[-0.2, 0.22, 0.83]	[0.0, 0.0, 0.01]
41	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.2, 0.22, 0.84]	[-0.2, 0.22, 0.84]	[0.0, 0.0, 0.01]
42	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.2, 0.22, 0.85]	[-0.2, 0.22, 0.84]	[0.0, 0.0, 0.01]
43	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.2, 0.22, 0.85]	[-0.2, 0.22, 0.85]	[0.0, 0.0, 0.01]
44	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.2, 0.22, 0.86]	[-0.2, 0.22, 0.85]	[0.0, 0.0, 0.01]
45	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.2, 0.22, 0.86]	[-0.2, 0.22, 0.86]	[0.0, 0.0, 0.01]
46	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.2, 0.22, 0.87]	[-0.2, 0.22, 0.86]	[0.0, 0.0, 0.01]
47	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.2, 0.22, 0.88]	[-0.2, 0.22, 0.87]	[0.0, 0.0, 0.01]
48	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.2, 0.22, 0.88]	[-0.2, 0.22, 0.87]	[0.0, 0.0, 0.01]
49	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.2, 0.22, 0.88]	[-0.2, 0.22, 0.87]	[0.0, 0.0, 0.01]
