step	action	robot0_eef_pos	Can_pos	Can_to_robot0_eef_pos
21	[0.01, -0.02, -0.33, 0.0, 0.0, 0.0, -1.0]	[0.12, -0.35, 0.9]	[0.12, -0.35, 0.86]	[-0.0, 0.0, 0.04]
22	[0.02, -0.01, -0.24, 0.0, 0.0, 0.0, -1.0]	[0.12, -0.35, 0.89]	[0.12, -0.35, 0.86]	[-0.0, 0.0, 0.03]
23	[0.03, -0.0, -0.17, 0.0, 0.0, 0.0, -1.0]	[0.12, -0.35, 0.89]	[0.12, -0.35, 0.86]	[-0.0, -0.0, 0.03]
24	[0.03, 0.0, -0.12, 0.0, 0.0, 0.0, -1.0]	[0.12, -0.35, 0.88]	[0.12, -0.35, 0.86]	[-0.0, -0.0, 0.02]
25	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.12, -0.35, 0.88]	[0.12, -0.35, 0.86]	[-0.0, -0.0, 0.02]
26	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.12, -0.35, 0.88]	[0.12, -0.35, 0.86]	[-0.0, -0.0, 0.02]
27	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[0.12, -0.35, 0.9]	[0.12, -0.35, 0.87]	[-0.0, -0.0, 0.03]
28	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[0.12, -0.35, 0.92]	[0.12, -0.35, 0.89]	[-0.0, -0.0, 0.03]
29	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[0.12, -0.35, 0.94]	[0.12, -0.35, 0.92]	[-0.0, -0.0, 0.03]
30	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[0.11, -0.35, 0.97]	[0.12, -0.35, 0.94]	[-0.0, -0.0, 0.03]
31	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[0.11, -0.35, 0.99]	[0.12, -0.35, 0.96]	[-0.0, -0.0, 0.03]
32	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[0.11, -0.35, 1.01]	[0.11, -0.35, 0.98]	[-0.0, 0.0, 0.03]
33	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]	[0.11, -0.35, 1.03]	[0.11, -0.35, 1.01]	[-0.0, 0.0, 0.03]
34	[0.84, 7.53, 10.0, 0.0, 0.0, 0.0, 1.0]	[0.12, -0.34, 1.05]	[0.12, -0.34, 1.03]	[-0.0, 0.0, 0.03]
35	[0.73, 7.39, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.14, -0.31, 1.06]	[0.14, -0.31, 1.03]	[-0.0, 0.0, 0.03]
36	[0.59, 7.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.15, -0.29, 1.06]	[0.15, -0.29, 1.03]	[-0.0, 0.0, 0.03]
37	[0.45, 6.94, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, -0.27, 1.06]	[0.16, -0.27, 1.03]	[-0.0, 0.0, 0.03]
38	[0.34, 6.71, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, -0.24, 1.06]	[0.17, -0.24, 1.03]	[-0.0, 0.0, 0.03]
39	[0.25, 6.47, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, -0.22, 1.06]	[0.18, -0.22, 1.03]	[-0.0, 0.0, 0.03]
40	[0.18, 6.24, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, -0.2, 1.06]	[0.18, -0.2, 1.03]	[-0.0, 0.0, 0.03]
41	[0.13, 6.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, -0.17, 1.06]	[0.19, -0.17, 1.03]	[-0.0, 0.0, 0.03]
42	[0.09, 5.77, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, -0.15, 1.06]	[0.19, -0.15, 1.03]	[-0.0, 0.0, 0.03]
43	[0.07, 5.54, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, -0.13, 1.06]	[0.19, -0.13, 1.03]	[-0.0, 0.0, 0.03]
44	[0.05, 5.31, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, -0.11, 1.06]	[0.19, -0.11, 1.03]	[-0.0, 0.0, 0.03]
45	[0.04, 5.08, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, -0.08, 1.06]	[0.19, -0.08, 1.03]	[-0.0, 0.0, 0.03]
46	[0.03, 4.85, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, -0.06, 1.06]	[0.19, -0.06, 1.03]	[-0.0, 0.0, 0.03]
47	[0.03, 4.62, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, -0.04, 1.06]	[0.19, -0.04, 1.03]	[-0.0, 0.0, 0.03]
48	[0.03, 4.4, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, -0.01, 1.06]	[0.19, -0.01, 1.03]	[-0.0, 0.0, 0.03]
49	[0.04, 4.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.01, 1.06]	[0.19, 0.01, 1.03]	[-0.0, 0.0, 0.03]
50	[0.04, 3.94, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.03, 1.06]	[0.19, 0.03, 1.03]	[-0.0, 0.0, 0.03]
51	[0.04, 3.71, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.05, 1.06]	[0.19, 0.05, 1.03]	[-0.0, 0.0, 0.03]
52	[0.04, 3.48, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.08, 1.05]	[0.19, 0.08, 1.03]	[-0.0, 0.0, 0.03]
53	[0.04, 3.25, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.1, 1.05]	[0.19, 0.1, 1.03]	[-0.0, 0.0, 0.03]
54	[0.05, 3.03, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.12, 1.05]	[0.19, 0.12, 1.03]	[-0.0, 0.0, 0.03]
55	[0.05, 2.8, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.15, 1.05]	[0.19, 0.15, 1.03]	[-0.0, 0.0, 0.03]
56	[0.05, 2.57, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.17, 1.05]	[0.19, 0.17, 1.02]	[-0.0, 0.0, 0.03]
57	[0.05, 2.35, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.19, 1.05]	[0.19, 0.19, 1.02]	[-0.0, 0.0, 0.03]
58	[0.05, 2.12, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.21, 1.05]	[0.19, 0.21, 1.02]	[-0.0, 0.0, 0.03]
59	[0.05, 1.9, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.24, 1.05]	[0.19, 0.23, 1.02]	[-0.0, 0.0, 0.03]
60	[0.05, 1.68, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.26, 1.04]	[0.19, 0.26, 1.02]	[-0.0, 0.0, 0.03]
61	[0.05, 1.46, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.28, 1.04]	[0.19, 0.28, 1.02]	[-0.0, 0.0, 0.03]
62	[0.06, 1.24, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.3, 1.04]	[0.19, 0.3, 1.01]	[-0.0, 0.0, 0.03]
63	[0.06, 1.02, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.32, 1.04]	[0.19, 0.32, 1.01]	[-0.0, 0.0, 0.03]
64	[0.07, 0.81, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.34, 1.04]	[0.19, 0.34, 1.01]	[-0.0, 0.0, 0.03]
65	[0.08, 0.62, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.36, 1.03]	[0.19, 0.35, 1.01]	[-0.0, 0.0, 0.03]
66	[0.09, 0.48, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.37, 1.03]	[0.19, 0.37, 1.01]	[-0.0, 0.0, 0.03]
67	[0.09, 0.36, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.38, 1.03]	[0.19, 0.37, 1.0]	[-0.0, 0.0, 0.03]
68	[0.09, 0.28, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.38, 1.03]	[0.19, 0.38, 1.0]	[-0.0, 0.0, 0.03]
69	[0.09, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 1.02]	[0.19, 0.39, 1.0]	[-0.0, 0.0, 0.03]
70	[0.1, 0.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 1.02]	[0.19, 0.39, 0.99]	[-0.0, 0.0, 0.03]
71	[0.11, 0.14, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 1.02]	[0.19, 0.39, 0.99]	[-0.0, 0.0, 0.03]
72	[0.12, 0.13, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 1.01]	[0.19, 0.39, 0.99]	[-0.0, 0.0, 0.03]
73	[0.12, 0.12, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 1.01]	[0.18, 0.39, 0.98]	[-0.0, 0.0, 0.03]
74	[0.13, 0.12, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 1.0]	[0.18, 0.39, 0.97]	[-0.0, 0.0, 0.03]
75	[0.14, 0.13, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 0.99]	[0.18, 0.39, 0.97]	[-0.0, 0.0, 0.03]
76	[0.15, 0.13, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 0.99]	[0.18, 0.39, 0.96]	[-0.0, 0.0, 0.03]
77	[0.16, 0.13, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 0.98]	[0.18, 0.39, 0.95]	[-0.0, 0.0, 0.03]
78	[0.16, 0.14, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 0.97]	[0.18, 0.39, 0.95]	[-0.0, 0.0, 0.03]
79	[0.17, 0.14, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 0.97]	[0.18, 0.39, 0.94]	[-0.0, 0.0, 0.03]
80	[0.17, 0.14, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 0.96]	[0.18, 0.39, 0.94]	[-0.0, 0.0, 0.03]
81	[0.16, 0.14, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 0.96]	[0.18, 0.39, 0.93]	[-0.0, 0.0, 0.03]
82	[0.16, 0.14, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 0.95]	[0.18, 0.39, 0.92]	[-0.0, 0.0, 0.03]
83	[0.16, 0.14, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 0.94]	[0.18, 0.39, 0.92]	[-0.0, 0.0, 0.03]
84	[0.16, 0.14, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 0.94]	[0.18, 0.39, 0.91]	[-0.0, 0.0, 0.03]
85	[0.16, 0.14, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 0.93]	[0.18, 0.39, 0.91]	[0.0, 0.0, 0.03]
86	[0.17, 0.15, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.93]	[0.18, 0.39, 0.9]	[0.0, 0.0, 0.03]
87	[0.18, 0.15, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.92]	[0.18, 0.39, 0.89]	[0.0, 0.0, 0.03]
88	[0.19, 0.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.91]	[0.18, 0.38, 0.88]	[0.0, 0.0, 0.03]
89	[0.21, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.9]	[0.17, 0.38, 0.87]	[0.0, 0.0, 0.03]
90	[0.23, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.89]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.03]
91	[0.25, 0.24, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.03]
92	[0.26, 0.24, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.85]	[0.0, 0.0, 0.03]
93	[0.25, 0.24, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.85]	[-0.0, 0.0, 0.03]
94	[0.24, 0.23, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.85]	[-0.0, 0.0, 0.02]
95	[0.23, 0.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
96	[0.22, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.0, 0.02]
97	[0.2, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.01, 0.02]
98	[0.2, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.01, 0.02]
99	[0.19, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.01, 0.02]
100	[0.19, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.01, 0.02]
101	[0.19, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.01, 0.02]
102	[0.19, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.01, 0.02]
103	[0.19, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[-0.0, 0.01, 0.02]
104	[0.18, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
105	[0.18, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
106	[0.19, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
107	[0.19, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
108	[0.19, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
109	[0.19, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
110	[0.19, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
111	[0.19, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
112	[0.19, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
113	[0.19, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
114	[0.19, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
115	[0.19, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
116	[0.19, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
117	[0.19, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
118	[0.19, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
119	[0.19, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.01, 0.02]
