step	action	robot0_eef_pos	nut0_pos	nut1_pos
12	[0.23, 0.19, -0.3, 0.04, 0.02, -0.54, -1.0]	[-0.08, 0.05, 0.96]	[-0.11, 0.12, 0.83]	[10.0, 10.0, 8.54]
13	[0.09, 0.14, -0.26, 0.05, 0.02, -0.52, -1.0]	[-0.08, 0.05, 0.96]	[-0.11, 0.12, 0.83]	[10.0, 10.0, 8.33]
14	[0.09, 0.18, -0.21, 0.05, 0.01, -0.5, -1.0]	[-0.07, 0.05, 0.95]	[-0.11, 0.12, 0.83]	[10.0, 10.0, 8.12]
15	[0.08, 0.27, -0.49, 0.04, -0.01, -0.5, -1.0]	[-0.07, 0.05, 0.95]	[-0.11, 0.12, 0.83]	[10.0, 10.0, 7.9]
16	[0.17, 0.18, -0.39, 0.03, -0.03, -0.5, -1.0]	[-0.07, 0.06, 0.95]	[-0.11, 0.12, 0.83]	[10.01, 10.0, 7.67]
17	[0.2, 0.25, -0.54, 0.01, -0.05, -0.49, -1.0]	[-0.07, 0.06, 0.94]	[-0.11, 0.12, 0.83]	[10.01, 10.0, 7.45]
18	[0.26, 0.21, -0.6, -0.01, -0.06, -0.48, -1.0]	[-0.06, 0.06, 0.93]	[-0.11, 0.12, 0.83]	[10.01, 10.0, 7.22]
19	[0.11, 0.03, -0.2, -0.01, -0.04, -0.46, -1.0]	[-0.06, 0.06, 0.93]	[-0.11, 0.12, 0.83]	[10.01, 10.0, 6.98]
20	[0.03, 0.07, -0.26, 0.01, -0.02, -0.44, -1.0]	[-0.06, 0.06, 0.92]	[-0.11, 0.12, 0.83]	[10.02, 10.0, 6.75]
21	[0.16, -0.02, -0.06, 0.04, 0.01, -0.43, -1.0]	[-0.06, 0.06, 0.92]	[-0.11, 0.12, 0.83]	[10.02, 10.0, 6.51]
22	[0.02, -0.1, -0.28, 0.05, 0.03, -0.43, -1.0]	[-0.06, 0.07, 0.92]	[-0.11, 0.12, 0.83]	[10.03, 10.0, 6.27]
23	[0.11, -0.16, -0.33, 0.05, 0.04, -0.42, -1.0]	[-0.06, 0.07, 0.91]	[-0.11, 0.12, 0.83]	[10.03, 10.0, 6.03]
24	[-0.14, -0.49, -0.5, 0.03, 0.04, -0.39, -1.0]	[-0.06, 0.07, 0.91]	[-0.11, 0.12, 0.83]	[10.04, 10.0, 5.79]
25	[-0.14, -0.2, -0.62, -0.01, 0.03, -0.36, -1.0]	[-0.06, 0.07, 0.9]	[-0.11, 0.12, 0.83]	[10.05, 10.0, 5.55]
26	[-0.04, -0.34, -0.4, -0.02, 0.01, -0.35, -1.0]	[-0.06, 0.06, 0.9]	[-0.11, 0.12, 0.83]	[10.05, 10.0, 5.3]
27	[-0.15, -0.1, -0.3, -0.02, 0.0, -0.33, -1.0]	[-0.06, 0.06, 0.89]	[-0.11, 0.12, 0.83]	[10.06, 10.0, 5.06]
28	[-0.22, -0.15, -0.28, -0.02, -0.0, -0.3, -1.0]	[-0.06, 0.06, 0.89]	[-0.11, 0.12, 0.83]	[10.07, 10.0, 4.82]
29	[-0.14, -0.06, -0.23, -0.03, -0.0, -0.28, -1.0]	[-0.06, 0.05, 0.88]	[-0.11, 0.12, 0.83]	[10.09, 10.0, 4.57]
30	[-0.23, -0.07, -0.19, -0.03, 0.0, -0.26, -1.0]	[-0.06, 0.05, 0.88]	[-0.11, 0.12, 0.83]	[10.1, 10.0, 4.33]
31	[-0.14, -0.12, -0.21, -0.04, 0.0, -0.24, -1.0]	[-0.07, 0.05, 0.88]	[-0.11, 0.12, 0.83]	[10.11, 10.0, 4.08]
32	[-0.28, -0.13, -0.32, -0.04, 0.0, -0.22, -1.0]	[-0.07, 0.05, 0.87]	[-0.11, 0.12, 0.83]	[10.13, 10.0, 3.84]
33	[-0.19, -0.06, -0.22, -0.04, 0.0, -0.2, -1.0]	[-0.07, 0.04, 0.87]	[-0.11, 0.12, 0.83]	[10.15, 10.0, 3.59]
34	[-0.25, 0.19, 0.06, -0.03, 0.01, -0.18, -1.0]	[-0.07, 0.04, 0.87]	[-0.11, 0.12, 0.83]	[10.16, 10.0, 3.34]
35	[-0.19, 0.06, -0.06, -0.03, 0.02, -0.17, -1.0]	[-0.08, 0.04, 0.87]	[-0.11, 0.12, 0.83]	[10.18, 10.0, 3.1]
36	[-0.13, 0.22, -0.1, -0.02, 0.02, -0.15, -1.0]	[-0.08, 0.04, 0.87]	[-0.11, 0.12, 0.83]	[10.2, 10.0, 2.85]
37	[-0.14, 0.13, -0.11, -0.02, 0.02, -0.14, -1.0]	[-0.08, 0.05, 0.86]	[-0.11, 0.12, 0.83]	[10.23, 10.0, 2.6]
38	[-0.1, 0.11, -0.07, -0.01, 0.02, -0.13, -1.0]	[-0.09, 0.05, 0.86]	[-0.11, 0.12, 0.83]	[10.25, 10.0, 2.36]
39	[-0.12, 0.06, -0.12, -0.0, 0.02, -0.12, -1.0]	[-0.09, 0.05, 0.86]	[-0.11, 0.12, 0.83]	[10.28, 10.0, 2.11]
40	[-0.2, -0.08, -0.24, 0.01, 0.02, -0.11, -1.0]	[-0.09, 0.05, 0.86]	[-0.11, 0.12, 0.83]	[10.3, 10.0, 1.86]
41	[-0.15, 0.01, -0.11, 0.01, 0.01, -0.1, -1.0]	[-0.09, 0.05, 0.86]	[-0.11, 0.12, 0.83]	[10.33, 10.0, 1.62]
42	[-0.2, -0.04, -0.19, 0.01, 0.01, -0.09, -1.0]	[-0.09, 0.06, 0.86]	[-0.11, 0.12, 0.83]	[10.36, 10.0, 1.37]
43	[-0.18, 0.01, -0.05, 0.01, 0.0, -0.08, -1.0]	[-0.1, 0.06, 0.85]	[-0.11, 0.12, 0.83]	[10.39, 10.0, 1.12]
44	[-0.2, 0.03, -0.21, 0.01, -0.0, -0.07, -1.0]	[-0.1, 0.06, 0.85]	[-0.11, 0.12, 0.83]	[10.43, 10.0, 0.87]
45	[-0.13, -0.08, -0.12, -0.0, -0.01, -0.06, -1.0]	[-0.1, 0.06, 0.85]	[-0.11, 0.12, 0.83]	[10.46, 10.0, 0.62]
46	[-0.26, -0.16, -0.26, -0.0, -0.01, -0.04, -1.0]	[-0.1, 0.06, 0.85]	[-0.11, 0.12, 0.83]	[10.5, 10.0, 0.37]
47	[-0.13, -0.27, -0.19, -0.01, -0.02, -0.03, -1.0]	[-0.1, 0.06, 0.85]	[-0.11, 0.12, 0.83]	[10.54, 10.0, 0.12]
48	[-0.16, -0.27, -0.23, -0.01, -0.03, -0.02, -1.0]	[-0.1, 0.06, 0.85]	[-0.11, 0.12, 0.83]	[10.56, 10.0, -0.02]
49	[-0.12, -0.25, -0.1, -0.01, -0.04, -0.01, -1.0]	[-0.1, 0.05, 0.84]	[-0.11, 0.12, 0.83]	[10.57, 10.0, 0.0]
50	[-0.17, -0.19, -0.05, -0.01, -0.04, 0.0, -1.0]	[-0.11, 0.05, 0.84]	[-0.11, 0.12, 0.83]	[10.57, 10.0, 0.01]
51	[-0.14, -0.2, -0.03, -0.01, -0.04, 0.01, -1.0]	[-0.11, 0.05, 0.84]	[-0.11, 0.12, 0.83]	[10.57, 10.0, 0.01]
52	[-0.11, -0.19, 0.05, -0.01, -0.04, 0.01, -1.0]	[-0.11, 0.05, 0.84]	[-0.11, 0.12, 0.83]	[10.57, 10.0, 0.01]
53	[-0.01, -0.13, 0.1, 0.01, -0.05, -0.01, -1.0]	[-0.11, 0.05, 0.84]	[-0.11, 0.12, 0.83]	[10.57, 10.0, 0.01]
54	[-0.05, -0.04, -0.12, -0.0, -0.06, -0.02, -1.0]	[-0.11, 0.04, 0.84]	[-0.11, 0.12, 0.83]	[10.57, 10.0, 0.01]
55	[-0.11, 0.02, -0.21, -0.01, -0.06, -0.02, -1.0]	[-0.11, 0.04, 0.84]	[-0.11, 0.12, 0.83]	[10.57, 10.0, 0.01]
56	[0.04, 0.22, -0.3, -0.0, -0.06, -0.02, -1.0]	[-0.11, 0.04, 0.84]	[-0.11, 0.12, 0.83]	[10.57, 10.0, 0.01]
57	[-0.02, 0.19, -0.4, 0.0, -0.06, -0.03, -1.0]	[-0.11, 0.04, 0.84]	[-0.11, 0.12, 0.83]	[10.57, 10.0, 0.01]
58	[0.08, 0.25, -0.43, 0.0, -0.07, -0.04, -1.0]	[-0.11, 0.05, 0.83]	[-0.11, 0.12, 0.83]	[10.57, 10.0, 0.01]
59	[0.02, 0.19, -0.41, -0.0, -0.07, -0.04, -1.0]	[-0.11, 0.05, 0.83]	[-0.11, 0.12, 0.83]	[10.57, 10.0, 0.01]
60	[-0.01, 0.12, -0.3, 0.0, -0.07, -0.04, -1.0]	[-0.11, 0.05, 0.83]	[-0.11, 0.12, 0.83]	[10.57, 10.0, 0.01]
61	[0.01, 0.13, -0.17, 0.01, -0.07, -0.04, -1.0]	[-0.11, 0.05, 0.83]	[-0.11, 0.12, 0.83]	[10.57, 10.0, 0.01]
62	[0.02, -0.01, -0.17, 0.02, -0.07, -0.04, -1.0]	[-0.11, 0.05, 0.83]	[-0.11, 0.12, 0.83]	[10.57, 10.0, 0.01]
63	[-0.01, 0.04, -0.27, 0.0, -0.06, -0.04, -1.0]	[-0.11, 0.05, 0.83]	[-0.11, 0.12, 0.83]	[10.57, 10.0, 0.01]
64	[0.02, -0.0, -0.16, -0.0, -0.04, -0.04, 1.0]	[-0.11, 0.05, 0.83]	[-0.11, 0.12, 0.83]	[10.57, 10.0, 0.01]
65	[-0.08, 0.0, -0.09, -0.0, -0.02, -0.02, 1.0]	[-0.11, 0.05, 0.83]	[-0.11, 0.12, 0.83]	[10.57, 10.0, 0.01]
66	[0.08, 0.04, -0.03, 0.01, -0.02, -0.02, 1.0]	[-0.11, 0.05, 0.83]	[-0.11, 0.12, 0.83]	[10.57, 10.0, 0.01]
67	[0.05, -0.05, -0.19, 0.0, -0.03, -0.01, 1.0]	[-0.11, 0.05, 0.83]	[-0.11, 0.12, 0.83]	[10.57, 10.0, 0.01]
68	[0.23, 0.08, -0.02, 0.0, -0.03, -0.01, 1.0]	[-0.11, 0.04, 0.83]	[-0.11, 0.12, 0.83]	[10.57, 10.0, 0.01]
69	[0.31, 0.12, 0.05, 0.01, -0.04, -0.02, 1.0]	[-0.11, 0.04, 0.83]	[-0.11, 0.12, 0.83]	[10.57, 10.0, 0.01]
70	[0.37, 0.15, -0.01, 0.01, -0.04, -0.02, 1.0]	[-0.11, 0.04, 0.83]	[-0.12, 0.12, 0.83]	[10.57, 10.0, 0.01]
71	[0.52, 0.22, 0.17, 0.02, -0.03, -0.03, 1.0]	[-0.11, 0.05, 0.83]	[-0.12, 0.12, 0.83]	[10.57, 10.0, 0.01]
72	[0.76, 0.16, 0.16, 0.03, -0.03, -0.03, 1.0]	[-0.1, 0.05, 0.83]	[-0.12, 0.12, 0.83]	[10.57, 10.0, 0.01]
73	[0.78, 0.21, 0.17, 0.04, -0.03, -0.04, 1.0]	[-0.1, 0.05, 0.84]	[-0.11, 0.12, 0.83]	[10.57, 10.0, 0.01]
74	[0.95, 0.18, 0.32, 0.05, -0.02, -0.04, 1.0]	[-0.09, 0.05, 0.84]	[-0.1, 0.12, 0.83]	[10.57, 10.0, 0.01]
75	[1.0, 0.22, 0.45, 0.07, -0.01, -0.04, 1.0]	[-0.08, 0.05, 0.84]	[-0.09, 0.13, 0.84]	[10.57, 10.0, 0.01]
76	[1.0, 0.01, 0.53, 0.07, 0.0, -0.03, 1.0]	[-0.07, 0.06, 0.84]	[-0.08, 0.13, 0.84]	[10.57, 10.0, 0.01]
77	[1.0, 0.01, 0.65, 0.08, 0.02, -0.02, 1.0]	[-0.06, 0.06, 0.85]	[-0.07, 0.13, 0.85]	[10.57, 10.0, 0.01]
78	[1.0, -0.02, 0.7, 0.07, 0.04, -0.02, 1.0]	[-0.05, 0.06, 0.85]	[-0.06, 0.13, 0.85]	[10.57, 10.0, 0.01]
79	[1.0, -0.07, 0.77, 0.06, 0.06, -0.02, 1.0]	[-0.04, 0.06, 0.86]	[-0.05, 0.13, 0.86]	[10.57, 10.0, 0.01]
80	[1.0, -0.15, 0.75, 0.05, 0.08, -0.01, 1.0]	[-0.03, 0.06, 0.87]	[-0.04, 0.13, 0.87]	[10.57, 10.0, 0.01]
81	[1.0, -0.29, 0.68, 0.01, 0.12, -0.02, 1.0]	[-0.02, 0.06, 0.88]	[-0.02, 0.13, 0.88]	[10.57, 10.0, 0.01]
82	[1.0, -0.22, 0.58, 0.0, 0.13, -0.02, 1.0]	[-0.01, 0.05, 0.89]	[-0.01, 0.12, 0.89]	[10.57, 10.0, 0.01]
83	[1.0, -0.34, 0.49, -0.01, 0.12, -0.01, 1.0]	[0.0, 0.05, 0.89]	[-0.0, 0.12, 0.89]	[10.57, 10.0, 0.01]
84	[1.0, -0.11, 0.58, -0.01, 0.12, 0.0, 1.0]	[0.01, 0.04, 0.9]	[0.01, 0.11, 0.9]	[10.57, 10.0, 0.01]
85	[1.0, -0.29, 0.57, 0.0, 0.12, 0.01, 1.0]	[0.03, 0.04, 0.91]	[0.02, 0.11, 0.91]	[10.57, 10.0, 0.01]
86	[1.0, -0.23, 0.48, 0.0, 0.11, 0.02, 1.0]	[0.04, 0.03, 0.91]	[0.03, 0.11, 0.91]	[10.57, 10.0, 0.01]
87	[1.0, -0.16, 0.59, -0.0, 0.12, 0.03, 1.0]	[0.05, 0.03, 0.92]	[0.04, 0.1, 0.92]	[10.57, 10.0, 0.01]
88	[1.0, -0.14, 0.71, 0.01, 0.12, 0.03, 1.0]	[0.06, 0.03, 0.93]	[0.05, 0.1, 0.93]	[10.57, 10.0, 0.01]
89	[0.94, -0.17, 0.54, -0.01, 0.11, 0.03, 1.0]	[0.07, 0.03, 0.94]	[0.07, 0.1, 0.94]	[10.57, 10.0, 0.01]
90	[0.82, -0.11, 0.74, 0.0, 0.11, 0.03, 1.0]	[0.09, 0.02, 0.94]	[0.08, 0.1, 0.94]	[10.57, 10.0, 0.01]
91	[0.97, -0.07, 0.52, -0.0, 0.11, 0.03, 1.0]	[0.1, 0.02, 0.95]	[0.09, 0.1, 0.95]	[10.57, 10.0, 0.01]
92	[0.95, 0.1, 0.53, -0.0, 0.09, 0.03, 1.0]	[0.11, 0.02, 0.96]	[0.1, 0.1, 0.96]	[10.57, 10.0, 0.01]
93	[0.91, 0.07, 0.31, -0.0, 0.07, 0.02, 1.0]	[0.12, 0.02, 0.97]	[0.11, 0.1, 0.97]	[10.57, 10.0, 0.01]
94	[0.74, 0.16, 0.24, -0.0, 0.05, 0.01, 1.0]	[0.13, 0.02, 0.97]	[0.12, 0.1, 0.97]	[10.57, 10.0, 0.01]
95	[0.61, 0.1, 0.08, -0.0, 0.03, -0.0, 1.0]	[0.14, 0.02, 0.98]	[0.13, 0.1, 0.98]	[10.57, 10.0, 0.01]
96	[0.55, 0.01, 0.0, -0.0, 0.01, -0.0, 1.0]	[0.15, 0.02, 0.98]	[0.14, 0.1, 0.98]	[10.57, 10.0, 0.01]
97	[0.65, 0.02, 0.06, 0.0, -0.0, -0.01, 1.0]	[0.16, 0.03, 0.98]	[0.15, 0.1, 0.98]	[10.57, 10.0, 0.01]
98	[0.78, 0.02, 0.12, 0.01, -0.01, -0.0, 1.0]	[0.17, 0.03, 0.98]	[0.16, 0.1, 0.98]	[10.57, 10.0, 0.01]
99	[0.61, 0.02, 0.18, 0.01, -0.01, 0.0, 1.0]	[0.18, 0.03, 0.98]	[0.17, 0.1, 0.98]	[10.57, 10.0, 0.01]
100	[0.64, 0.07, 0.12, -0.01, -0.01, 0.02, 1.0]	[0.18, 0.03, 0.99]	[0.18, 0.1, 0.99]	[10.57, 10.0, 0.01]
101	[0.73, 0.12, -0.04, -0.01, -0.01, 0.02, 1.0]	[0.19, 0.03, 0.99]	[0.18, 0.1, 0.99]	[10.57, 10.0, 0.01]
102	[0.67, -0.01, -0.24, -0.03, -0.01, 0.02, 1.0]	[0.2, 0.03, 0.99]	[0.19, 0.1, 0.99]	[10.57, 10.0, 0.01]
103	[0.65, 0.08, -0.35, -0.04, -0.02, 0.02, 1.0]	[0.21, 0.03, 0.99]	[0.2, 0.1, 0.98]	[10.57, 10.0, 0.01]
104	[0.63, 0.15, -0.33, -0.05, -0.02, 0.01, 1.0]	[0.22, 0.03, 0.98]	[0.21, 0.1, 0.98]	[10.57, 10.0, 0.01]
105	[0.53, 0.13, -0.22, -0.04, -0.02, -0.0, 1.0]	[0.22, 0.03, 0.98]	[0.21, 0.1, 0.97]	[10.57, 10.0, 0.01]
106	[0.48, 0.06, -0.28, -0.04, -0.03, -0.01, 1.0]	[0.23, 0.03, 0.97]	[0.22, 0.1, 0.97]	[10.57, 10.0, 0.01]
107	[0.28, 0.04, -0.18, -0.02, -0.03, -0.01, 1.0]	[0.23, 0.03, 0.97]	[0.22, 0.1, 0.96]	[10.57, 10.0, 0.01]
108	[0.04, 0.08, -0.31, -0.02, -0.03, -0.01, 1.0]	[0.24, 0.03, 0.96]	[0.23, 0.1, 0.96]	[10.57, 10.0, 0.01]
109	[-0.1, 0.08, -0.26, -0.02, -0.03, -0.01, 1.0]	[0.24, 0.03, 0.96]	[0.23, 0.1, 0.96]	[10.57, 10.0, 0.01]
110	[-0.46, 0.0, -0.2, -0.01, -0.02, -0.01, 1.0]	[0.24, 0.03, 0.96]	[0.23, 0.11, 0.95]	[10.57, 10.0, 0.01]
111	[-0.5, 0.02, -0.21, -0.01, -0.02, -0.01, 1.0]	[0.24, 0.03, 0.96]	[0.23, 0.11, 0.95]	[10.57, 10.0, 0.01]
112	[-0.52, -0.1, -0.63, -0.03, -0.03, 0.0, 1.0]	[0.24, 0.03, 0.96]	[0.23, 0.11, 0.95]	[10.57, 10.0, 0.01]
113	[-0.38, -0.18, -0.91, -0.05, -0.07, 0.01, 1.0]	[0.24, 0.03, 0.96]	[0.23, 0.11, 0.95]	[10.57, 10.0, 0.01]
114	[-0.28, -0.11, -0.69, -0.06, -0.09, 0.02, 1.0]	[0.23, 0.03, 0.95]	[0.23, 0.1, 0.95]	[10.57, 10.0, 0.01]
115	[-0.48, -0.12, -0.6, -0.07, -0.08, 0.03, 1.0]	[0.23, 0.03, 0.94]	[0.22, 0.1, 0.94]	[10.57, 10.0, 0.01]
116	[-0.52, -0.13, -0.39, -0.08, -0.07, 0.04, 1.0]	[0.23, 0.03, 0.94]	[0.22, 0.1, 0.93]	[10.57, 10.0, 0.01]
117	[-0.44, -0.1, -0.24, -0.08, -0.05, 0.04, 1.0]	[0.23, 0.03, 0.93]	[0.22, 0.1, 0.93]	[10.57, 10.0, 0.01]
118	[-0.4, -0.09, -0.08, -0.07, -0.04, 0.05, 1.0]	[0.22, 0.02, 0.93]	[0.22, 0.1, 0.93]	[10.57, 10.0, 0.01]
119	[-0.28, -0.1, -0.1, -0.07, -0.04, 0.05, 1.0]	[0.22, 0.02, 0.93]	[0.22, 0.1, 0.93]	[10.57, 10.0, 0.01]
120	[-0.17, -0.2, -0.36, -0.07, -0.05, 0.05, 1.0]	[0.22, 0.02, 0.94]	[0.22, 0.1, 0.93]	[10.57, 10.0, 0.01]
121	[-0.06, -0.1, -0.39, -0.07, -0.05, 0.04, 1.0]	[0.22, 0.02, 0.93]	[0.22, 0.1, 0.92]	[10.57, 10.0, 0.01]
122	[-0.08, 0.06, -0.45, -0.07, -0.04, 0.03, 1.0]	[0.21, 0.02, 0.92]	[0.22, 0.1, 0.92]	[10.57, 10.0, 0.01]
123	[-0.03, 0.09, -0.42, -0.06, -0.03, 0.02, -1.0]	[0.21, 0.02, 0.92]	[0.22, 0.1, 0.91]	[10.57, 10.0, 0.01]
124	[-0.06, 0.14, -0.22, -0.04, -0.01, 0.02, -1.0]	[0.22, 0.02, 0.92]	[0.22, 0.1, 0.91]	[10.57, 10.0, 0.01]
125	[-0.01, 0.06, -0.12, -0.02, -0.01, 0.02, -1.0]	[0.22, 0.02, 0.91]	[0.22, 0.1, 0.9]	[10.57, 10.0, 0.01]
126	[0.04, -0.03, -0.01, -0.01, -0.0, 0.02, -1.0]	[0.22, 0.02, 0.91]	[0.22, 0.1, 0.9]	[10.57, 10.0, 0.01]
127	[0.09, -0.14, 0.31, 0.0, 0.0, 0.02, -1.0]	[0.22, 0.02, 0.91]	[0.22, 0.1, 0.9]	[10.57, 10.0, 0.01]
128	[-0.01, -0.03, 0.23, 0.01, 0.0, 0.02, -1.0]	[0.22, 0.02, 0.91]	[0.23, 0.1, 0.9]	[10.57, 10.0, 0.01]
129	[-0.04, -0.04, 0.48, 0.04, 0.01, 0.02, -1.0]	[0.22, 0.02, 0.91]	[0.23, 0.1, 0.87]	[10.57, 10.0, 0.01]
130	[-0.01, 0.02, 0.47, 0.05, 0.0, 0.03, -1.0]	[0.22, 0.02, 0.92]	[0.23, 0.1, 0.83]	[10.57, 10.0, 0.01]
131	[-0.13, 0.02, 0.57, 0.06, -0.0, 0.03, -1.0]	[0.22, 0.02, 0.92]	[0.23, 0.1, 0.83]	[10.57, 10.0, 0.01]
132	[-0.12, -0.02, 0.71, 0.07, -0.01, 0.03, -1.0]	[0.22, 0.02, 0.93]	[0.23, 0.1, 0.83]	[10.57, 10.0, 0.01]
133	[-0.1, -0.04, 0.75, 0.08, -0.02, 0.04, -1.0]	[0.22, 0.02, 0.94]	[0.23, 0.1, 0.83]	[10.57, 10.0, 0.01]
