step	action	robot0_eef_pos	tool_pos	frame_pos	stand_pos
58	[-0.04, -0.05, -0.11, 0.02, -0.02, 0.01, -1.0]	[-0.08, -0.28, 0.81]	[0.03, -0.2, 0.81]	[-0.02, -0.26, 0.81]	[-0.08, 0.0, 0.88]
59	[-0.05, -0.03, -0.07, 0.01, -0.02, 0.01, 1.0]	[-0.08, -0.28, 0.81]	[0.03, -0.2, 0.81]	[-0.02, -0.26, 0.81]	[-0.08, 0.0, 0.88]
60	[-0.06, -0.0, 0.03, 0.0, -0.02, 0.0, 1.0]	[-0.08, -0.28, 0.81]	[0.03, -0.2, 0.81]	[-0.02, -0.26, 0.81]	[-0.08, 0.0, 0.88]
61	[-0.14, -0.02, -0.22, 0.01, -0.02, -0.01, 1.0]	[-0.08, -0.28, 0.81]	[0.03, -0.2, 0.81]	[-0.02, -0.26, 0.81]	[-0.08, 0.0, 0.88]
62	[-0.07, 0.02, -0.01, 0.01, -0.01, -0.01, 1.0]	[-0.09, -0.28, 0.81]	[0.03, -0.2, 0.81]	[-0.02, -0.26, 0.81]	[-0.08, 0.0, 0.88]
63	[-0.11, 0.05, 0.02, -0.0, -0.02, -0.02, 1.0]	[-0.09, -0.28, 0.81]	[0.03, -0.2, 0.81]	[-0.02, -0.26, 0.81]	[-0.08, 0.0, 0.88]
64	[-0.01, 0.11, 0.0, -0.0, -0.02, -0.02, 1.0]	[-0.09, -0.28, 0.81]	[0.03, -0.2, 0.81]	[-0.02, -0.26, 0.81]	[-0.08, 0.0, 0.88]
65	[0.0, 0.1, -0.1, -0.0, -0.02, -0.02, 1.0]	[-0.09, -0.28, 0.81]	[0.03, -0.2, 0.81]	[-0.02, -0.26, 0.81]	[-0.08, 0.0, 0.88]
66	[0.07, 0.13, -0.09, 0.0, -0.02, -0.02, 1.0]	[-0.09, -0.28, 0.81]	[0.03, -0.2, 0.81]	[-0.02, -0.26, 0.81]	[-0.08, 0.0, 0.88]
67	[0.03, 0.14, -0.11, 0.0, -0.02, -0.02, 1.0]	[-0.09, -0.28, 0.81]	[0.03, -0.2, 0.81]	[-0.02, -0.26, 0.81]	[-0.08, 0.0, 0.88]
68	[0.11, 0.16, -0.11, 0.01, -0.02, -0.02, 1.0]	[-0.09, -0.28, 0.81]	[0.03, -0.2, 0.81]	[-0.02, -0.26, 0.81]	[-0.08, 0.0, 0.88]
69	[0.04, 0.11, -0.08, 0.01, -0.01, -0.02, 1.0]	[-0.09, -0.28, 0.81]	[0.03, -0.2, 0.81]	[-0.02, -0.26, 0.81]	[-0.08, 0.0, 0.88]
70	[0.08, 0.18, 0.06, 0.01, -0.0, -0.03, 1.0]	[-0.09, -0.28, 0.81]	[0.03, -0.2, 0.81]	[-0.02, -0.26, 0.81]	[-0.08, 0.0, 0.88]
71	[-0.02, 0.18, 0.26, 0.01, 0.01, -0.04, 1.0]	[-0.09, -0.28, 0.81]	[0.03, -0.2, 0.81]	[-0.02, -0.26, 0.81]	[-0.08, 0.0, 0.88]
72	[0.03, 0.29, 0.52, -0.01, 0.01, -0.05, 1.0]	[-0.09, -0.28, 0.81]	[0.03, -0.2, 0.81]	[-0.02, -0.26, 0.82]	[-0.08, 0.0, 0.88]
73	[0.02, 0.34, 0.62, -0.03, 0.01, -0.06, 1.0]	[-0.09, -0.28, 0.82]	[0.03, -0.2, 0.81]	[-0.02, -0.26, 0.82]	[-0.08, 0.0, 0.88]
74	[0.09, 0.47, 0.8, -0.05, 0.03, -0.08, 1.0]	[-0.09, -0.28, 0.82]	[0.03, -0.2, 0.81]	[-0.02, -0.25, 0.83]	[-0.08, 0.0, 0.88]
75	[0.04, 0.57, 0.99, -0.07, 0.05, -0.11, 1.0]	[-0.09, -0.28, 0.83]	[0.03, -0.2, 0.81]	[-0.02, -0.25, 0.84]	[-0.08, 0.0, 0.88]
76	[0.1, 0.68, 1.0, -0.08, 0.07, -0.13, 1.0]	[-0.09, -0.27, 0.84]	[0.03, -0.2, 0.81]	[-0.02, -0.25, 0.85]	[-0.08, 0.0, 0.88]
77	[0.07, 0.73, 1.0, -0.11, 0.09, -0.17, 1.0]	[-0.1, -0.27, 0.86]	[0.03, -0.2, 0.81]	[-0.03, -0.24, 0.86]	[-0.08, 0.0, 0.88]
78	[0.13, 0.88, 1.0, -0.12, 0.14, -0.2, 1.0]	[-0.1, -0.26, 0.87]	[0.03, -0.2, 0.81]	[-0.03, -0.24, 0.87]	[-0.08, 0.0, 0.88]
79	[0.22, 0.82, 1.0, -0.13, 0.18, -0.24, 1.0]	[-0.1, -0.26, 0.88]	[0.03, -0.2, 0.81]	[-0.03, -0.24, 0.88]	[-0.08, 0.0, 0.88]
80	[0.26, 0.89, 1.0, -0.14, 0.18, -0.26, 1.0]	[-0.11, -0.25, 0.89]	[0.03, -0.2, 0.81]	[-0.04, -0.23, 0.89]	[-0.08, 0.0, 0.88]
81	[0.3, 0.82, 1.0, -0.15, 0.19, -0.28, 1.0]	[-0.11, -0.24, 0.9]	[0.03, -0.2, 0.81]	[-0.04, -0.22, 0.9]	[-0.08, 0.0, 0.88]
82	[0.34, 0.85, 0.99, -0.15, 0.2, -0.29, 1.0]	[-0.11, -0.24, 0.92]	[0.03, -0.2, 0.81]	[-0.04, -0.22, 0.91]	[-0.08, 0.0, 0.88]
83	[0.21, 0.75, 0.92, -0.14, 0.21, -0.29, 1.0]	[-0.11, -0.23, 0.93]	[0.03, -0.2, 0.81]	[-0.04, -0.21, 0.92]	[-0.08, 0.0, 0.88]
84	[0.24, 0.86, 0.88, -0.12, 0.24, -0.31, 1.0]	[-0.11, -0.22, 0.94]	[0.03, -0.2, 0.81]	[-0.04, -0.2, 0.93]	[-0.08, 0.0, 0.88]
85	[0.05, 0.8, 0.8, -0.09, 0.26, -0.32, 1.0]	[-0.11, -0.21, 0.95]	[0.03, -0.2, 0.81]	[-0.04, -0.19, 0.94]	[-0.08, 0.0, 0.88]
86	[0.17, 1.0, 0.74, -0.08, 0.25, -0.32, 1.0]	[-0.11, -0.19, 0.96]	[0.03, -0.2, 0.81]	[-0.04, -0.18, 0.95]	[-0.08, 0.0, 0.88]
87	[-0.03, 0.87, 0.82, -0.07, 0.26, -0.33, 1.0]	[-0.12, -0.18, 0.97]	[0.03, -0.2, 0.81]	[-0.04, -0.17, 0.95]	[-0.08, 0.0, 0.88]
88	[0.18, 0.97, 0.64, -0.06, 0.25, -0.33, 1.0]	[-0.12, -0.16, 0.97]	[0.03, -0.2, 0.81]	[-0.05, -0.16, 0.96]	[-0.08, 0.0, 0.88]
89	[-0.04, 0.67, 0.45, -0.05, 0.23, -0.32, 1.0]	[-0.12, -0.15, 0.98]	[0.03, -0.2, 0.81]	[-0.05, -0.15, 0.97]	[-0.08, 0.0, 0.88]
90	[0.13, 0.94, 0.44, -0.06, 0.21, -0.31, 1.0]	[-0.12, -0.14, 0.99]	[0.03, -0.2, 0.81]	[-0.05, -0.13, 0.97]	[-0.08, 0.0, 0.88]
91	[-0.08, 0.69, 0.49, -0.05, 0.22, -0.3, 1.0]	[-0.13, -0.12, 0.99]	[0.03, -0.2, 0.81]	[-0.05, -0.12, 0.97]	[-0.08, 0.0, 0.88]
92	[0.29, 0.82, 0.43, -0.03, 0.23, -0.3, 1.0]	[-0.13, -0.11, 1.0]	[0.03, -0.2, 0.81]	[-0.06, -0.11, 0.98]	[-0.08, 0.0, 0.88]
93	[0.18, 0.36, 0.41, -0.01, 0.25, -0.28, 1.0]	[-0.13, -0.1, 1.0]	[0.03, -0.2, 0.81]	[-0.06, -0.11, 0.98]	[-0.08, 0.0, 0.88]
94	[0.43, 0.7, 0.34, 0.0, 0.27, -0.27, 1.0]	[-0.13, -0.09, 1.01]	[0.03, -0.2, 0.81]	[-0.06, -0.1, 0.98]	[-0.08, 0.0, 0.88]
95	[0.18, 0.56, 0.43, -0.01, 0.28, -0.27, 1.0]	[-0.13, -0.08, 1.01]	[0.03, -0.2, 0.81]	[-0.06, -0.09, 0.99]	[-0.08, 0.0, 0.88]
96	[0.31, 0.84, 0.19, -0.01, 0.27, -0.27, 1.0]	[-0.13, -0.08, 1.01]	[0.03, -0.2, 0.81]	[-0.06, -0.08, 0.99]	[-0.08, 0.0, 0.88]
97	[-0.1, 0.47, 0.08, -0.02, 0.23, -0.27, 1.0]	[-0.13, -0.07, 1.02]	[0.03, -0.2, 0.81]	[-0.06, -0.08, 0.99]	[-0.08, 0.0, 0.88]
98	[0.12, 0.73, 0.06, -0.03, 0.19, -0.25, 1.0]	[-0.13, -0.06, 1.02]	[0.03, -0.2, 0.81]	[-0.06, -0.07, 0.99]	[-0.08, 0.0, 0.88]
99	[0.01, 0.17, 0.27, -0.06, 0.18, -0.21, 1.0]	[-0.13, -0.05, 1.02]	[0.03, -0.2, 0.81]	[-0.06, -0.06, 0.99]	[-0.08, 0.0, 0.88]
100	[0.27, 0.72, 0.16, -0.06, 0.17, -0.19, 1.0]	[-0.12, -0.04, 1.02]	[0.03, -0.2, 0.81]	[-0.06, -0.06, 0.99]	[-0.08, 0.0, 0.88]
101	[-0.12, 0.1, 0.34, -0.05, 0.17, -0.19, 1.0]	[-0.12, -0.04, 1.03]	[0.03, -0.2, 0.81]	[-0.06, -0.05, 0.99]	[-0.08, 0.0, 0.88]
102	[0.4, 0.64, 0.5, -0.07, 0.19, -0.17, 1.0]	[-0.12, -0.03, 1.03]	[0.03, -0.2, 0.81]	[-0.06, -0.05, 1.0]	[-0.08, 0.0, 0.88]
103	[0.27, -0.04, 0.59, -0.07, 0.23, -0.15, 1.0]	[-0.12, -0.03, 1.04]	[0.03, -0.2, 0.81]	[-0.06, -0.05, 1.0]	[-0.08, 0.0, 0.88]
104	[0.64, 0.28, 0.52, -0.05, 0.27, -0.13, 1.0]	[-0.12, -0.02, 1.04]	[0.03, -0.2, 0.81]	[-0.06, -0.04, 1.01]	[-0.08, 0.0, 0.88]
105	[0.05, -0.22, 0.2, -0.02, 0.3, -0.13, 1.0]	[-0.11, -0.02, 1.05]	[0.03, -0.2, 0.81]	[-0.05, -0.04, 1.01]	[-0.08, 0.0, 0.88]
106	[0.28, 0.22, 0.07, -0.0, 0.3, -0.12, 1.0]	[-0.11, -0.02, 1.05]	[0.03, -0.2, 0.81]	[-0.05, -0.04, 1.01]	[-0.08, 0.0, 0.88]
107	[-0.23, 0.04, 0.1, -0.0, 0.29, -0.12, 1.0]	[-0.11, -0.02, 1.06]	[0.03, -0.2, 0.81]	[-0.05, -0.04, 1.01]	[-0.08, 0.0, 0.88]
108	[-0.06, 0.48, 0.02, -0.02, 0.24, -0.11, 1.0]	[-0.11, -0.02, 1.06]	[0.03, -0.2, 0.81]	[-0.06, -0.04, 1.01]	[-0.08, 0.0, 0.88]
109	[-0.17, 0.12, 0.23, -0.04, 0.23, -0.1, 1.0]	[-0.11, -0.01, 1.06]	[0.03, -0.2, 0.81]	[-0.06, -0.04, 1.01]	[-0.08, 0.0, 0.88]
110	[0.14, 0.5, 0.24, -0.05, 0.22, -0.09, 1.0]	[-0.11, -0.01, 1.06]	[0.03, -0.2, 0.81]	[-0.06, -0.04, 1.01]	[-0.08, 0.0, 0.88]
111	[-0.14, 0.14, 0.3, -0.07, 0.22, -0.09, 1.0]	[-0.11, -0.01, 1.06]	[0.03, -0.2, 0.81]	[-0.06, -0.03, 1.01]	[-0.08, 0.0, 0.88]
112	[0.06, 0.44, 0.21, -0.08, 0.21, -0.08, 1.0]	[-0.11, -0.0, 1.07]	[0.03, -0.2, 0.81]	[-0.06, -0.03, 1.02]	[-0.08, 0.0, 0.88]
113	[-0.21, 0.0, 0.26, -0.09, 0.2, -0.07, 1.0]	[-0.11, 0.0, 1.07]	[0.03, -0.2, 0.81]	[-0.06, -0.03, 1.02]	[-0.08, 0.0, 0.88]
114	[0.09, 0.23, 0.08, -0.08, 0.2, -0.06, 1.0]	[-0.11, 0.0, 1.07]	[0.03, -0.2, 0.81]	[-0.07, -0.03, 1.02]	[-0.08, 0.0, 0.88]
115	[-0.21, -0.06, 0.24, -0.07, 0.19, -0.06, 1.0]	[-0.11, 0.01, 1.08]	[0.03, -0.2, 0.81]	[-0.07, -0.02, 1.02]	[-0.08, 0.0, 0.88]
116	[0.08, 0.2, 0.02, -0.07, 0.19, -0.05, 1.0]	[-0.11, 0.01, 1.08]	[0.03, -0.2, 0.81]	[-0.07, -0.02, 1.02]	[-0.08, 0.0, 0.88]
117	[-0.16, -0.02, 0.12, -0.07, 0.19, -0.05, 1.0]	[-0.11, 0.01, 1.08]	[0.03, -0.2, 0.81]	[-0.07, -0.02, 1.03]	[-0.08, 0.0, 0.88]
118	[0.1, 0.21, 0.01, -0.07, 0.19, -0.05, 1.0]	[-0.11, 0.01, 1.08]	[0.03, -0.2, 0.81]	[-0.07, -0.02, 1.03]	[-0.08, 0.0, 0.88]
119	[-0.27, -0.16, 0.06, -0.07, 0.18, -0.04, 1.0]	[-0.11, 0.01, 1.08]	[0.03, -0.2, 0.81]	[-0.08, -0.02, 1.03]	[-0.08, 0.0, 0.88]
120	[-0.02, 0.22, -0.01, -0.07, 0.17, -0.04, 1.0]	[-0.11, 0.01, 1.08]	[0.03, -0.2, 0.81]	[-0.08, -0.02, 1.03]	[-0.08, 0.0, 0.88]
121	[-0.27, 0.16, 0.12, -0.07, 0.16, -0.04, 1.0]	[-0.11, 0.01, 1.08]	[0.03, -0.2, 0.81]	[-0.08, -0.02, 1.03]	[-0.08, 0.0, 0.88]
122	[-0.01, 0.26, 0.02, -0.08, 0.15, -0.03, 1.0]	[-0.12, 0.01, 1.08]	[0.03, -0.2, 0.81]	[-0.08, -0.02, 1.03]	[-0.08, 0.0, 0.88]
123	[-0.28, -0.1, 0.05, -0.07, 0.14, -0.03, 1.0]	[-0.12, 0.02, 1.08]	[0.03, -0.2, 0.81]	[-0.09, -0.02, 1.03]	[-0.08, 0.0, 0.88]
124	[-0.08, 0.1, -0.03, -0.06, 0.13, -0.03, 1.0]	[-0.12, 0.02, 1.08]	[0.03, -0.2, 0.81]	[-0.09, -0.02, 1.03]	[-0.08, 0.0, 0.88]
125	[-0.18, -0.05, 0.01, -0.05, 0.12, -0.03, 1.0]	[-0.12, 0.02, 1.08]	[0.03, -0.2, 0.81]	[-0.09, -0.02, 1.03]	[-0.08, 0.0, 0.88]
126	[-0.01, 0.13, 0.04, -0.05, 0.12, -0.02, 1.0]	[-0.12, 0.02, 1.08]	[0.03, -0.2, 0.81]	[-0.09, -0.02, 1.03]	[-0.08, 0.0, 0.88]
127	[-0.12, -0.18, 0.2, -0.04, 0.11, -0.02, 1.0]	[-0.12, 0.02, 1.08]	[0.03, -0.2, 0.81]	[-0.1, -0.02, 1.03]	[-0.08, 0.0, 0.88]
128	[0.14, 0.05, 0.11, -0.03, 0.12, -0.02, 1.0]	[-0.12, 0.02, 1.09]	[0.03, -0.2, 0.81]	[-0.1, -0.02, 1.03]	[-0.08, 0.0, 0.88]
129	[-0.18, -0.03, 0.2, -0.02, 0.12, -0.01, 1.0]	[-0.12, 0.02, 1.09]	[0.03, -0.2, 0.81]	[-0.1, -0.02, 1.03]	[-0.08, 0.0, 0.88]
130	[-0.01, 0.07, 0.13, -0.02, 0.11, -0.0, 1.0]	[-0.12, 0.02, 1.09]	[0.03, -0.2, 0.81]	[-0.1, -0.02, 1.03]	[-0.08, 0.0, 0.88]
131	[0.07, -0.06, 0.14, -0.02, 0.11, 0.0, 1.0]	[-0.12, 0.02, 1.09]	[0.03, -0.2, 0.81]	[-0.1, -0.02, 1.03]	[-0.08, 0.0, 0.88]
