step	action	robot0_eef_pos	nut0_pos	nut1_pos
71	[0.22, -0.0, -0.14, -0.05, -0.03, 0.02, 1.0]	[-0.16, 0.2, 0.83]	[-0.11, 0.16, 0.83]	[10.57, 10.0, 0.01]
72	[0.3, 0.03, -0.07, -0.05, -0.03, 0.01, 1.0]	[-0.16, 0.2, 0.83]	[-0.11, 0.16, 0.83]	[10.57, 10.0, 0.01]
73	[0.35, 0.03, -0.04, -0.05, -0.04, 0.01, 1.0]	[-0.16, 0.2, 0.83]	[-0.11, 0.16, 0.83]	[10.57, 10.0, 0.01]
74	[0.4, 0.17, 0.1, -0.04, -0.04, 0.01, 1.0]	[-0.16, 0.2, 0.83]	[-0.11, 0.16, 0.83]	[10.57, 10.0, 0.01]
75	[0.5, 0.19, 0.16, -0.03, -0.03, 0.0, 1.0]	[-0.16, 0.2, 0.83]	[-0.11, 0.16, 0.83]	[10.57, 10.0, 0.01]
76	[0.59, 0.23, 0.24, -0.03, -0.03, -0.0, 1.0]	[-0.15, 0.2, 0.83]	[-0.11, 0.16, 0.83]	[10.57, 10.0, 0.01]
77	[0.65, 0.16, 0.28, -0.03, -0.02, -0.0, 1.0]	[-0.15, 0.21, 0.83]	[-0.11, 0.17, 0.83]	[10.57, 10.0, 0.01]
78	[0.72, 0.21, 0.46, -0.02, -0.01, -0.0, 1.0]	[-0.14, 0.21, 0.84]	[-0.1, 0.17, 0.84]	[10.57, 10.0, 0.01]
79	[0.76, 0.16, 0.56, -0.01, 0.0, -0.01, 1.0]	[-0.14, 0.21, 0.84]	[-0.09, 0.17, 0.84]	[10.57, 10.0, 0.01]
80	[0.78, 0.15, 0.71, -0.01, 0.01, -0.01, 1.0]	[-0.13, 0.22, 0.85]	[-0.08, 0.18, 0.85]	[10.57, 10.0, 0.01]
81	[0.87, 0.03, 0.84, -0.0, 0.03, -0.02, 1.0]	[-0.12, 0.22, 0.85]	[-0.07, 0.18, 0.85]	[10.57, 10.0, 0.01]
82	[0.96, -0.14, 0.9, -0.0, 0.04, -0.01, 1.0]	[-0.11, 0.22, 0.86]	[-0.07, 0.18, 0.86]	[10.57, 10.0, 0.01]
83	[1.0, -0.28, 1.0, 0.0, 0.05, 0.01, 1.0]	[-0.1, 0.22, 0.87]	[-0.06, 0.18, 0.87]	[10.57, 10.0, 0.01]
84	[1.0, -0.59, 1.0, 0.02, 0.06, 0.07, 1.0]	[-0.09, 0.22, 0.89]	[-0.05, 0.18, 0.89]	[10.57, 10.0, 0.01]
85	[1.0, -0.46, 1.0, 0.02, 0.07, 0.12, 1.0]	[-0.08, 0.22, 0.9]	[-0.04, 0.18, 0.9]	[10.57, 10.0, 0.01]
86	[1.0, -0.43, 0.88, 0.02, 0.07, 0.16, 1.0]	[-0.07, 0.22, 0.91]	[-0.03, 0.18, 0.91]	[10.57, 10.0, 0.01]
87	[1.0, -0.38, 0.82, 0.02, 0.07, 0.2, 1.0]	[-0.06, 0.22, 0.93]	[-0.02, 0.18, 0.93]	[10.57, 10.0, 0.01]
88	[1.0, -0.59, 0.5, 0.02, 0.06, 0.22, 1.0]	[-0.05, 0.22, 0.94]	[-0.0, 0.18, 0.94]	[10.57, 10.0, 0.01]
89	[1.0, -0.61, 0.61, 0.02, 0.05, 0.24, 1.0]	[-0.04, 0.21, 0.95]	[0.01, 0.18, 0.95]	[10.57, 10.0, 0.01]
90	[1.0, -0.68, 0.38, 0.03, 0.06, 0.27, 1.0]	[-0.03, 0.21, 0.96]	[0.02, 0.18, 0.95]	[10.57, 10.0, 0.01]
91	[1.0, -0.66, 0.39, 0.02, 0.06, 0.28, 1.0]	[-0.02, 0.2, 0.96]	[0.03, 0.17, 0.96]	[10.57, 10.0, 0.01]
92	[1.0, -0.62, 0.46, 0.01, 0.06, 0.3, 1.0]	[-0.0, 0.2, 0.97]	[0.05, 0.17, 0.97]	[10.57, 10.0, 0.01]
93	[1.0, -0.62, 0.3, 0.01, 0.06, 0.32, 1.0]	[0.01, 0.19, 0.97]	[0.06, 0.16, 0.97]	[10.57, 10.0, 0.01]
94	[1.0, -0.59, 0.24, 0.01, 0.06, 0.33, 1.0]	[0.02, 0.18, 0.98]	[0.07, 0.15, 0.98]	[10.57, 10.0, 0.01]
95	[1.0, -0.49, 0.09, -0.01, 0.05, 0.34, 1.0]	[0.03, 0.17, 0.98]	[0.08, 0.15, 0.98]	[10.57, 10.0, 0.01]
96	[0.73, -0.41, 0.05, -0.01, 0.05, 0.33, 1.0]	[0.05, 0.17, 0.98]	[0.1, 0.14, 0.98]	[10.57, 10.0, 0.01]
97	[0.87, -0.31, 0.09, -0.01, 0.05, 0.32, 1.0]	[0.06, 0.16, 0.98]	[0.11, 0.14, 0.98]	[10.57, 10.0, 0.01]
98	[0.56, -0.44, -0.14, -0.02, 0.05, 0.3, 1.0]	[0.07, 0.15, 0.99]	[0.12, 0.13, 0.98]	[10.57, 10.0, 0.01]
99	[0.71, -0.3, -0.01, -0.02, 0.04, 0.29, 1.0]	[0.08, 0.15, 0.98]	[0.13, 0.13, 0.98]	[10.57, 10.0, 0.01]
100	[0.62, -0.33, -0.17, -0.03, 0.04, 0.27, 1.0]	[0.09, 0.14, 0.98]	[0.14, 0.12, 0.98]	[10.57, 10.0, 0.01]
101	[0.55, -0.29, -0.05, -0.03, 0.03, 0.26, 1.0]	[0.1, 0.13, 0.98]	[0.15, 0.12, 0.98]	[10.57, 10.0, 0.01]
102	[0.43, -0.24, -0.19, -0.03, 0.03, 0.25, 1.0]	[0.1, 0.13, 0.98]	[0.16, 0.11, 0.98]	[10.57, 10.0, 0.01]
103	[0.44, -0.17, -0.11, -0.02, 0.03, 0.24, 1.0]	[0.11, 0.12, 0.98]	[0.17, 0.11, 0.97]	[10.57, 10.0, 0.01]
104	[0.33, -0.1, -0.21, -0.01, 0.04, 0.24, 1.0]	[0.12, 0.12, 0.98]	[0.17, 0.11, 0.97]	[10.57, 10.0, 0.01]
105	[0.36, -0.08, -0.24, -0.0, 0.03, 0.23, 1.0]	[0.12, 0.11, 0.98]	[0.18, 0.1, 0.97]	[10.57, 10.0, 0.01]
106	[0.22, 0.04, -0.38, 0.0, 0.02, 0.22, 1.0]	[0.13, 0.11, 0.97]	[0.19, 0.1, 0.97]	[10.57, 10.0, 0.01]
107	[0.22, 0.02, -0.36, 0.0, 0.01, 0.2, 1.0]	[0.13, 0.11, 0.97]	[0.19, 0.1, 0.96]	[10.57, 10.0, 0.01]
108	[0.1, 0.17, -0.45, -0.0, 0.0, 0.18, 1.0]	[0.14, 0.11, 0.97]	[0.19, 0.1, 0.96]	[10.57, 10.0, 0.01]
109	[0.08, 0.06, -0.38, -0.0, -0.01, 0.16, 1.0]	[0.14, 0.11, 0.97]	[0.2, 0.1, 0.96]	[10.57, 10.0, 0.01]
110	[0.18, 0.12, -0.27, -0.01, -0.02, 0.14, 1.0]	[0.14, 0.11, 0.96]	[0.2, 0.1, 0.96]	[10.57, 10.0, 0.01]
111	[0.07, -0.03, -0.15, -0.02, -0.02, 0.12, 1.0]	[0.14, 0.11, 0.96]	[0.2, 0.1, 0.96]	[10.57, 10.0, 0.01]
112	[0.08, 0.06, -0.18, -0.02, -0.02, 0.11, 1.0]	[0.15, 0.11, 0.96]	[0.2, 0.11, 0.96]	[10.57, 10.0, 0.01]
113	[-0.09, -0.01, -0.3, -0.02, -0.01, 0.11, 1.0]	[0.15, 0.11, 0.96]	[0.2, 0.11, 0.96]	[10.57, 10.0, 0.01]
114	[-0.13, 0.19, -0.54, -0.01, -0.0, 0.09, 1.0]	[0.15, 0.11, 0.96]	[0.2, 0.11, 0.96]	[10.57, 10.0, 0.01]
115	[-0.35, 0.09, -0.57, -0.01, -0.01, 0.08, 1.0]	[0.15, 0.11, 0.96]	[0.2, 0.11, 0.96]	[10.57, 10.0, 0.01]
116	[-0.49, 0.15, -0.52, 0.0, -0.01, 0.07, 1.0]	[0.15, 0.12, 0.96]	[0.2, 0.11, 0.95]	[10.57, 10.0, 0.01]
117	[-0.29, -0.02, -0.67, 0.01, -0.02, 0.07, 1.0]	[0.15, 0.12, 0.96]	[0.2, 0.11, 0.95]	[10.57, 10.0, 0.01]
118	[-0.35, 0.08, -0.59, 0.01, -0.03, 0.06, 1.0]	[0.15, 0.12, 0.96]	[0.2, 0.11, 0.95]	[10.57, 10.0, 0.01]
119	[0.06, -0.04, -0.67, 0.02, -0.06, 0.06, 1.0]	[0.15, 0.12, 0.95]	[0.2, 0.11, 0.95]	[10.57, 10.0, 0.01]
120	[0.19, -0.13, -0.13, 0.01, -0.09, 0.08, 1.0]	[0.15, 0.12, 0.95]	[0.21, 0.11, 0.95]	[10.57, 10.0, 0.01]
121	[0.04, -0.09, -0.39, 0.01, -0.09, 0.07, 1.0]	[0.15, 0.12, 0.95]	[0.21, 0.11, 0.95]	[10.57, 10.0, 0.01]
122	[0.01, -0.03, -0.46, 0.02, -0.08, 0.06, 1.0]	[0.15, 0.11, 0.95]	[0.21, 0.11, 0.95]	[10.57, 10.0, 0.01]
123	[-0.04, -0.11, -0.51, 0.01, -0.08, 0.06, 1.0]	[0.15, 0.11, 0.95]	[0.21, 0.11, 0.95]	[10.57, 10.0, 0.01]
124	[0.03, -0.07, -0.42, 0.02, -0.08, 0.05, 1.0]	[0.15, 0.11, 0.95]	[0.21, 0.11, 0.95]	[10.57, 10.0, 0.01]
125	[0.14, -0.13, -0.24, 0.02, -0.07, 0.05, 1.0]	[0.15, 0.11, 0.94]	[0.21, 0.11, 0.95]	[10.57, 10.0, 0.01]
126	[0.23, -0.16, 0.28, 0.01, -0.05, 0.05, 1.0]	[0.16, 0.11, 0.94]	[0.21, 0.11, 0.95]	[10.57, 10.0, 0.01]
127	[0.34, -0.21, 0.48, -0.01, -0.02, 0.06, 1.0]	[0.16, 0.11, 0.95]	[0.21, 0.11, 0.95]	[10.57, 10.0, 0.01]
128	[0.38, -0.05, 0.43, -0.01, -0.0, 0.06, 1.0]	[0.16, 0.11, 0.95]	[0.21, 0.11, 0.96]	[10.57, 10.0, 0.01]
129	[0.32, -0.02, 0.17, -0.01, 0.01, 0.05, 1.0]	[0.16, 0.11, 0.95]	[0.22, 0.11, 0.96]	[10.57, 10.0, 0.01]
130	[0.2, 0.06, 0.02, -0.02, 0.02, 0.04, 1.0]	[0.16, 0.11, 0.96]	[0.22, 0.11, 0.96]	[10.57, 10.0, 0.01]
131	[0.2, 0.1, -0.39, -0.02, 0.01, 0.03, 1.0]	[0.16, 0.11, 0.96]	[0.22, 0.11, 0.96]	[10.57, 10.0, 0.01]
132	[0.02, 0.12, -0.55, -0.01, -0.01, 0.02, 1.0]	[0.17, 0.11, 0.95]	[0.22, 0.11, 0.96]	[10.57, 10.0, 0.01]
133	[0.09, 0.01, -0.63, -0.01, -0.02, 0.01, 1.0]	[0.17, 0.11, 0.95]	[0.22, 0.11, 0.96]	[10.57, 10.0, 0.01]
134	[-0.05, -0.13, -0.62, -0.01, -0.03, 0.01, 1.0]	[0.17, 0.11, 0.94]	[0.22, 0.11, 0.95]	[10.57, 10.0, 0.01]
135	[-0.01, -0.18, -0.57, -0.01, -0.05, 0.01, 1.0]	[0.17, 0.11, 0.94]	[0.23, 0.11, 0.94]	[10.57, 10.0, 0.01]
136	[-0.13, -0.13, -0.51, 0.0, -0.05, 0.01, 1.0]	[0.17, 0.11, 0.93]	[0.23, 0.1, 0.94]	[10.57, 10.0, 0.01]
137	[-0.28, -0.09, -0.45, 0.01, -0.05, 0.02, 1.0]	[0.17, 0.11, 0.92]	[0.23, 0.1, 0.93]	[10.57, 10.0, 0.01]
138	[-0.46, 0.02, -0.55, 0.01, -0.04, 0.01, 1.0]	[0.17, 0.1, 0.92]	[0.23, 0.1, 0.92]	[10.57, 10.0, 0.01]
139	[-0.5, 0.08, -0.55, 0.02, -0.03, 0.0, 1.0]	[0.17, 0.1, 0.91]	[0.22, 0.1, 0.92]	[10.57, 10.0, 0.01]
140	[-0.55, 0.07, -0.61, 0.03, -0.02, -0.0, 1.0]	[0.17, 0.1, 0.91]	[0.22, 0.1, 0.92]	[10.57, 10.0, 0.01]
141	[-0.39, 0.19, -0.52, 0.03, -0.01, -0.01, 1.0]	[0.17, 0.11, 0.91]	[0.22, 0.1, 0.92]	[10.57, 10.0, 0.01]
142	[-0.42, 0.1, -0.51, 0.03, -0.0, -0.01, 1.0]	[0.16, 0.11, 0.91]	[0.22, 0.1, 0.92]	[10.57, 10.0, 0.01]
143	[-0.31, 0.02, -0.4, 0.03, 0.0, -0.0, 1.0]	[0.16, 0.11, 0.91]	[0.22, 0.1, 0.92]	[10.57, 10.0, 0.01]
144	[-0.26, -0.0, -0.14, 0.03, 0.01, 0.0, -1.0]	[0.16, 0.11, 0.91]	[0.22, 0.1, 0.91]	[10.57, 10.0, 0.01]
145	[-0.13, -0.04, 0.15, 0.01, 0.03, 0.0, -1.0]	[0.16, 0.11, 0.91]	[0.22, 0.1, 0.91]	[10.57, 10.0, 0.01]
146	[-0.14, -0.04, 0.16, 0.01, 0.03, 0.01, -1.0]	[0.16, 0.11, 0.91]	[0.22, 0.1, 0.91]	[10.57, 10.0, 0.01]
147	[0.0, 0.01, 0.85, -0.01, 0.06, 0.01, -1.0]	[0.16, 0.1, 0.91]	[0.22, 0.1, 0.92]	[10.57, 10.0, 0.01]
148	[-0.11, 0.1, 0.23, -0.01, 0.05, 0.0, -1.0]	[0.16, 0.1, 0.91]	[0.22, 0.1, 0.91]	[10.57, 10.0, 0.01]
149	[-0.06, -0.0, 0.2, -0.01, 0.05, 0.0, -1.0]	[0.16, 0.1, 0.92]	[0.23, 0.1, 0.9]	[10.57, 10.0, 0.01]
150	[-0.08, 0.08, 0.07, -0.01, 0.04, -0.0, -1.0]	[0.16, 0.1, 0.92]	[0.23, 0.1, 0.86]	[10.57, 10.0, 0.01]
151	[-0.04, -0.02, -0.11, -0.01, 0.03, -0.0, -1.0]	[0.16, 0.1, 0.93]	[0.23, 0.1, 0.82]	[10.57, 10.0, 0.01]
152	[-0.06, 0.03, -0.08, 0.0, 0.01, -0.01, -1.0]	[0.16, 0.1, 0.93]	[0.23, 0.1, 0.83]	[10.57, 10.0, 0.01]
153	[-0.14, 0.03, 0.02, -0.0, 0.0, -0.01, -1.0]	[0.16, 0.1, 0.92]	[0.23, 0.1, 0.83]	[10.57, 10.0, 0.01]
