step	action	robot0_eef_pos	nut0_pos	nut1_pos
33	[-0.34, 0.06, -0.25, -0.03, -0.02, -0.25, -1.0]	[-0.11, 0.21, 0.88]	[-0.11, 0.14, 0.83]	[10.15, 10.0, 3.59]
34	[-0.22, -0.05, -0.21, -0.03, -0.02, -0.23, -1.0]	[-0.11, 0.21, 0.88]	[-0.11, 0.14, 0.83]	[10.16, 10.0, 3.34]
35	[-0.28, 0.14, -0.27, -0.02, -0.02, -0.21, -1.0]	[-0.12, 0.22, 0.87]	[-0.11, 0.14, 0.83]	[10.18, 10.0, 3.1]
36	[-0.14, 0.0, -0.34, -0.03, -0.02, -0.2, -1.0]	[-0.12, 0.22, 0.87]	[-0.11, 0.14, 0.83]	[10.2, 10.0, 2.85]
37	[-0.28, -0.02, -0.33, -0.03, -0.02, -0.18, -1.0]	[-0.12, 0.22, 0.87]	[-0.11, 0.14, 0.83]	[10.23, 10.0, 2.6]
38	[-0.28, -0.23, -0.28, -0.04, -0.02, -0.16, -1.0]	[-0.12, 0.22, 0.86]	[-0.11, 0.14, 0.83]	[10.25, 10.0, 2.36]
39	[-0.32, -0.17, -0.26, -0.03, -0.02, -0.14, -1.0]	[-0.13, 0.22, 0.86]	[-0.11, 0.14, 0.83]	[10.28, 10.0, 2.11]
40	[0.04, -0.38, -0.13, -0.03, -0.03, -0.12, -1.0]	[-0.13, 0.21, 0.86]	[-0.11, 0.14, 0.83]	[10.3, 10.0, 1.86]
41	[-0.28, -0.19, -0.28, -0.03, -0.03, -0.1, -1.0]	[-0.13, 0.21, 0.85]	[-0.11, 0.14, 0.83]	[10.33, 10.0, 1.62]
42	[0.14, -0.27, 0.03, -0.02, -0.03, -0.09, -1.0]	[-0.14, 0.21, 0.85]	[-0.11, 0.14, 0.83]	[10.36, 10.0, 1.37]
43	[-0.19, -0.18, -0.21, -0.03, -0.03, -0.07, -1.0]	[-0.14, 0.21, 0.85]	[-0.11, 0.14, 0.83]	[10.39, 10.0, 1.12]
44	[0.22, -0.17, 0.09, -0.02, -0.03, -0.06, -1.0]	[-0.14, 0.2, 0.85]	[-0.11, 0.14, 0.83]	[10.43, 10.0, 0.87]
45	[-0.11, -0.12, -0.12, -0.02, -0.02, -0.05, -1.0]	[-0.14, 0.2, 0.85]	[-0.11, 0.14, 0.83]	[10.46, 10.0, 0.62]
46	[0.39, 0.05, 0.12, -0.01, -0.02, -0.05, -1.0]	[-0.14, 0.2, 0.84]	[-0.11, 0.14, 0.83]	[10.5, 10.0, 0.37]
47	[-0.04, 0.01, -0.15, -0.01, -0.02, -0.05, -1.0]	[-0.14, 0.2, 0.84]	[-0.11, 0.14, 0.83]	[10.54, 10.0, 0.12]
48	[0.35, 0.19, -0.05, -0.01, -0.02, -0.05, -1.0]	[-0.14, 0.2, 0.84]	[-0.11, 0.14, 0.83]	[10.56, 10.0, -0.02]
49	[0.06, 0.09, -0.17, -0.01, -0.03, -0.05, -1.0]	[-0.14, 0.2, 0.84]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.0]
50	[0.35, 0.34, -0.03, -0.0, -0.02, -0.05, -1.0]	[-0.14, 0.2, 0.84]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
51	[0.07, 0.21, -0.14, 0.0, -0.01, -0.05, -1.0]	[-0.13, 0.2, 0.84]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
52	[0.12, 0.35, -0.15, 0.0, -0.01, -0.05, -1.0]	[-0.13, 0.21, 0.84]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
53	[0.01, 0.25, -0.16, 0.0, -0.01, -0.05, -1.0]	[-0.13, 0.21, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
54	[0.04, 0.29, -0.14, 0.0, -0.0, -0.05, -1.0]	[-0.13, 0.22, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
55	[-0.03, 0.09, -0.18, -0.0, -0.0, -0.05, -1.0]	[-0.13, 0.22, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
56	[-0.03, -0.04, -0.21, -0.01, -0.01, -0.05, -1.0]	[-0.13, 0.22, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
57	[-0.1, -0.27, -0.31, -0.01, -0.02, -0.04, -1.0]	[-0.13, 0.22, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
58	[-0.21, -0.32, -0.31, -0.02, -0.03, -0.02, -1.0]	[-0.13, 0.22, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
59	[-0.12, -0.4, -0.24, -0.02, -0.04, -0.01, -1.0]	[-0.13, 0.22, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
60	[0.06, -0.12, -0.04, -0.01, -0.03, -0.0, -1.0]	[-0.13, 0.22, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
61	[-0.14, -0.29, -0.09, -0.01, -0.03, -0.0, -1.0]	[-0.13, 0.22, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
62	[-0.17, -0.29, 0.02, -0.01, -0.02, 0.0, -1.0]	[-0.13, 0.21, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
63	[-0.09, -0.33, -0.07, -0.01, -0.01, 0.01, -1.0]	[-0.13, 0.21, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
64	[-0.09, -0.27, -0.0, -0.01, -0.01, 0.01, -1.0]	[-0.13, 0.21, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
65	[-0.02, -0.3, 0.03, -0.01, -0.01, 0.01, -1.0]	[-0.13, 0.21, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
66	[-0.01, -0.36, 0.23, -0.01, 0.0, 0.02, -1.0]	[-0.14, 0.21, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
67	[0.1, -0.37, 0.49, 0.01, 0.01, 0.03, -1.0]	[-0.14, 0.2, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
68	[0.06, -0.32, 0.34, 0.01, 0.03, 0.03, -1.0]	[-0.14, 0.2, 0.84]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
69	[0.05, -0.36, 0.27, -0.0, 0.03, 0.04, -1.0]	[-0.14, 0.2, 0.84]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
70	[0.0, -0.25, 0.22, 0.0, 0.04, 0.04, -1.0]	[-0.14, 0.19, 0.85]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
71	[-0.05, -0.11, 0.08, -0.0, 0.04, 0.03, -1.0]	[-0.14, 0.19, 0.85]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
72	[-0.02, -0.07, -0.2, -0.0, 0.03, 0.02, -1.0]	[-0.14, 0.19, 0.85]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
73	[-0.03, -0.02, -0.38, -0.0, 0.02, 0.01, -1.0]	[-0.14, 0.19, 0.85]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
74	[0.03, 0.02, -0.51, -0.01, -0.0, 0.01, -1.0]	[-0.14, 0.18, 0.85]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
75	[0.11, 0.22, -0.54, 0.0, -0.02, -0.0, -1.0]	[-0.14, 0.18, 0.84]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
76	[0.13, 0.28, -0.48, 0.0, -0.02, -0.01, -1.0]	[-0.14, 0.19, 0.84]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
77	[0.16, 0.48, -0.44, 0.01, -0.03, -0.02, -1.0]	[-0.13, 0.19, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
78	[0.11, 0.5, -0.23, 0.02, -0.04, -0.03, -1.0]	[-0.13, 0.19, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
79	[0.11, 0.63, -0.08, 0.03, -0.05, -0.04, -1.0]	[-0.13, 0.19, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
80	[-0.0, 0.38, 0.11, 0.04, -0.05, -0.05, -1.0]	[-0.13, 0.19, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
81	[0.06, 0.23, 0.1, 0.05, -0.04, -0.05, -1.0]	[-0.13, 0.19, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
82	[-0.07, 0.02, 0.02, 0.05, -0.03, -0.04, -1.0]	[-0.13, 0.19, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
83	[-0.07, -0.06, -0.16, 0.04, -0.03, -0.04, -1.0]	[-0.13, 0.2, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
84	[-0.08, -0.12, -0.29, 0.03, -0.03, -0.03, -1.0]	[-0.13, 0.2, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
85	[-0.14, -0.17, -0.43, 0.02, -0.04, -0.02, -1.0]	[-0.13, 0.2, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
86	[-0.03, -0.08, -0.51, 0.02, -0.04, -0.02, -1.0]	[-0.13, 0.2, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
87	[-0.03, 0.07, -0.53, 0.01, -0.03, -0.02, -1.0]	[-0.13, 0.2, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
88	[0.07, 0.06, -0.49, 0.01, -0.04, -0.03, 1.0]	[-0.13, 0.2, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
89	[0.06, 0.12, -0.42, 0.01, -0.04, -0.03, 1.0]	[-0.13, 0.2, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
90	[0.13, -0.02, -0.29, 0.01, -0.05, -0.03, 1.0]	[-0.13, 0.2, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
91	[0.13, 0.1, -0.25, 0.02, -0.05, -0.03, 1.0]	[-0.13, 0.2, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
92	[0.21, -0.01, -0.03, 0.02, -0.06, -0.03, 1.0]	[-0.13, 0.2, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
93	[0.23, 0.12, -0.03, 0.02, -0.06, -0.03, 1.0]	[-0.13, 0.2, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
94	[0.42, 0.18, 0.18, 0.03, -0.06, -0.03, 1.0]	[-0.13, 0.2, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
95	[0.57, 0.28, 0.27, 0.04, -0.05, -0.03, 1.0]	[-0.12, 0.2, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
96	[0.73, 0.29, 0.33, 0.04, -0.04, -0.04, 1.0]	[-0.12, 0.2, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
97	[0.89, 0.36, 0.47, 0.04, -0.02, -0.04, 1.0]	[-0.11, 0.2, 0.84]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
98	[1.0, 0.26, 0.53, 0.04, -0.01, -0.05, 1.0]	[-0.11, 0.21, 0.84]	[-0.1, 0.15, 0.84]	[10.57, 10.0, 0.01]
99	[1.0, 0.24, 0.64, 0.04, 0.01, -0.05, 1.0]	[-0.1, 0.21, 0.85]	[-0.09, 0.15, 0.84]	[10.57, 10.0, 0.01]
100	[1.0, 0.08, 0.57, 0.03, 0.02, -0.06, 1.0]	[-0.09, 0.22, 0.85]	[-0.08, 0.15, 0.85]	[10.57, 10.0, 0.01]
101	[1.0, -0.05, 0.64, 0.02, 0.04, -0.05, 1.0]	[-0.08, 0.22, 0.86]	[-0.07, 0.16, 0.85]	[10.57, 10.0, 0.01]
102	[1.0, -0.18, 0.87, 0.02, 0.05, -0.04, 1.0]	[-0.07, 0.22, 0.87]	[-0.06, 0.16, 0.86]	[10.57, 10.0, 0.01]
103	[1.0, -0.22, 1.0, 0.02, 0.06, -0.03, 1.0]	[-0.06, 0.22, 0.87]	[-0.05, 0.16, 0.87]	[10.57, 10.0, 0.01]
104	[1.0, -0.32, 1.0, 0.03, 0.08, -0.02, 1.0]	[-0.04, 0.22, 0.89]	[-0.04, 0.16, 0.88]	[10.57, 10.0, 0.01]
105	[1.0, -0.37, 1.0, 0.03, 0.1, -0.0, 1.0]	[-0.03, 0.22, 0.9]	[-0.03, 0.15, 0.89]	[10.57, 10.0, 0.01]
106	[1.0, -0.5, 0.98, 0.02, 0.1, 0.01, 1.0]	[-0.02, 0.21, 0.91]	[-0.02, 0.15, 0.9]	[10.57, 10.0, 0.01]
107	[1.0, -0.63, 0.72, 0.01, 0.1, 0.01, 1.0]	[-0.01, 0.21, 0.92]	[-0.01, 0.14, 0.92]	[10.57, 10.0, 0.01]
108	[1.0, -0.69, 0.57, -0.0, 0.09, 0.03, 1.0]	[-0.0, 0.2, 0.93]	[0.0, 0.14, 0.93]	[10.57, 10.0, 0.01]
109	[1.0, -0.71, 0.56, -0.01, 0.09, 0.03, 1.0]	[0.01, 0.19, 0.94]	[0.02, 0.13, 0.94]	[10.57, 10.0, 0.01]
110	[1.0, -0.66, 0.58, -0.01, 0.09, 0.03, 1.0]	[0.02, 0.18, 0.95]	[0.03, 0.12, 0.94]	[10.57, 10.0, 0.01]
111	[1.0, -0.47, 0.67, -0.0, 0.09, 0.03, 1.0]	[0.04, 0.17, 0.96]	[0.04, 0.11, 0.95]	[10.57, 10.0, 0.01]
112	[1.0, -0.44, 0.58, 0.0, 0.09, 0.02, 1.0]	[0.05, 0.16, 0.97]	[0.05, 0.1, 0.96]	[10.57, 10.0, 0.01]
113	[1.0, -0.36, 0.5, 0.0, 0.08, 0.02, 1.0]	[0.06, 0.16, 0.97]	[0.07, 0.09, 0.97]	[10.57, 10.0, 0.01]
114	[1.0, -0.3, 0.39, 0.0, 0.07, 0.02, 1.0]	[0.07, 0.15, 0.98]	[0.08, 0.09, 0.97]	[10.57, 10.0, 0.01]
115	[1.0, -0.15, 0.33, 0.0, 0.06, 0.01, 1.0]	[0.08, 0.14, 0.99]	[0.09, 0.08, 0.98]	[10.57, 10.0, 0.01]
116	[1.0, -0.07, 0.3, 0.01, 0.06, 0.0, 1.0]	[0.1, 0.14, 0.99]	[0.1, 0.08, 0.98]	[10.57, 10.0, 0.01]
117	[1.0, 0.1, 0.28, 0.01, 0.05, -0.0, 1.0]	[0.11, 0.14, 0.99]	[0.11, 0.07, 0.98]	[10.57, 10.0, 0.01]
118	[1.0, 0.11, 0.37, 0.01, 0.04, -0.01, 1.0]	[0.12, 0.13, 1.0]	[0.13, 0.07, 0.99]	[10.57, 10.0, 0.01]
119	[1.0, 0.18, 0.27, 0.01, 0.03, -0.01, 1.0]	[0.13, 0.13, 1.0]	[0.14, 0.07, 0.99]	[10.57, 10.0, 0.01]
120	[1.0, 0.09, 0.32, 0.01, 0.03, -0.01, 1.0]	[0.14, 0.13, 1.0]	[0.15, 0.07, 0.99]	[10.57, 10.0, 0.01]
121	[0.8, 0.11, 0.22, 0.0, 0.03, -0.01, 1.0]	[0.15, 0.13, 1.01]	[0.16, 0.07, 1.0]	[10.57, 10.0, 0.01]
122	[0.8, 0.02, 0.23, 0.0, 0.03, -0.01, 1.0]	[0.17, 0.13, 1.01]	[0.17, 0.07, 1.0]	[10.57, 10.0, 0.01]
123	[0.62, 0.17, 0.06, 0.0, 0.02, -0.0, 1.0]	[0.18, 0.13, 1.01]	[0.18, 0.07, 1.0]	[10.57, 10.0, 0.01]
124	[0.71, 0.07, 0.1, 0.0, 0.02, -0.01, 1.0]	[0.18, 0.14, 1.01]	[0.19, 0.07, 1.0]	[10.57, 10.0, 0.01]
125	[0.45, 0.47, 0.06, 0.0, 0.02, -0.01, 1.0]	[0.19, 0.14, 1.01]	[0.2, 0.08, 1.0]	[10.57, 10.0, 0.01]
126	[0.61, 0.24, -0.0, 0.0, 0.01, -0.02, 1.0]	[0.2, 0.14, 1.01]	[0.21, 0.08, 1.0]	[10.57, 10.0, 0.01]
127	[0.4, 0.4, -0.05, 0.0, 0.01, -0.02, 1.0]	[0.21, 0.14, 1.02]	[0.21, 0.08, 1.0]	[10.57, 10.0, 0.01]
128	[0.45, 0.26, -0.15, -0.0, 0.0, -0.03, 1.0]	[0.21, 0.15, 1.01]	[0.22, 0.08, 1.0]	[10.57, 10.0, 0.01]
129	[0.06, 0.37, -0.2, -0.0, -0.0, -0.03, 1.0]	[0.22, 0.15, 1.01]	[0.22, 0.09, 1.0]	[10.57, 10.0, 0.01]
130	[0.25, 0.15, -0.17, -0.01, -0.01, -0.03, 1.0]	[0.22, 0.15, 1.01]	[0.23, 0.09, 1.0]	[10.57, 10.0, 0.01]
131	[0.18, 0.26, -0.21, -0.01, -0.02, -0.03, 1.0]	[0.22, 0.15, 1.01]	[0.23, 0.09, 1.0]	[10.57, 10.0, 0.01]
132	[0.13, 0.12, -0.31, -0.01, -0.03, -0.03, 1.0]	[0.22, 0.16, 1.01]	[0.23, 0.1, 0.99]	[10.57, 10.0, 0.01]
133	[-0.15, 0.09, -0.51, -0.02, -0.03, -0.02, 1.0]	[0.23, 0.16, 1.0]	[0.23, 0.1, 0.99]	[10.57, 10.0, 0.01]
134	[-0.1, 0.11, -0.79, -0.03, -0.05, -0.02, 1.0]	[0.23, 0.16, 1.0]	[0.23, 0.1, 0.99]	[10.57, 10.0, 0.01]
135	[-0.39, -0.01, -0.81, -0.04, -0.06, -0.02, 1.0]	[0.23, 0.16, 0.99]	[0.23, 0.1, 0.98]	[10.57, 10.0, 0.01]
136	[-0.4, 0.02, -0.99, -0.04, -0.07, -0.02, 1.0]	[0.22, 0.16, 0.98]	[0.23, 0.1, 0.97]	[10.57, 10.0, 0.01]
137	[-0.52, 0.07, -0.96, -0.05, -0.07, -0.01, 1.0]	[0.22, 0.16, 0.97]	[0.23, 0.1, 0.96]	[10.57, 10.0, 0.01]
138	[-0.69, 0.13, -1.0, -0.05, -0.07, -0.01, 1.0]	[0.22, 0.16, 0.96]	[0.23, 0.1, 0.95]	[10.57, 10.0, 0.01]
139	[-0.57, 0.2, -1.0, -0.06, -0.08, -0.01, 1.0]	[0.21, 0.17, 0.95]	[0.22, 0.1, 0.95]	[10.57, 10.0, 0.01]
140	[-0.52, 0.12, -1.0, -0.07, -0.09, -0.01, 1.0]	[0.21, 0.17, 0.95]	[0.22, 0.11, 0.94]	[10.57, 10.0, 0.01]
141	[-0.37, 0.15, -0.85, -0.06, -0.09, -0.01, 1.0]	[0.21, 0.17, 0.94]	[0.22, 0.11, 0.94]	[10.57, 10.0, 0.01]
142	[-0.4, 0.04, -0.68, -0.06, -0.07, -0.0, 1.0]	[0.21, 0.17, 0.94]	[0.22, 0.11, 0.93]	[10.57, 10.0, 0.01]
143	[-0.16, 0.13, -0.46, -0.06, -0.06, -0.0, 1.0]	[0.2, 0.17, 0.93]	[0.22, 0.1, 0.93]	[10.57, 10.0, 0.01]
144	[-0.18, -0.03, -0.31, -0.05, -0.05, -0.0, 1.0]	[0.2, 0.16, 0.93]	[0.22, 0.1, 0.92]	[10.57, 10.0, 0.01]
145	[0.02, 0.01, -0.36, -0.05, -0.05, -0.0, 1.0]	[0.2, 0.16, 0.92]	[0.22, 0.1, 0.92]	[10.57, 10.0, 0.01]
146	[0.01, 0.0, -0.52, -0.06, -0.04, -0.01, -1.0]	[0.2, 0.16, 0.92]	[0.22, 0.1, 0.92]	[10.57, 10.0, 0.01]
147	[0.12, 0.05, -0.31, -0.06, -0.04, -0.01, -1.0]	[0.21, 0.16, 0.92]	[0.23, 0.1, 0.91]	[10.57, 10.0, 0.01]
148	[-0.06, -0.07, -0.36, -0.04, -0.04, -0.01, -1.0]	[0.21, 0.16, 0.91]	[0.23, 0.1, 0.91]	[10.57, 10.0, 0.01]
149	[0.07, -0.09, -0.09, -0.04, -0.04, -0.02, -1.0]	[0.21, 0.16, 0.91]	[0.23, 0.1, 0.91]	[10.57, 10.0, 0.01]
150	[0.01, 0.0, 0.45, -0.0, -0.01, -0.03, -1.0]	[0.21, 0.16, 0.91]	[0.23, 0.1, 0.91]	[10.57, 10.0, 0.01]
151	[0.06, 0.05, 0.49, 0.0, 0.0, -0.03, -1.0]	[0.21, 0.16, 0.91]	[0.23, 0.1, 0.89]	[10.57, 10.0, 0.01]
152	[-0.1, -0.01, 0.57, 0.02, 0.01, -0.02, -1.0]	[0.21, 0.16, 0.92]	[0.23, 0.1, 0.86]	[10.57, 10.0, 0.01]
153	[-0.13, -0.08, 0.61, 0.03, 0.02, -0.02, -1.0]	[0.21, 0.16, 0.92]	[0.23, 0.1, 0.82]	[10.57, 10.0, 0.01]
154	[-0.28, -0.04, 0.61, 0.03, 0.02, -0.01, -1.0]	[0.21, 0.16, 0.93]	[0.23, 0.1, 0.83]	[10.57, 10.0, 0.01]
155	[-0.42, -0.1, 0.75, 0.05, 0.01, 0.0, -1.0]	[0.21, 0.16, 0.94]	[0.23, 0.1, 0.83]	[10.57, 10.0, 0.01]
