step	action	robot0_eef_pos	nut0_pos	nut1_pos
17	[-0.29, 0.25, -0.54, 0.01, 0.03, 0.02, -1.0]	[-0.11, 0.09, 0.92]	[-0.11, 0.14, 0.83]	[10.01, 10.0, 7.45]
18	[-0.33, 0.15, -0.52, 0.01, 0.02, 0.01, -1.0]	[-0.12, 0.1, 0.92]	[-0.11, 0.14, 0.83]	[10.01, 10.0, 7.22]
19	[-0.38, 0.22, -0.58, 0.01, 0.01, 0.01, -1.0]	[-0.12, 0.1, 0.91]	[-0.11, 0.14, 0.83]	[10.01, 10.0, 6.98]
20	[-0.2, 0.12, -0.27, 0.01, 0.0, 0.0, -1.0]	[-0.12, 0.1, 0.9]	[-0.11, 0.14, 0.83]	[10.02, 10.0, 6.75]
21	[-0.29, 0.23, -0.33, 0.02, -0.0, -0.0, -1.0]	[-0.13, 0.1, 0.9]	[-0.11, 0.14, 0.83]	[10.02, 10.0, 6.51]
22	[-0.27, 0.21, -0.27, 0.02, -0.0, -0.01, -1.0]	[-0.13, 0.11, 0.89]	[-0.11, 0.14, 0.83]	[10.03, 10.0, 6.27]
23	[-0.2, 0.25, -0.19, 0.01, -0.01, -0.01, -1.0]	[-0.13, 0.11, 0.89]	[-0.11, 0.14, 0.83]	[10.03, 10.0, 6.03]
24	[-0.23, 0.27, -0.17, 0.01, -0.0, -0.02, -1.0]	[-0.14, 0.11, 0.89]	[-0.11, 0.14, 0.83]	[10.04, 10.0, 5.79]
25	[-0.26, 0.27, -0.27, 0.01, -0.01, -0.02, -1.0]	[-0.14, 0.11, 0.89]	[-0.11, 0.14, 0.83]	[10.05, 10.0, 5.55]
26	[-0.15, 0.2, -0.23, 0.0, -0.01, -0.02, -1.0]	[-0.14, 0.12, 0.88]	[-0.11, 0.14, 0.83]	[10.05, 10.0, 5.3]
27	[-0.2, 0.16, -0.28, 0.0, -0.01, -0.02, -1.0]	[-0.14, 0.12, 0.88]	[-0.11, 0.14, 0.83]	[10.06, 10.0, 5.06]
28	[-0.14, 0.14, -0.34, -0.0, -0.02, -0.02, -1.0]	[-0.15, 0.12, 0.88]	[-0.11, 0.14, 0.83]	[10.07, 10.0, 4.82]
29	[-0.2, 0.08, -0.47, -0.0, -0.03, -0.02, -1.0]	[-0.15, 0.12, 0.87]	[-0.11, 0.14, 0.83]	[10.09, 10.0, 4.57]
30	[-0.07, 0.23, -0.29, -0.0, -0.03, -0.03, -1.0]	[-0.15, 0.12, 0.87]	[-0.11, 0.14, 0.83]	[10.1, 10.0, 4.33]
31	[-0.15, 0.08, -0.35, -0.01, -0.03, -0.03, -1.0]	[-0.15, 0.13, 0.86]	[-0.11, 0.14, 0.83]	[10.11, 10.0, 4.08]
32	[-0.1, 0.04, -0.22, -0.01, -0.03, -0.03, -1.0]	[-0.15, 0.13, 0.86]	[-0.11, 0.14, 0.83]	[10.13, 10.0, 3.84]
33	[-0.21, -0.16, -0.2, -0.01, -0.03, -0.02, -1.0]	[-0.15, 0.13, 0.85]	[-0.11, 0.14, 0.83]	[10.15, 10.0, 3.59]
34	[-0.19, 0.06, -0.32, -0.01, -0.03, -0.02, -1.0]	[-0.16, 0.13, 0.85]	[-0.11, 0.14, 0.83]	[10.16, 10.0, 3.34]
35	[-0.23, 0.18, -0.33, -0.02, -0.02, -0.02, -1.0]	[-0.16, 0.13, 0.85]	[-0.11, 0.14, 0.83]	[10.18, 10.0, 3.1]
36	[-0.25, 0.12, -0.25, -0.02, -0.02, -0.03, -1.0]	[-0.16, 0.13, 0.84]	[-0.11, 0.14, 0.83]	[10.2, 10.0, 2.85]
37	[-0.2, 0.16, -0.18, -0.02, -0.01, -0.03, -1.0]	[-0.16, 0.13, 0.84]	[-0.11, 0.14, 0.84]	[10.23, 10.0, 2.6]
38	[-0.23, 0.06, -0.2, -0.02, -0.01, -0.03, -1.0]	[-0.16, 0.13, 0.84]	[-0.12, 0.14, 0.84]	[10.25, 10.0, 2.36]
39	[-0.15, 0.08, -0.18, -0.03, -0.0, -0.03, -1.0]	[-0.16, 0.13, 0.84]	[-0.12, 0.14, 0.84]	[10.28, 10.0, 2.11]
40	[-0.16, -0.02, -0.22, -0.02, -0.0, -0.03, -1.0]	[-0.16, 0.13, 0.84]	[-0.12, 0.14, 0.84]	[10.3, 10.0, 1.86]
41	[-0.05, 0.06, -0.22, -0.02, -0.01, -0.03, -1.0]	[-0.16, 0.13, 0.84]	[-0.12, 0.14, 0.84]	[10.33, 10.0, 1.62]
42	[-0.1, 0.05, -0.26, -0.02, -0.01, -0.04, -1.0]	[-0.16, 0.13, 0.84]	[-0.12, 0.14, 0.84]	[10.36, 10.0, 1.37]
43	[-0.06, 0.12, -0.29, -0.01, -0.01, -0.04, -1.0]	[-0.16, 0.14, 0.83]	[-0.12, 0.14, 0.84]	[10.39, 10.0, 1.12]
44	[-0.07, 0.09, -0.26, -0.01, -0.02, -0.04, -1.0]	[-0.16, 0.14, 0.83]	[-0.12, 0.14, 0.84]	[10.43, 10.0, 0.87]
45	[-0.1, 0.1, -0.11, -0.01, -0.01, -0.04, -1.0]	[-0.16, 0.14, 0.83]	[-0.12, 0.14, 0.84]	[10.46, 10.0, 0.62]
46	[-0.06, -0.01, 0.07, -0.01, -0.01, -0.03, -1.0]	[-0.16, 0.14, 0.83]	[-0.12, 0.14, 0.84]	[10.5, 10.0, 0.37]
47	[-0.06, 0.0, 0.24, -0.01, 0.0, -0.03, -1.0]	[-0.16, 0.14, 0.83]	[-0.12, 0.14, 0.84]	[10.54, 10.0, 0.12]
48	[-0.02, -0.07, 0.26, -0.02, 0.01, -0.03, -1.0]	[-0.16, 0.14, 0.83]	[-0.12, 0.14, 0.84]	[10.56, 10.0, -0.02]
49	[0.06, -0.09, 0.26, -0.01, 0.02, -0.03, -1.0]	[-0.17, 0.14, 0.84]	[-0.12, 0.14, 0.84]	[10.57, 10.0, 0.0]
50	[-0.06, 0.02, 0.01, -0.01, 0.02, -0.02, -1.0]	[-0.17, 0.14, 0.84]	[-0.12, 0.14, 0.84]	[10.57, 10.0, 0.01]
51	[-0.15, 0.07, -0.22, -0.0, 0.02, -0.03, -1.0]	[-0.17, 0.14, 0.84]	[-0.12, 0.14, 0.84]	[10.57, 10.0, 0.01]
52	[-0.08, 0.08, -0.25, -0.0, 0.01, -0.03, -1.0]	[-0.17, 0.14, 0.84]	[-0.11, 0.14, 0.84]	[10.57, 10.0, 0.01]
53	[-0.17, 0.05, -0.42, 0.01, -0.0, -0.02, -1.0]	[-0.17, 0.14, 0.84]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
54	[-0.1, 0.1, -0.35, 0.01, -0.01, -0.02, -1.0]	[-0.17, 0.14, 0.84]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
55	[-0.15, 0.04, -0.25, 0.01, -0.01, -0.02, -1.0]	[-0.17, 0.14, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
56	[-0.06, 0.07, -0.17, 0.01, -0.01, -0.02, -1.0]	[-0.17, 0.14, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
57	[-0.08, -0.02, -0.1, -0.0, -0.01, -0.02, -1.0]	[-0.17, 0.14, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
58	[-0.06, 0.02, -0.19, 0.0, -0.0, -0.02, -1.0]	[-0.17, 0.14, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
59	[-0.12, 0.08, -0.28, 0.01, -0.0, -0.02, -1.0]	[-0.17, 0.14, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
60	[-0.07, 0.1, -0.42, 0.01, -0.01, -0.02, -1.0]	[-0.17, 0.15, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
61	[0.02, 0.12, -0.37, 0.01, -0.02, -0.02, -1.0]	[-0.17, 0.15, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
62	[0.06, 0.0, -0.32, 0.01, -0.03, -0.02, -1.0]	[-0.17, 0.15, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
63	[0.1, 0.05, -0.36, 0.01, -0.04, -0.02, 1.0]	[-0.17, 0.15, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
64	[0.09, 0.01, -0.24, 0.0, -0.05, -0.01, 1.0]	[-0.17, 0.15, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
65	[0.2, -0.0, -0.12, 0.02, -0.05, -0.01, 1.0]	[-0.17, 0.15, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
66	[0.23, 0.07, -0.0, 0.01, -0.05, -0.0, 1.0]	[-0.17, 0.15, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
67	[0.34, 0.01, 0.14, -0.01, -0.05, 0.0, 1.0]	[-0.17, 0.15, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
68	[0.39, 0.04, 0.01, -0.02, -0.05, 0.01, 1.0]	[-0.17, 0.15, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
69	[1.0, 0.27, 0.59, -0.01, -0.05, 0.04, 1.0]	[-0.16, 0.15, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
70	[1.0, 0.21, 1.0, 0.0, 0.02, 0.03, 1.0]	[-0.16, 0.15, 0.83]	[-0.1, 0.14, 0.83]	[10.57, 10.0, 0.01]
71	[1.0, 0.13, 1.0, 0.0, 0.04, 0.03, 1.0]	[-0.15, 0.15, 0.84]	[-0.09, 0.15, 0.84]	[10.57, 10.0, 0.01]
72	[1.0, 0.21, 1.0, 0.0, 0.07, 0.03, 1.0]	[-0.14, 0.15, 0.85]	[-0.09, 0.15, 0.85]	[10.57, 10.0, 0.01]
73	[1.0, 0.19, 1.0, -0.0, 0.1, 0.02, 1.0]	[-0.13, 0.15, 0.86]	[-0.08, 0.15, 0.86]	[10.57, 10.0, 0.01]
74	[1.0, 0.23, 1.0, 0.0, 0.11, 0.02, 1.0]	[-0.13, 0.16, 0.87]	[-0.07, 0.15, 0.87]	[10.57, 10.0, 0.01]
75	[1.0, -0.0, 1.0, 0.01, 0.12, 0.01, 1.0]	[-0.12, 0.16, 0.89]	[-0.06, 0.16, 0.88]	[10.57, 10.0, 0.01]
76	[1.0, 0.19, 0.98, 0.02, 0.12, 0.01, 1.0]	[-0.11, 0.16, 0.9]	[-0.05, 0.16, 0.9]	[10.57, 10.0, 0.01]
77	[1.0, -0.02, 0.91, 0.02, 0.12, 0.0, 1.0]	[-0.1, 0.16, 0.91]	[-0.04, 0.16, 0.91]	[10.57, 10.0, 0.01]
78	[1.0, 0.13, 0.94, 0.02, 0.12, 0.0, 1.0]	[-0.09, 0.17, 0.92]	[-0.03, 0.16, 0.92]	[10.57, 10.0, 0.01]
79	[1.0, 0.08, 0.57, 0.01, 0.11, 0.0, 1.0]	[-0.07, 0.17, 0.94]	[-0.02, 0.16, 0.93]	[10.57, 10.0, 0.01]
80	[1.0, -0.01, 0.74, 0.01, 0.09, 0.01, 1.0]	[-0.06, 0.17, 0.95]	[-0.01, 0.17, 0.94]	[10.57, 10.0, 0.01]
81	[1.0, 0.06, 0.64, -0.0, 0.08, 0.01, 1.0]	[-0.05, 0.17, 0.95]	[0.01, 0.17, 0.95]	[10.57, 10.0, 0.01]
82	[1.0, 0.01, 0.65, -0.0, 0.06, 0.02, 1.0]	[-0.04, 0.17, 0.96]	[0.02, 0.17, 0.96]	[10.57, 10.0, 0.01]
83	[1.0, -0.1, 0.48, -0.0, 0.05, 0.02, 1.0]	[-0.02, 0.17, 0.97]	[0.03, 0.17, 0.97]	[10.57, 10.0, 0.01]
84	[1.0, -0.14, 0.46, 0.0, 0.03, 0.03, 1.0]	[-0.01, 0.17, 0.98]	[0.05, 0.17, 0.97]	[10.57, 10.0, 0.01]
85	[1.0, -0.25, 0.36, -0.0, 0.02, 0.04, 1.0]	[0.0, 0.17, 0.99]	[0.06, 0.17, 0.98]	[10.57, 10.0, 0.01]
86	[1.0, -0.25, 0.31, -0.0, 0.01, 0.04, 1.0]	[0.02, 0.17, 0.99]	[0.07, 0.16, 0.99]	[10.57, 10.0, 0.01]
87	[1.0, -0.28, 0.32, -0.01, -0.0, 0.05, 1.0]	[0.03, 0.16, 1.0]	[0.09, 0.16, 0.99]	[10.57, 10.0, 0.01]
88	[1.0, -0.23, 0.43, -0.0, -0.01, 0.05, 1.0]	[0.04, 0.16, 1.0]	[0.1, 0.16, 1.0]	[10.57, 10.0, 0.01]
89	[1.0, -0.29, 0.44, -0.01, -0.01, 0.05, 1.0]	[0.06, 0.16, 1.01]	[0.11, 0.15, 1.0]	[10.57, 10.0, 0.01]
90	[0.69, -0.15, 0.11, -0.01, -0.01, 0.05, 1.0]	[0.07, 0.15, 1.02]	[0.13, 0.15, 1.01]	[10.57, 10.0, 0.01]
91	[0.99, -0.2, 0.09, -0.01, -0.01, 0.05, 1.0]	[0.08, 0.15, 1.02]	[0.14, 0.15, 1.01]	[10.57, 10.0, 0.01]
92	[1.0, -0.28, 0.2, -0.02, -0.02, 0.05, 1.0]	[0.09, 0.14, 1.02]	[0.15, 0.15, 1.01]	[10.57, 10.0, 0.01]
93	[0.96, -0.2, 0.1, -0.01, -0.01, 0.05, 1.0]	[0.1, 0.14, 1.02]	[0.16, 0.14, 1.01]	[10.57, 10.0, 0.01]
94	[0.88, -0.45, 0.2, -0.02, -0.01, 0.05, 1.0]	[0.12, 0.14, 1.02]	[0.17, 0.14, 1.02]	[10.57, 10.0, 0.01]
95	[0.9, -0.26, 0.25, -0.03, -0.0, 0.05, 1.0]	[0.13, 0.13, 1.03]	[0.18, 0.13, 1.02]	[10.57, 10.0, 0.01]
96	[0.46, -0.62, 0.08, -0.04, 0.0, 0.06, 1.0]	[0.14, 0.13, 1.03]	[0.2, 0.13, 1.02]	[10.57, 10.0, 0.01]
97	[0.79, -0.31, 0.16, -0.04, -0.0, 0.06, 1.0]	[0.15, 0.12, 1.03]	[0.2, 0.12, 1.02]	[10.57, 10.0, 0.01]
98	[0.57, -0.44, -0.16, -0.05, -0.01, 0.06, 1.0]	[0.16, 0.12, 1.03]	[0.21, 0.12, 1.02]	[10.57, 10.0, 0.01]
99	[0.58, -0.12, -0.08, -0.04, -0.01, 0.05, 1.0]	[0.17, 0.11, 1.03]	[0.22, 0.11, 1.02]	[10.57, 10.0, 0.01]
100	[0.29, -0.16, -0.19, -0.04, -0.02, 0.04, 1.0]	[0.17, 0.11, 1.03]	[0.23, 0.11, 1.02]	[10.57, 10.0, 0.01]
101	[0.46, -0.08, -0.25, -0.04, -0.03, 0.03, 1.0]	[0.18, 0.1, 1.03]	[0.24, 0.11, 1.02]	[10.57, 10.0, 0.01]
102	[-0.11, -0.14, -0.56, -0.04, -0.04, 0.03, 1.0]	[0.19, 0.1, 1.03]	[0.24, 0.11, 1.02]	[10.57, 10.0, 0.01]
103	[0.26, -0.04, -0.4, -0.03, -0.05, 0.02, 1.0]	[0.19, 0.1, 1.02]	[0.25, 0.1, 1.02]	[10.57, 10.0, 0.01]
104	[-0.28, -0.02, -0.73, -0.03, -0.06, 0.02, 1.0]	[0.19, 0.1, 1.02]	[0.25, 0.1, 1.01]	[10.57, 10.0, 0.01]
105	[-0.45, 0.13, -0.86, -0.01, -0.08, 0.01, 1.0]	[0.2, 0.1, 1.01]	[0.25, 0.1, 1.01]	[10.57, 10.0, 0.01]
106	[-0.04, 0.06, -0.23, -0.0, -0.09, 0.0, 1.0]	[0.2, 0.1, 1.01]	[0.25, 0.1, 1.0]	[10.57, 10.0, 0.01]
107	[-0.23, 0.2, -0.83, -0.0, -0.11, -0.01, 1.0]	[0.2, 0.1, 1.0]	[0.25, 0.11, 0.99]	[10.57, 10.0, 0.01]
108	[-0.55, -0.03, -0.99, -0.01, -0.13, -0.01, 1.0]	[0.2, 0.1, 1.0]	[0.25, 0.11, 0.99]	[10.57, 10.0, 0.01]
109	[-0.26, -0.08, -0.55, -0.01, -0.14, -0.0, 1.0]	[0.2, 0.1, 0.99]	[0.25, 0.11, 0.98]	[10.57, 10.0, 0.01]
110	[-0.6, -0.21, -0.94, -0.01, -0.16, 0.01, 1.0]	[0.2, 0.1, 0.98]	[0.25, 0.11, 0.97]	[10.57, 10.0, 0.01]
111	[-0.26, -0.1, -0.39, -0.01, -0.16, 0.01, 1.0]	[0.19, 0.1, 0.98]	[0.25, 0.11, 0.97]	[10.57, 10.0, 0.01]
112	[-0.48, -0.1, -0.79, -0.02, -0.17, 0.01, 1.0]	[0.19, 0.1, 0.97]	[0.25, 0.11, 0.96]	[10.57, 10.0, 0.01]
113	[-0.36, -0.2, -0.49, -0.01, -0.17, 0.01, 1.0]	[0.19, 0.1, 0.97]	[0.25, 0.11, 0.96]	[10.57, 10.0, 0.01]
114	[-0.42, -0.3, -0.53, -0.02, -0.16, 0.02, 1.0]	[0.19, 0.1, 0.96]	[0.25, 0.11, 0.95]	[10.57, 10.0, 0.01]
115	[-0.47, -0.52, -0.17, -0.03, -0.13, 0.03, 1.0]	[0.19, 0.1, 0.96]	[0.25, 0.11, 0.96]	[10.57, 10.0, 0.01]
116	[-0.29, -0.34, -0.14, -0.03, -0.12, 0.03, 1.0]	[0.19, 0.1, 0.96]	[0.25, 0.11, 0.96]	[10.57, 10.0, 0.01]
117	[-0.27, -0.59, -0.0, -0.04, -0.11, 0.04, 1.0]	[0.19, 0.09, 0.97]	[0.25, 0.1, 0.96]	[10.57, 10.0, 0.01]
118	[-0.36, -0.54, -0.14, -0.04, -0.09, 0.05, 1.0]	[0.19, 0.09, 0.97]	[0.24, 0.1, 0.96]	[10.57, 10.0, 0.01]
119	[-0.35, -0.44, -0.26, -0.04, -0.09, 0.05, 1.0]	[0.19, 0.08, 0.97]	[0.24, 0.09, 0.96]	[10.57, 10.0, 0.01]
120	[-0.29, -0.17, -0.41, -0.03, -0.08, 0.05, 1.0]	[0.18, 0.08, 0.97]	[0.24, 0.09, 0.96]	[10.57, 10.0, 0.01]
121	[-0.38, 0.03, -0.37, -0.02, -0.06, 0.04, 1.0]	[0.18, 0.08, 0.97]	[0.24, 0.09, 0.96]	[10.57, 10.0, 0.01]
122	[-0.43, 0.12, -0.58, 0.0, -0.05, 0.02, 1.0]	[0.18, 0.08, 0.96]	[0.23, 0.09, 0.96]	[10.57, 10.0, 0.01]
123	[-0.47, 0.09, -0.25, 0.01, -0.03, 0.01, 1.0]	[0.18, 0.08, 0.96]	[0.23, 0.09, 0.96]	[10.57, 10.0, 0.01]
124	[-0.58, -0.04, -0.4, 0.01, -0.02, 0.01, 1.0]	[0.17, 0.08, 0.96]	[0.23, 0.09, 0.96]	[10.57, 10.0, 0.01]
125	[-0.32, 0.0, -0.16, 0.02, -0.01, 0.01, 1.0]	[0.17, 0.08, 0.96]	[0.23, 0.09, 0.96]	[10.57, 10.0, 0.01]
126	[-0.31, 0.01, -0.21, 0.03, 0.01, 0.01, 1.0]	[0.17, 0.08, 0.96]	[0.22, 0.09, 0.96]	[10.57, 10.0, 0.01]
127	[-0.49, 0.09, -0.41, 0.04, 0.02, 0.01, 1.0]	[0.16, 0.08, 0.96]	[0.22, 0.09, 0.96]	[10.57, 10.0, 0.01]
128	[-0.29, 0.1, -0.28, 0.05, 0.03, 0.01, 1.0]	[0.16, 0.08, 0.96]	[0.22, 0.09, 0.96]	[10.57, 10.0, 0.01]
129	[-0.39, 0.23, -0.42, 0.05, 0.02, 0.01, 1.0]	[0.16, 0.08, 0.96]	[0.21, 0.09, 0.96]	[10.57, 10.0, 0.01]
130	[-0.04, 0.27, -0.48, 0.05, 0.01, 0.01, 1.0]	[0.15, 0.08, 0.96]	[0.21, 0.09, 0.96]	[10.57, 10.0, 0.01]
131	[-0.08, 0.27, -0.69, 0.05, -0.0, 0.0, 1.0]	[0.15, 0.08, 0.96]	[0.21, 0.09, 0.96]	[10.57, 10.0, 0.01]
132	[0.34, 0.31, -0.85, 0.05, -0.03, 0.0, 1.0]	[0.15, 0.08, 0.95]	[0.21, 0.09, 0.95]	[10.57, 10.0, 0.01]
133	[0.22, 0.17, -0.41, 0.04, -0.03, 0.0, 1.0]	[0.16, 0.09, 0.95]	[0.21, 0.09, 0.95]	[10.57, 10.0, 0.01]
134	[0.69, 0.34, -0.54, 0.04, -0.05, -0.0, 1.0]	[0.16, 0.09, 0.94]	[0.21, 0.09, 0.95]	[10.57, 10.0, 0.01]
135	[0.59, 0.26, -0.12, 0.04, -0.05, -0.0, 1.0]	[0.16, 0.09, 0.94]	[0.22, 0.09, 0.95]	[10.57, 10.0, 0.01]
136	[0.34, 0.21, -0.01, 0.03, -0.03, -0.01, 1.0]	[0.17, 0.09, 0.93]	[0.22, 0.09, 0.95]	[10.57, 10.0, 0.01]
137	[0.44, 0.26, -0.02, 0.03, -0.03, -0.01, 1.0]	[0.17, 0.09, 0.93]	[0.23, 0.09, 0.95]	[10.57, 10.0, 0.01]
138	[0.15, 0.35, -0.18, 0.02, -0.02, -0.02, 1.0]	[0.18, 0.09, 0.93]	[0.23, 0.1, 0.95]	[10.57, 10.0, 0.01]
139	[0.04, 0.36, -0.18, 0.02, -0.02, -0.03, 1.0]	[0.18, 0.1, 0.93]	[0.23, 0.1, 0.95]	[10.57, 10.0, 0.01]
140	[-0.17, 0.38, -0.15, 0.04, -0.01, -0.04, 1.0]	[0.18, 0.1, 0.93]	[0.24, 0.1, 0.94]	[10.57, 10.0, 0.01]
141	[-0.06, 0.25, -0.0, 0.06, -0.0, -0.03, 1.0]	[0.18, 0.1, 0.93]	[0.24, 0.1, 0.94]	[10.57, 10.0, 0.01]
142	[-0.23, 0.11, -0.06, 0.05, -0.0, -0.04, 1.0]	[0.18, 0.1, 0.93]	[0.24, 0.1, 0.94]	[10.57, 10.0, 0.01]
143	[-0.14, -0.05, 0.16, 0.05, 0.0, -0.04, 1.0]	[0.18, 0.1, 0.93]	[0.24, 0.1, 0.94]	[10.57, 10.0, 0.01]
144	[-0.16, -0.1, 0.1, 0.03, 0.02, -0.04, 1.0]	[0.18, 0.1, 0.93]	[0.23, 0.1, 0.94]	[10.57, 10.0, 0.01]
145	[-0.22, -0.29, 0.17, 0.03, 0.04, -0.03, 1.0]	[0.18, 0.1, 0.93]	[0.23, 0.1, 0.95]	[10.57, 10.0, 0.01]
146	[-0.06, 0.18, -0.32, -0.07, -0.02, -0.03, -1.0]	[0.18, 0.1, 0.93]	[0.23, 0.1, 0.95]	[10.57, 10.0, 0.01]
147	[0.04, 0.12, -0.14, -0.08, -0.04, -0.04, -1.0]	[0.18, 0.1, 0.93]	[0.23, 0.1, 0.95]	[10.57, 10.0, 0.01]
148	[-1.0, -0.56, 1.0, -0.06, 0.27, -0.04, -1.0]	[0.18, 0.1, 0.93]	[0.23, 0.1, 0.94]	[10.57, 10.0, 0.01]
149	[-0.71, -0.38, 0.83, -0.06, 0.27, -0.04, -1.0]	[0.17, 0.09, 0.93]	[0.22, 0.1, 0.94]	[10.57, 10.0, 0.01]
150	[-1.0, -0.9, 1.0, -0.08, 0.27, -0.02, -1.0]	[0.16, 0.09, 0.93]	[0.22, 0.1, 0.94]	[10.57, 10.0, 0.01]
151	[-0.41, -0.45, 0.66, -0.08, 0.26, -0.01, -1.0]	[0.15, 0.08, 0.94]	[0.22, 0.09, 0.94]	[10.57, 10.0, 0.01]
152	[-0.82, -1.0, 0.98, -0.1, 0.25, 0.01, -1.0]	[0.14, 0.08, 0.95]	[0.22, 0.09, 0.94]	[10.57, 10.0, 0.01]
153	[-0.5, -0.52, 0.55, -0.11, 0.23, 0.03, -1.0]	[0.13, 0.07, 0.96]	[0.23, 0.1, 0.94]	[10.57, 10.0, 0.01]
154	[-0.33, -0.51, 0.01, -0.11, 0.2, 0.04, -1.0]	[0.12, 0.06, 0.97]	[0.23, 0.1, 0.93]	[10.57, 10.0, 0.01]
155	[-0.29, -0.08, -0.14, -0.11, 0.17, 0.04, -1.0]	[0.11, 0.05, 0.97]	[0.23, 0.1, 0.89]	[10.57, 10.0, 0.01]
156	[-0.18, -0.08, -0.58, -0.11, 0.15, 0.04, -1.0]	[0.11, 0.04, 0.97]	[0.23, 0.1, 0.83]	[10.57, 10.0, 0.01]
157	[-0.13, 0.08, -0.49, -0.1, 0.12, 0.03, -1.0]	[0.1, 0.04, 0.97]	[0.23, 0.11, 0.83]	[10.57, 10.0, 0.01]
158	[-0.26, 0.42, -0.67, -0.08, 0.1, 0.02, -1.0]	[0.1, 0.04, 0.96]	[0.23, 0.11, 0.83]	[10.57, 10.0, 0.01]
