step	action	robot0_eef_pos	tool_pos	frame_pos	stand_pos
38	[-0.04, -0.58, -0.31, -0.01, 0.03, 0.23, -1.0]	[-0.07, -0.2, 0.91]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
39	[0.0, -0.34, -0.17, -0.0, 0.02, 0.2, -1.0]	[-0.06, -0.21, 0.91]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
40	[-0.07, -0.43, -0.29, -0.0, 0.02, 0.18, -1.0]	[-0.06, -0.22, 0.9]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
41	[-0.06, -0.51, -0.31, -0.0, 0.02, 0.16, -1.0]	[-0.06, -0.22, 0.9]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
42	[-0.04, -0.42, -0.43, 0.01, 0.02, 0.14, -1.0]	[-0.07, -0.23, 0.9]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
43	[-0.08, -0.43, -0.44, 0.01, 0.02, 0.13, -1.0]	[-0.07, -0.23, 0.89]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
44	[-0.28, -0.38, -0.59, 0.03, 0.03, 0.11, -1.0]	[-0.07, -0.24, 0.89]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
45	[-0.18, -0.22, -0.27, 0.03, 0.02, 0.1, -1.0]	[-0.07, -0.24, 0.88]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
46	[-0.41, -0.27, -0.45, 0.04, 0.02, 0.08, -1.0]	[-0.07, -0.25, 0.87]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
47	[-0.19, -0.18, -0.2, 0.04, 0.02, 0.07, -1.0]	[-0.08, -0.25, 0.87]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
48	[-0.33, -0.18, -0.37, 0.04, 0.01, 0.06, -1.0]	[-0.08, -0.25, 0.87]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
49	[-0.22, -0.13, -0.2, 0.04, 0.01, 0.05, -1.0]	[-0.08, -0.26, 0.86]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
50	[-0.29, -0.02, -0.32, 0.04, 0.02, 0.03, -1.0]	[-0.09, -0.26, 0.86]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
51	[-0.26, -0.09, -0.21, 0.04, 0.01, 0.02, -1.0]	[-0.09, -0.26, 0.85]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
52	[-0.18, 0.07, -0.09, 0.04, 0.01, 0.02, -1.0]	[-0.09, -0.26, 0.85]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
53	[-0.17, -0.04, -0.07, 0.03, 0.01, 0.01, -1.0]	[-0.1, -0.26, 0.85]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
54	[-0.12, 0.02, -0.12, 0.03, 0.0, 0.01, -1.0]	[-0.1, -0.26, 0.85]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
55	[-0.13, -0.04, -0.07, 0.03, 0.01, 0.01, -1.0]	[-0.1, -0.26, 0.85]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
56	[-0.22, -0.08, -0.15, 0.03, 0.01, 0.0, -1.0]	[-0.1, -0.26, 0.85]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
57	[-0.13, -0.09, -0.17, 0.03, 0.0, 0.0, -1.0]	[-0.1, -0.26, 0.84]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
58	[-0.14, -0.06, -0.24, 0.03, 0.01, -0.0, -1.0]	[-0.11, -0.26, 0.84]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
59	[-0.12, -0.1, -0.22, 0.03, -0.0, -0.01, -1.0]	[-0.11, -0.27, 0.84]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
60	[-0.12, -0.08, -0.23, 0.03, -0.0, -0.01, -1.0]	[-0.11, -0.27, 0.84]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
61	[-0.04, -0.11, -0.17, 0.03, -0.01, -0.01, -1.0]	[-0.11, -0.27, 0.83]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
62	[-0.07, -0.07, -0.14, 0.02, -0.01, -0.01, -1.0]	[-0.11, -0.27, 0.83]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
63	[-0.07, -0.12, -0.15, 0.02, -0.01, -0.01, -1.0]	[-0.11, -0.27, 0.83]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
64	[-0.11, -0.08, -0.16, 0.02, -0.01, -0.0, -1.0]	[-0.12, -0.27, 0.83]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
65	[-0.15, -0.09, -0.17, 0.02, -0.02, -0.01, -1.0]	[-0.12, -0.27, 0.82]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
66	[-0.15, -0.04, -0.2, 0.03, -0.02, -0.01, -1.0]	[-0.12, -0.27, 0.82]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
67	[-0.11, 0.03, -0.09, 0.03, -0.03, -0.01, -1.0]	[-0.12, -0.27, 0.82]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
68	[-0.12, 0.04, -0.07, 0.03, -0.03, -0.0, -1.0]	[-0.12, -0.27, 0.82]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
69	[-0.02, 0.01, -0.04, 0.03, -0.03, -0.0, -1.0]	[-0.12, -0.27, 0.82]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
70	[0.02, 0.06, 0.0, 0.02, -0.03, 0.0, 1.0]	[-0.12, -0.27, 0.82]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
71	[-0.04, -0.02, -0.07, 0.02, -0.03, 0.0, 1.0]	[-0.12, -0.27, 0.82]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
72	[-0.09, 0.0, -0.16, 0.01, -0.02, -0.0, 1.0]	[-0.12, -0.27, 0.82]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
73	[-0.08, -0.15, -0.31, 0.02, -0.01, -0.0, 1.0]	[-0.12, -0.27, 0.81]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
74	[-0.15, -0.14, -0.18, 0.01, -0.01, -0.0, 1.0]	[-0.13, -0.27, 0.81]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
75	[-0.14, -0.18, -0.17, 0.01, -0.02, -0.01, 1.0]	[-0.12, -0.28, 0.81]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
76	[-0.14, -0.14, -0.26, 0.01, -0.01, -0.02, 1.0]	[-0.12, -0.28, 0.81]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
77	[-0.06, -0.12, -0.14, 0.01, -0.01, -0.02, 1.0]	[-0.12, -0.28, 0.81]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
78	[0.01, 0.0, -0.1, 0.01, -0.01, -0.02, 1.0]	[-0.12, -0.28, 0.81]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
79	[0.03, 0.02, -0.07, 0.02, -0.0, -0.02, 1.0]	[-0.12, -0.28, 0.81]	[0.03, -0.19, 0.81]	[-0.05, -0.25, 0.81]	[-0.08, 0.0, 0.88]
80	[-0.03, 0.05, -0.03, 0.02, 0.0, -0.01, 1.0]	[-0.11, -0.28, 0.81]	[0.03, -0.19, 0.81]	[-0.05, -0.25, 0.81]	[-0.08, 0.0, 0.88]
81	[-0.01, 0.06, 0.05, 0.02, 0.0, -0.02, 1.0]	[-0.11, -0.28, 0.81]	[0.03, -0.19, 0.81]	[-0.05, -0.25, 0.81]	[-0.08, 0.0, 0.88]
82	[-0.06, 0.11, 0.13, 0.01, 0.0, -0.02, 1.0]	[-0.11, -0.28, 0.81]	[0.03, -0.19, 0.81]	[-0.05, -0.25, 0.81]	[-0.08, 0.0, 0.88]
83	[0.03, 0.17, 0.3, 0.0, -0.0, -0.03, 1.0]	[-0.11, -0.28, 0.81]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
84	[0.07, 0.27, 0.49, -0.01, 0.01, -0.05, 1.0]	[-0.12, -0.28, 0.81]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.82]	[-0.08, 0.0, 0.88]
85	[0.21, 0.41, 0.85, -0.03, 0.01, -0.06, 1.0]	[-0.12, -0.27, 0.82]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.82]	[-0.08, 0.0, 0.88]
86	[0.19, 0.56, 1.0, -0.06, 0.01, -0.09, 1.0]	[-0.11, -0.27, 0.83]	[0.03, -0.19, 0.81]	[-0.06, -0.25, 0.83]	[-0.08, 0.0, 0.88]
87	[0.26, 0.64, 1.0, -0.09, 0.01, -0.13, 1.0]	[-0.11, -0.27, 0.84]	[0.03, -0.19, 0.81]	[-0.06, -0.24, 0.84]	[-0.08, 0.0, 0.88]
88	[0.23, 0.72, 1.0, -0.11, 0.03, -0.17, 1.0]	[-0.11, -0.27, 0.85]	[0.03, -0.19, 0.81]	[-0.05, -0.24, 0.86]	[-0.08, 0.0, 0.88]
89	[0.3, 0.78, 1.0, -0.13, 0.03, -0.21, 1.0]	[-0.11, -0.26, 0.87]	[0.03, -0.19, 0.81]	[-0.05, -0.24, 0.87]	[-0.08, 0.0, 0.88]
90	[0.4, 1.0, 1.0, -0.15, 0.04, -0.26, 1.0]	[-0.11, -0.26, 0.88]	[0.03, -0.19, 0.81]	[-0.05, -0.23, 0.88]	[-0.08, 0.0, 0.88]
91	[0.16, 0.57, 0.61, -0.15, 0.05, -0.27, 1.0]	[-0.11, -0.25, 0.89]	[0.03, -0.19, 0.81]	[-0.05, -0.23, 0.9]	[-0.08, 0.0, 0.88]
92	[0.17, 0.88, 0.73, -0.14, 0.07, -0.3, 1.0]	[-0.11, -0.25, 0.9]	[0.03, -0.19, 0.81]	[-0.05, -0.22, 0.91]	[-0.08, 0.0, 0.88]
93	[0.13, 0.86, 0.63, -0.13, 0.06, -0.33, 1.0]	[-0.11, -0.24, 0.91]	[0.03, -0.19, 0.81]	[-0.05, -0.22, 0.92]	[-0.08, 0.0, 0.88]
94	[-0.02, 0.89, 0.6, -0.12, 0.08, -0.35, 1.0]	[-0.11, -0.23, 0.92]	[0.03, -0.19, 0.81]	[-0.05, -0.21, 0.92]	[-0.08, 0.0, 0.88]
95	[-0.01, 0.96, 0.62, -0.11, 0.07, -0.36, 1.0]	[-0.11, -0.22, 0.93]	[0.03, -0.19, 0.81]	[-0.05, -0.2, 0.93]	[-0.08, 0.0, 0.88]
96	[0.02, 0.99, 0.63, -0.1, 0.08, -0.37, 1.0]	[-0.11, -0.21, 0.94]	[0.03, -0.19, 0.81]	[-0.05, -0.19, 0.94]	[-0.08, 0.0, 0.88]
97	[0.02, 0.89, 0.63, -0.09, 0.09, -0.38, 1.0]	[-0.11, -0.2, 0.95]	[0.03, -0.19, 0.81]	[-0.05, -0.18, 0.94]	[-0.08, 0.0, 0.88]
98	[0.19, 0.94, 0.46, -0.08, 0.1, -0.38, 1.0]	[-0.11, -0.18, 0.95]	[0.03, -0.19, 0.81]	[-0.05, -0.17, 0.95]	[-0.08, 0.0, 0.88]
99	[0.15, 0.92, 0.47, -0.06, 0.13, -0.37, 1.0]	[-0.11, -0.17, 0.96]	[0.03, -0.19, 0.81]	[-0.05, -0.16, 0.96]	[-0.08, 0.0, 0.88]
100	[0.19, 1.0, 0.27, -0.05, 0.14, -0.37, 1.0]	[-0.12, -0.16, 0.96]	[0.03, -0.19, 0.81]	[-0.05, -0.15, 0.96]	[-0.08, 0.0, 0.88]
101	[0.1, 0.55, 0.04, -0.04, 0.14, -0.36, 1.0]	[-0.12, -0.14, 0.97]	[0.03, -0.19, 0.81]	[-0.05, -0.13, 0.96]	[-0.08, 0.0, 0.88]
102	[0.08, 0.64, 0.1, -0.03, 0.13, -0.35, 1.0]	[-0.12, -0.13, 0.97]	[0.03, -0.19, 0.81]	[-0.06, -0.13, 0.96]	[-0.08, 0.0, 0.88]
103	[0.19, 0.69, 0.09, -0.02, 0.13, -0.34, 1.0]	[-0.12, -0.12, 0.97]	[0.03, -0.19, 0.81]	[-0.06, -0.12, 0.96]	[-0.08, 0.0, 0.88]
104	[0.1, 0.51, 0.25, -0.02, 0.14, -0.33, 1.0]	[-0.12, -0.11, 0.97]	[0.03, -0.19, 0.81]	[-0.06, -0.11, 0.96]	[-0.08, 0.0, 0.88]
105	[0.18, 0.74, 0.45, -0.03, 0.15, -0.33, 1.0]	[-0.12, -0.1, 0.97]	[0.03, -0.19, 0.81]	[-0.06, -0.1, 0.96]	[-0.08, 0.0, 0.88]
106	[0.27, 0.68, 0.67, -0.04, 0.17, -0.33, 1.0]	[-0.12, -0.09, 0.97]	[0.03, -0.19, 0.81]	[-0.06, -0.09, 0.96]	[-0.08, 0.0, 0.88]
107	[0.35, 0.66, 0.62, -0.05, 0.19, -0.33, 1.0]	[-0.12, -0.08, 0.98]	[0.03, -0.19, 0.81]	[-0.06, -0.09, 0.97]	[-0.08, 0.0, 0.88]
108	[0.29, 0.4, 0.7, -0.06, 0.21, -0.32, 1.0]	[-0.12, -0.07, 0.98]	[0.03, -0.19, 0.81]	[-0.06, -0.08, 0.97]	[-0.08, 0.0, 0.88]
109	[0.4, 0.77, 0.68, -0.09, 0.23, -0.33, 1.0]	[-0.12, -0.06, 0.99]	[0.03, -0.19, 0.81]	[-0.06, -0.07, 0.98]	[-0.08, 0.0, 0.88]
110	[0.48, 0.48, 0.61, -0.11, 0.24, -0.32, 1.0]	[-0.12, -0.06, 1.0]	[0.03, -0.19, 0.81]	[-0.06, -0.07, 0.99]	[-0.08, 0.0, 0.88]
111	[0.4, 0.43, 0.32, -0.1, 0.23, -0.3, 1.0]	[-0.12, -0.05, 1.01]	[0.03, -0.19, 0.81]	[-0.05, -0.06, 0.99]	[-0.08, 0.0, 0.88]
112	[0.23, 0.15, 0.2, -0.1, 0.21, -0.26, 1.0]	[-0.11, -0.04, 1.01]	[0.03, -0.19, 0.81]	[-0.05, -0.06, 1.0]	[-0.08, 0.0, 0.88]
113	[0.18, 0.33, 0.03, -0.09, 0.18, -0.24, 1.0]	[-0.11, -0.04, 1.02]	[0.03, -0.19, 0.81]	[-0.05, -0.06, 1.0]	[-0.08, 0.0, 0.88]
114	[0.16, 0.08, 0.2, -0.08, 0.17, -0.21, 1.0]	[-0.11, -0.03, 1.02]	[0.03, -0.19, 0.81]	[-0.05, -0.05, 1.0]	[-0.08, 0.0, 0.88]
115	[0.33, 0.43, 0.28, -0.09, 0.17, -0.19, 1.0]	[-0.1, -0.03, 1.02]	[0.03, -0.19, 0.81]	[-0.05, -0.05, 1.0]	[-0.08, 0.0, 0.88]
116	[0.39, 0.42, 0.51, -0.11, 0.19, -0.17, 1.0]	[-0.1, -0.03, 1.03]	[0.03, -0.19, 0.81]	[-0.04, -0.05, 1.0]	[-0.08, 0.0, 0.88]
117	[0.51, 0.58, 0.38, -0.12, 0.21, -0.14, 1.0]	[-0.1, -0.02, 1.03]	[0.03, -0.19, 0.81]	[-0.04, -0.05, 1.01]	[-0.08, 0.0, 0.88]
118	[0.03, 0.07, 0.2, -0.11, 0.2, -0.12, 1.0]	[-0.09, -0.02, 1.04]	[0.03, -0.19, 0.81]	[-0.04, -0.04, 1.01]	[-0.08, 0.0, 0.88]
119	[0.3, 0.31, 0.07, -0.08, 0.22, -0.11, 1.0]	[-0.09, -0.01, 1.04]	[0.03, -0.19, 0.81]	[-0.04, -0.04, 1.02]	[-0.08, 0.0, 0.88]
120	[0.02, 0.4, 0.09, -0.06, 0.25, -0.14, 1.0]	[-0.09, -0.01, 1.04]	[0.03, -0.19, 0.81]	[-0.03, -0.03, 1.02]	[-0.08, 0.0, 0.88]
121	[-0.13, 0.56, -0.12, -0.06, 0.23, -0.14, 1.0]	[-0.09, -0.0, 1.04]	[0.03, -0.19, 0.81]	[-0.03, -0.03, 1.02]	[-0.08, 0.0, 0.88]
122	[-0.32, 0.6, 0.08, -0.06, 0.22, -0.14, 1.0]	[-0.09, 0.0, 1.04]	[0.03, -0.19, 0.81]	[-0.04, -0.02, 1.01]	[-0.08, 0.0, 0.88]
123	[-0.03, 0.62, 0.05, -0.06, 0.23, -0.15, 1.0]	[-0.09, 0.01, 1.04]	[0.03, -0.19, 0.81]	[-0.04, -0.02, 1.01]	[-0.08, 0.0, 0.88]
124	[-0.51, 0.41, 0.1, -0.06, 0.22, -0.14, 1.0]	[-0.09, 0.02, 1.04]	[0.03, -0.19, 0.81]	[-0.04, -0.01, 1.01]	[-0.08, 0.0, 0.88]
125	[-0.21, 0.54, 0.07, -0.07, 0.21, -0.13, 1.0]	[-0.09, 0.02, 1.05]	[0.03, -0.19, 0.81]	[-0.04, -0.0, 1.01]	[-0.08, 0.0, 0.88]
126	[-0.08, 0.43, 0.16, -0.07, 0.2, -0.12, 1.0]	[-0.1, 0.03, 1.05]	[0.03, -0.19, 0.81]	[-0.05, 0.0, 1.01]	[-0.08, 0.0, 0.88]
127	[-0.29, 0.25, 0.37, -0.07, 0.2, -0.09, 1.0]	[-0.1, 0.04, 1.05]	[0.03, -0.19, 0.81]	[-0.05, 0.01, 1.01]	[-0.08, 0.0, 0.88]
128	[-0.01, 0.19, 0.1, -0.06, 0.19, -0.08, 1.0]	[-0.1, 0.04, 1.05]	[0.03, -0.19, 0.81]	[-0.06, 0.01, 1.02]	[-0.08, 0.0, 0.88]
129	[-0.17, 0.04, 0.23, -0.06, 0.19, -0.07, 1.0]	[-0.1, 0.05, 1.05]	[0.03, -0.19, 0.81]	[-0.06, 0.01, 1.02]	[-0.08, 0.0, 0.88]
130	[-0.28, -0.13, 0.2, -0.06, 0.18, -0.08, 1.0]	[-0.1, 0.05, 1.06]	[0.03, -0.19, 0.81]	[-0.06, 0.01, 1.02]	[-0.08, 0.0, 0.88]
131	[-0.07, 0.17, 0.06, -0.05, 0.18, -0.08, 1.0]	[-0.1, 0.05, 1.06]	[0.03, -0.19, 0.81]	[-0.06, 0.01, 1.02]	[-0.08, 0.0, 0.88]
