step	action	robot0_eef_pos	nut0_pos	nut1_pos
43	[0.08, 0.02, -0.57, -0.0, -0.05, 0.04, -1.0]	[-0.17, 0.13, 0.84]	[-0.11, 0.17, 0.83]	[10.39, 10.0, 1.12]
44	[0.09, 0.1, -0.58, 0.0, -0.06, 0.05, -1.0]	[-0.17, 0.13, 0.83]	[-0.11, 0.17, 0.83]	[10.43, 10.0, 0.87]
45	[0.08, 0.14, -0.54, 0.0, -0.06, 0.05, -1.0]	[-0.17, 0.13, 0.83]	[-0.11, 0.17, 0.83]	[10.46, 10.0, 0.62]
46	[-0.03, 0.28, -0.51, 0.0, -0.05, 0.06, -1.0]	[-0.17, 0.12, 0.83]	[-0.11, 0.17, 0.83]	[10.5, 10.0, 0.37]
47	[-0.04, 0.26, -0.45, 0.0, -0.05, 0.05, -1.0]	[-0.17, 0.12, 0.83]	[-0.11, 0.17, 0.83]	[10.54, 10.0, 0.12]
48	[-0.06, 0.28, -0.35, -0.0, -0.05, 0.05, 1.0]	[-0.17, 0.12, 0.83]	[-0.11, 0.17, 0.83]	[10.56, 10.0, -0.02]
49	[0.07, 0.2, -0.31, -0.0, -0.05, 0.04, 1.0]	[-0.17, 0.12, 0.83]	[-0.11, 0.17, 0.83]	[10.57, 10.0, 0.0]
50	[0.0, 0.18, -0.26, 0.01, -0.04, 0.04, 1.0]	[-0.17, 0.12, 0.83]	[-0.11, 0.17, 0.83]	[10.57, 10.0, 0.01]
51	[0.05, 0.15, -0.09, 0.0, -0.03, 0.03, 1.0]	[-0.17, 0.12, 0.83]	[-0.11, 0.17, 0.83]	[10.57, 10.0, 0.01]
52	[0.0, 0.23, -0.05, 0.01, -0.03, 0.02, 1.0]	[-0.17, 0.12, 0.83]	[-0.11, 0.17, 0.83]	[10.57, 10.0, 0.01]
53	[0.09, 0.23, 0.07, 0.0, -0.03, 0.02, 1.0]	[-0.17, 0.12, 0.83]	[-0.11, 0.17, 0.83]	[10.57, 10.0, 0.01]
54	[0.14, 0.29, 0.26, -0.01, -0.03, 0.0, 1.0]	[-0.17, 0.12, 0.83]	[-0.11, 0.17, 0.83]	[10.57, 10.0, 0.01]
55	[0.21, 0.32, 0.11, -0.01, -0.02, -0.01, 1.0]	[-0.16, 0.12, 0.83]	[-0.11, 0.18, 0.83]	[10.57, 10.0, 0.01]
56	[0.36, 0.37, 0.19, -0.01, -0.02, -0.03, 1.0]	[-0.16, 0.13, 0.83]	[-0.11, 0.18, 0.83]	[10.57, 10.0, 0.01]
57	[0.46, 0.36, 0.27, -0.0, -0.01, -0.05, 1.0]	[-0.16, 0.13, 0.84]	[-0.11, 0.18, 0.83]	[10.57, 10.0, 0.01]
58	[0.55, 0.44, 0.5, 0.02, -0.01, -0.09, 1.0]	[-0.16, 0.13, 0.84]	[-0.1, 0.19, 0.84]	[10.57, 10.0, 0.01]
59	[0.7, 0.3, 0.92, 0.02, 0.0, -0.12, 1.0]	[-0.15, 0.14, 0.84]	[-0.1, 0.19, 0.84]	[10.57, 10.0, 0.01]
60	[0.85, 0.12, 1.0, 0.0, 0.03, -0.14, 1.0]	[-0.15, 0.14, 0.85]	[-0.09, 0.19, 0.85]	[10.57, 10.0, 0.01]
61	[1.0, 0.01, 1.0, -0.01, 0.06, -0.17, 1.0]	[-0.14, 0.15, 0.86]	[-0.09, 0.2, 0.86]	[10.57, 10.0, 0.01]
62	[1.0, -0.02, 1.0, -0.01, 0.1, -0.19, 1.0]	[-0.13, 0.15, 0.87]	[-0.08, 0.2, 0.87]	[10.57, 10.0, 0.01]
63	[1.0, -0.17, 1.0, 0.01, 0.12, -0.21, 1.0]	[-0.13, 0.15, 0.88]	[-0.07, 0.2, 0.88]	[10.57, 10.0, 0.01]
64	[1.0, -0.13, 1.0, 0.01, 0.12, -0.22, 1.0]	[-0.12, 0.15, 0.89]	[-0.06, 0.2, 0.89]	[10.57, 10.0, 0.01]
65	[1.0, -0.44, 1.0, -0.0, 0.13, -0.22, 1.0]	[-0.11, 0.15, 0.91]	[-0.05, 0.2, 0.91]	[10.57, 10.0, 0.01]
66	[1.0, -0.28, 1.0, 0.01, 0.12, -0.24, 1.0]	[-0.1, 0.15, 0.92]	[-0.04, 0.19, 0.92]	[10.57, 10.0, 0.01]
67	[1.0, -0.36, 0.94, 0.0, 0.12, -0.27, 1.0]	[-0.09, 0.15, 0.93]	[-0.03, 0.19, 0.93]	[10.57, 10.0, 0.01]
68	[1.0, -0.37, 0.78, -0.0, 0.09, -0.28, 1.0]	[-0.08, 0.15, 0.94]	[-0.02, 0.18, 0.94]	[10.57, 10.0, 0.01]
69	[1.0, -0.45, 0.53, 0.01, 0.07, -0.29, 1.0]	[-0.07, 0.14, 0.95]	[-0.0, 0.18, 0.95]	[10.57, 10.0, 0.01]
70	[1.0, -0.36, 0.37, 0.0, 0.06, -0.3, 1.0]	[-0.06, 0.14, 0.96]	[0.01, 0.17, 0.96]	[10.57, 10.0, 0.01]
71	[1.0, -0.38, 0.2, -0.01, 0.04, -0.3, 1.0]	[-0.04, 0.13, 0.97]	[0.02, 0.16, 0.96]	[10.57, 10.0, 0.01]
72	[1.0, -0.43, -0.01, -0.01, 0.02, -0.28, 1.0]	[-0.03, 0.12, 0.97]	[0.04, 0.15, 0.97]	[10.57, 10.0, 0.01]
73	[1.0, -0.44, -0.04, -0.01, 0.0, -0.26, 1.0]	[-0.02, 0.12, 0.98]	[0.05, 0.14, 0.97]	[10.57, 10.0, 0.01]
74	[1.0, -0.62, -0.01, -0.02, 0.0, -0.23, 1.0]	[-0.0, 0.11, 0.98]	[0.07, 0.14, 0.97]	[10.57, 10.0, 0.01]
75	[1.0, -0.58, -0.04, -0.02, -0.01, -0.2, 1.0]	[0.01, 0.1, 0.98]	[0.08, 0.13, 0.97]	[10.57, 10.0, 0.01]
76	[1.0, -0.62, 0.0, -0.02, -0.01, -0.18, 1.0]	[0.03, 0.1, 0.98]	[0.1, 0.12, 0.97]	[10.57, 10.0, 0.01]
77	[1.0, -0.5, -0.12, -0.01, -0.01, -0.16, 1.0]	[0.04, 0.09, 0.98]	[0.11, 0.11, 0.97]	[10.57, 10.0, 0.01]
78	[1.0, -0.44, 0.08, -0.01, 0.0, -0.14, 1.0]	[0.05, 0.08, 0.98]	[0.12, 0.1, 0.97]	[10.57, 10.0, 0.01]
79	[0.93, -0.24, 0.0, -0.0, 0.01, -0.13, 1.0]	[0.06, 0.07, 0.98]	[0.14, 0.09, 0.97]	[10.57, 10.0, 0.01]
80	[0.89, -0.18, -0.02, -0.0, 0.0, -0.12, 1.0]	[0.08, 0.07, 0.98]	[0.15, 0.08, 0.97]	[10.57, 10.0, 0.01]
81	[0.8, 0.02, -0.13, 0.0, -0.0, -0.12, 1.0]	[0.09, 0.07, 0.98]	[0.16, 0.08, 0.97]	[10.57, 10.0, 0.01]
82	[0.64, 0.04, -0.05, 0.01, -0.01, -0.11, 1.0]	[0.1, 0.06, 0.97]	[0.17, 0.08, 0.97]	[10.57, 10.0, 0.01]
83	[0.7, 0.14, -0.08, 0.02, -0.01, -0.1, 1.0]	[0.11, 0.06, 0.97]	[0.18, 0.07, 0.97]	[10.57, 10.0, 0.01]
84	[0.38, 0.18, 0.04, 0.02, -0.01, -0.08, 1.0]	[0.12, 0.06, 0.97]	[0.19, 0.07, 0.97]	[10.57, 10.0, 0.01]
85	[0.41, 0.42, 0.01, 0.03, -0.01, -0.08, 1.0]	[0.13, 0.07, 0.97]	[0.2, 0.07, 0.97]	[10.57, 10.0, 0.01]
86	[0.11, 0.63, 0.1, 0.04, -0.01, -0.08, 1.0]	[0.13, 0.07, 0.97]	[0.21, 0.08, 0.97]	[10.57, 10.0, 0.01]
87	[0.18, 0.57, 0.14, 0.03, -0.01, -0.09, 1.0]	[0.14, 0.07, 0.98]	[0.21, 0.08, 0.97]	[10.57, 10.0, 0.01]
88	[0.07, 0.57, 0.18, 0.03, -0.01, -0.09, 1.0]	[0.14, 0.08, 0.98]	[0.22, 0.09, 0.97]	[10.57, 10.0, 0.01]
89	[0.1, 0.46, 0.01, 0.03, -0.01, -0.09, 1.0]	[0.14, 0.09, 0.98]	[0.22, 0.09, 0.97]	[10.57, 10.0, 0.01]
90	[-0.15, 0.38, -0.22, 0.02, -0.01, -0.08, 1.0]	[0.15, 0.09, 0.98]	[0.22, 0.1, 0.98]	[10.57, 10.0, 0.01]
91	[-0.25, 0.29, -0.54, 0.02, -0.01, -0.07, 1.0]	[0.15, 0.1, 0.98]	[0.22, 0.11, 0.98]	[10.57, 10.0, 0.01]
92	[-0.46, 0.21, -0.68, 0.02, -0.01, -0.07, 1.0]	[0.15, 0.1, 0.98]	[0.22, 0.11, 0.97]	[10.57, 10.0, 0.01]
93	[-0.46, 0.0, -0.79, 0.01, -0.02, -0.05, 1.0]	[0.15, 0.11, 0.97]	[0.22, 0.11, 0.97]	[10.57, 10.0, 0.01]
94	[-0.53, -0.12, -0.78, 0.0, -0.04, -0.04, 1.0]	[0.14, 0.11, 0.97]	[0.22, 0.11, 0.96]	[10.57, 10.0, 0.01]
95	[-0.4, -0.23, -0.89, -0.01, -0.05, -0.03, 1.0]	[0.14, 0.11, 0.97]	[0.22, 0.11, 0.96]	[10.57, 10.0, 0.01]
96	[-0.37, -0.27, -0.78, -0.03, -0.06, -0.02, 1.0]	[0.14, 0.11, 0.96]	[0.22, 0.11, 0.96]	[10.57, 10.0, 0.01]
97	[-0.36, -0.35, -0.78, -0.04, -0.06, -0.01, 1.0]	[0.14, 0.11, 0.96]	[0.22, 0.11, 0.95]	[10.57, 10.0, 0.01]
98	[-0.34, -0.29, -0.54, -0.05, -0.05, 0.0, 1.0]	[0.14, 0.11, 0.96]	[0.22, 0.11, 0.95]	[10.57, 10.0, 0.01]
99	[-0.38, -0.26, -0.51, -0.05, -0.04, 0.01, 1.0]	[0.14, 0.11, 0.96]	[0.22, 0.11, 0.95]	[10.57, 10.0, 0.01]
100	[-0.34, -0.1, -0.42, -0.05, -0.03, 0.01, 1.0]	[0.14, 0.11, 0.96]	[0.22, 0.11, 0.95]	[10.57, 10.0, 0.01]
101	[-0.25, -0.11, -0.48, -0.05, -0.04, 0.01, 1.0]	[0.14, 0.11, 0.96]	[0.22, 0.11, 0.95]	[10.57, 10.0, 0.01]
102	[-0.08, 0.0, -0.43, -0.04, -0.05, 0.0, 1.0]	[0.14, 0.11, 0.95]	[0.22, 0.11, 0.95]	[10.57, 10.0, 0.01]
103	[0.0, -0.12, -0.43, -0.03, -0.05, 0.01, 1.0]	[0.14, 0.11, 0.95]	[0.22, 0.11, 0.95]	[10.57, 10.0, 0.01]
104	[0.07, -0.05, -0.41, -0.03, -0.06, 0.01, 1.0]	[0.14, 0.11, 0.95]	[0.22, 0.11, 0.95]	[10.57, 10.0, 0.01]
105	[0.07, -0.16, -0.3, -0.03, -0.05, 0.01, 1.0]	[0.15, 0.11, 0.95]	[0.22, 0.11, 0.95]	[10.57, 10.0, 0.01]
106	[0.16, -0.23, -0.0, -0.03, -0.05, 0.02, 1.0]	[0.15, 0.1, 0.95]	[0.22, 0.11, 0.95]	[10.57, 10.0, 0.01]
107	[0.09, -0.3, 0.03, -0.03, -0.04, 0.03, 1.0]	[0.15, 0.1, 0.94]	[0.22, 0.1, 0.95]	[10.57, 10.0, 0.01]
108	[0.04, -0.23, 0.1, -0.04, -0.03, 0.03, 1.0]	[0.15, 0.1, 0.94]	[0.23, 0.1, 0.95]	[10.57, 10.0, 0.01]
109	[-0.03, -0.14, 0.01, -0.04, -0.03, 0.03, 1.0]	[0.15, 0.1, 0.94]	[0.23, 0.1, 0.95]	[10.57, 10.0, 0.01]
110	[0.04, -0.05, -0.0, -0.04, -0.02, 0.02, 1.0]	[0.15, 0.09, 0.95]	[0.23, 0.1, 0.95]	[10.57, 10.0, 0.01]
111	[-0.03, -0.09, -0.13, -0.03, -0.02, 0.02, 1.0]	[0.15, 0.09, 0.95]	[0.23, 0.1, 0.95]	[10.57, 10.0, 0.01]
112	[0.05, 0.02, -0.21, -0.03, -0.01, 0.02, 1.0]	[0.15, 0.09, 0.94]	[0.23, 0.09, 0.95]	[10.57, 10.0, 0.01]
113	[-0.06, 0.05, -0.43, -0.01, -0.01, 0.01, 1.0]	[0.15, 0.09, 0.94]	[0.23, 0.09, 0.95]	[10.57, 10.0, 0.01]
114	[-0.02, 0.13, -0.55, -0.0, -0.02, 0.0, 1.0]	[0.15, 0.09, 0.94]	[0.23, 0.09, 0.94]	[10.57, 10.0, 0.01]
115	[-0.02, 0.06, -0.46, 0.03, -0.03, 0.0, 1.0]	[0.15, 0.09, 0.93]	[0.23, 0.1, 0.94]	[10.57, 10.0, 0.01]
116	[-0.04, 0.0, -0.37, 0.04, -0.03, 0.01, -1.0]	[0.15, 0.09, 0.93]	[0.23, 0.1, 0.93]	[10.57, 10.0, 0.01]
117	[-0.03, 0.09, -0.24, 0.04, -0.03, 0.01, -1.0]	[0.15, 0.09, 0.92]	[0.23, 0.1, 0.92]	[10.57, 10.0, 0.01]
118	[-0.02, -0.06, -0.2, 0.05, -0.03, 0.02, -1.0]	[0.15, 0.1, 0.92]	[0.23, 0.1, 0.92]	[10.57, 10.0, 0.01]
119	[-0.06, -0.01, 0.16, 0.03, -0.01, 0.01, -1.0]	[0.15, 0.1, 0.91]	[0.23, 0.1, 0.92]	[10.57, 10.0, 0.01]
120	[-0.1, -0.11, 0.27, 0.02, 0.01, 0.01, -1.0]	[0.15, 0.1, 0.91]	[0.22, 0.1, 0.92]	[10.57, 10.0, 0.01]
121	[0.0, -0.06, 0.3, 0.02, 0.02, 0.01, -1.0]	[0.15, 0.1, 0.92]	[0.23, 0.1, 0.91]	[10.57, 10.0, 0.01]
122	[-0.1, -0.0, 0.29, 0.01, 0.02, 0.01, -1.0]	[0.15, 0.1, 0.92]	[0.23, 0.1, 0.88]	[10.57, 10.0, 0.01]
123	[0.11, -0.0, 0.45, 0.0, 0.03, 0.01, -1.0]	[0.15, 0.1, 0.92]	[0.23, 0.1, 0.83]	[10.57, 10.0, 0.01]
124	[-0.08, -0.1, 0.55, -0.0, 0.05, 0.01, -1.0]	[0.14, 0.1, 0.93]	[0.23, 0.1, 0.83]	[10.57, 10.0, 0.01]
125	[0.04, -0.08, 0.72, -0.01, 0.06, 0.02, -1.0]	[0.14, 0.09, 0.93]	[0.23, 0.1, 0.83]	[10.57, 10.0, 0.01]
126	[-0.13, -0.1, 0.7, -0.02, 0.07, 0.02, -1.0]	[0.14, 0.09, 0.94]	[0.23, 0.1, 0.83]	[10.57, 10.0, 0.01]
