step	action	robot0_eef_pos	cube_pos	gripper_to_cube_pos
38	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.05, 0.23, 0.86]	[0.04, 0.23, 0.85]	[0.0, -0.0, 0.01]
39	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.05, 0.23, 0.87]	[0.04, 0.23, 0.86]	[0.0, -0.0, 0.01]
40	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.05, 0.23, 0.87]	[0.04, 0.23, 0.87]	[0.0, -0.0, 0.01]
41	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.05, 0.23, 0.87]	[0.04, 0.23, 0.87]	[0.0, -0.0, 0.01]
42	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.05, 0.23, 0.87]	[0.04, 0.23, 0.87]	[0.0, -0.0, 0.01]
43	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.05, 0.23, 0.87]	[0.04, 0.23, 0.87]	[0.0, -0.0, 0.01]
44	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.05, 0.23, 0.87]	[0.04, 0.23, 0.87]	[0.0, -0.0, 0.01]
45	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.05, 0.23, 0.87]	[0.04, 0.23, 0.87]	[0.0, -0.0, 0.01]
46	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.05, 0.23, 0.87]	[0.04, 0.23, 0.87]	[0.0, -0.0, 0.01]
47	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.05, 0.23, 0.87]	[0.04, 0.23, 0.87]	[0.0, -0.0, 0.01]
48	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.05, 0.23, 0.87]	[0.04, 0.23, 0.87]	[0.0, -0.0, 0.01]
49	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.05, 0.23, 0.87]	[0.04, 0.23, 0.87]	[0.0, -0.0, 0.01]
