step	action	robot0_eef_pos	tool_pos	frame_pos	stand_pos
12	[0.19, -1.0, -0.5, -0.12, 0.08, 0.34, -1.0]	[-0.12, -0.11, 0.97]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
13	[0.25, -1.0, -0.44, -0.08, 0.07, 0.39, -1.0]	[-0.12, -0.12, 0.97]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
14	[0.09, -0.89, -0.48, -0.06, 0.07, 0.41, -1.0]	[-0.12, -0.13, 0.96]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
15	[0.27, -0.94, -0.41, -0.03, 0.07, 0.44, -1.0]	[-0.12, -0.14, 0.95]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
16	[0.04, -0.7, -0.68, -0.0, 0.05, 0.46, -1.0]	[-0.11, -0.15, 0.95]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
17	[0.32, -0.8, -0.4, 0.01, 0.05, 0.48, -1.0]	[-0.11, -0.16, 0.94]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
18	[0.18, -0.39, -0.23, -0.0, 0.06, 0.49, -1.0]	[-0.11, -0.17, 0.93]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
19	[0.35, -0.7, -0.22, -0.02, 0.05, 0.51, -1.0]	[-0.11, -0.18, 0.93]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
20	[0.17, -0.11, -0.16, -0.03, 0.05, 0.51, -1.0]	[-0.1, -0.18, 0.93]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
21	[0.36, -0.65, -0.28, -0.03, 0.05, 0.52, -1.0]	[-0.1, -0.19, 0.92]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
22	[0.39, -0.12, -0.39, -0.02, 0.05, 0.53, -1.0]	[-0.1, -0.2, 0.92]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
23	[0.4, -0.55, -0.56, -0.01, 0.05, 0.53, -1.0]	[-0.09, -0.2, 0.92]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
24	[0.16, -0.0, -0.51, 0.01, 0.06, 0.53, -1.0]	[-0.09, -0.21, 0.91]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
25	[0.41, -0.38, -0.36, 0.01, 0.06, 0.52, -1.0]	[-0.08, -0.21, 0.9]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
26	[0.37, 0.15, -0.13, 0.01, 0.06, 0.51, -1.0]	[-0.08, -0.21, 0.9]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
27	[0.45, -0.25, -0.05, -0.0, 0.06, 0.5, -1.0]	[-0.08, -0.21, 0.89]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
28	[0.26, 0.07, 0.01, -0.01, 0.06, 0.48, -1.0]	[-0.07, -0.22, 0.89]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
29	[0.09, -0.26, -0.1, -0.01, 0.05, 0.45, -1.0]	[-0.07, -0.22, 0.89]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
30	[-0.12, -0.06, -0.32, 0.0, 0.04, 0.4, -1.0]	[-0.07, -0.22, 0.89]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
31	[-0.08, -0.27, -0.39, 0.01, 0.03, 0.36, -1.0]	[-0.06, -0.22, 0.89]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
32	[-0.08, -0.07, -0.44, 0.02, 0.03, 0.32, -1.0]	[-0.06, -0.23, 0.88]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
33	[0.01, -0.26, -0.35, 0.03, 0.03, 0.29, -1.0]	[-0.06, -0.23, 0.88]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
34	[0.05, -0.14, -0.28, 0.03, 0.03, 0.27, -1.0]	[-0.06, -0.23, 0.87]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
35	[-0.01, -0.32, -0.2, 0.03, 0.02, 0.24, -1.0]	[-0.06, -0.23, 0.87]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
36	[-0.03, -0.17, -0.24, 0.03, 0.02, 0.21, -1.0]	[-0.06, -0.23, 0.87]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
37	[-0.13, -0.3, -0.33, 0.03, 0.02, 0.19, -1.0]	[-0.06, -0.24, 0.86]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
38	[-0.16, -0.24, -0.43, 0.04, 0.02, 0.16, -1.0]	[-0.06, -0.24, 0.86]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
39	[-0.12, -0.34, -0.33, 0.04, 0.02, 0.14, -1.0]	[-0.07, -0.24, 0.86]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
40	[-0.01, -0.32, -0.37, 0.04, 0.01, 0.13, -1.0]	[-0.07, -0.25, 0.85]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
41	[-0.1, -0.34, -0.24, 0.04, 0.01, 0.11, -1.0]	[-0.07, -0.25, 0.85]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
42	[-0.03, -0.27, -0.23, 0.04, 0.01, 0.1, -1.0]	[-0.07, -0.25, 0.84]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
43	[-0.08, -0.28, -0.07, 0.03, 0.0, 0.09, -1.0]	[-0.07, -0.26, 0.84]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
44	[-0.1, -0.16, -0.08, 0.03, -0.0, 0.08, -1.0]	[-0.07, -0.26, 0.84]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
45	[-0.21, -0.25, -0.17, 0.03, -0.01, 0.06, -1.0]	[-0.07, -0.26, 0.83]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
46	[-0.19, -0.08, -0.12, 0.02, -0.01, 0.06, -1.0]	[-0.08, -0.27, 0.83]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
47	[-0.2, -0.18, -0.18, 0.02, -0.01, 0.04, -1.0]	[-0.08, -0.27, 0.83]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
48	[-0.22, -0.1, -0.27, 0.02, -0.01, 0.03, -1.0]	[-0.08, -0.27, 0.83]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
49	[-0.17, -0.14, -0.17, 0.02, -0.02, 0.03, -1.0]	[-0.08, -0.28, 0.83]	[0.02, -0.2, 0.82]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
50	[-0.2, -0.15, -0.17, 0.02, -0.02, 0.02, -1.0]	[-0.08, -0.28, 0.83]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
51	[-0.13, 0.01, -0.13, 0.02, -0.02, 0.01, -1.0]	[-0.09, -0.28, 0.82]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
52	[-0.14, -0.1, -0.09, 0.01, -0.02, 0.01, -1.0]	[-0.09, -0.28, 0.82]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
53	[-0.13, -0.0, -0.12, 0.01, -0.02, 0.01, -1.0]	[-0.09, -0.28, 0.82]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
54	[-0.12, 0.01, -0.14, 0.02, -0.02, 0.0, -1.0]	[-0.09, -0.28, 0.82]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
55	[-0.05, 0.03, -0.14, 0.02, -0.03, 0.0, -1.0]	[-0.09, -0.28, 0.82]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
56	[-0.03, 0.16, -0.14, 0.03, -0.03, 0.0, -1.0]	[-0.1, -0.28, 0.82]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
57	[0.06, 0.12, -0.06, 0.02, -0.03, 0.01, -1.0]	[-0.1, -0.28, 0.81]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
58	[-0.0, 0.07, -0.1, 0.01, -0.03, 0.01, -1.0]	[-0.1, -0.28, 0.81]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
59	[-0.05, -0.14, -0.2, 0.01, -0.03, 0.0, -1.0]	[-0.1, -0.28, 0.81]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
60	[-0.06, -0.09, -0.22, 0.02, -0.02, 0.0, -1.0]	[-0.1, -0.28, 0.81]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
61	[-0.08, -0.11, -0.15, 0.02, -0.01, -0.0, -1.0]	[-0.09, -0.28, 0.81]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
62	[-0.13, -0.02, -0.18, 0.02, -0.01, -0.0, -1.0]	[-0.09, -0.28, 0.81]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
63	[-0.15, 0.04, -0.06, 0.02, -0.02, -0.01, 1.0]	[-0.09, -0.28, 0.81]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
64	[-0.16, 0.15, -0.13, 0.02, -0.02, -0.02, 1.0]	[-0.1, -0.28, 0.81]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
65	[-0.07, 0.11, -0.17, 0.04, -0.01, -0.02, 1.0]	[-0.1, -0.28, 0.81]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
66	[-0.14, 0.12, -0.0, 0.03, -0.02, -0.02, 1.0]	[-0.1, -0.28, 0.81]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
67	[-0.1, 0.05, 0.19, 0.01, -0.03, -0.03, 1.0]	[-0.1, -0.28, 0.81]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
68	[-0.08, 0.04, -0.0, -0.0, -0.03, -0.04, 1.0]	[-0.1, -0.28, 0.81]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
69	[0.07, 0.03, 0.06, -0.01, -0.03, -0.04, 1.0]	[-0.1, -0.28, 0.81]	[0.02, -0.2, 0.81]	[-0.03, -0.25, 0.81]	[-0.08, 0.0, 0.88]
70	[0.1, 0.1, -0.09, -0.01, -0.03, -0.04, 1.0]	[-0.1, -0.28, 0.81]	[0.02, -0.2, 0.81]	[-0.04, -0.25, 0.81]	[-0.08, 0.0, 0.88]
71	[0.19, 0.1, -0.08, -0.01, -0.02, -0.03, 1.0]	[-0.1, -0.28, 0.81]	[0.02, -0.2, 0.81]	[-0.04, -0.25, 0.81]	[-0.08, 0.0, 0.88]
72	[0.17, 0.17, -0.11, -0.0, -0.02, -0.03, 1.0]	[-0.1, -0.28, 0.81]	[0.02, -0.2, 0.81]	[-0.04, -0.25, 0.81]	[-0.08, 0.0, 0.88]
73	[0.17, 0.17, -0.02, 0.0, -0.01, -0.04, 1.0]	[-0.1, -0.28, 0.81]	[0.02, -0.2, 0.81]	[-0.04, -0.25, 0.81]	[-0.08, 0.0, 0.88]
74	[0.09, 0.17, 0.02, 0.02, 0.0, -0.05, 1.0]	[-0.1, -0.28, 0.81]	[0.02, -0.2, 0.81]	[-0.04, -0.25, 0.81]	[-0.08, 0.0, 0.88]
75	[0.09, 0.24, 0.4, 0.0, 0.02, -0.07, 1.0]	[-0.1, -0.28, 0.81]	[0.02, -0.2, 0.81]	[-0.04, -0.25, 0.81]	[-0.08, 0.0, 0.88]
76	[0.05, 0.38, 0.53, -0.02, 0.01, -0.09, 1.0]	[-0.1, -0.28, 0.81]	[0.02, -0.2, 0.81]	[-0.04, -0.25, 0.81]	[-0.08, 0.0, 0.88]
77	[0.04, 0.42, 0.67, -0.04, 0.01, -0.12, 1.0]	[-0.1, -0.28, 0.82]	[0.02, -0.2, 0.81]	[-0.04, -0.25, 0.82]	[-0.08, 0.0, 0.88]
78	[0.05, 0.6, 0.82, -0.06, 0.01, -0.15, 1.0]	[-0.1, -0.28, 0.83]	[0.02, -0.2, 0.81]	[-0.04, -0.25, 0.83]	[-0.08, 0.0, 0.88]
79	[0.14, 0.61, 1.0, -0.08, 0.03, -0.18, 1.0]	[-0.1, -0.27, 0.84]	[0.02, -0.2, 0.81]	[-0.04, -0.24, 0.84]	[-0.08, 0.0, 0.88]
80	[0.15, 0.72, 1.0, -0.1, 0.04, -0.22, 1.0]	[-0.1, -0.27, 0.85]	[0.02, -0.2, 0.81]	[-0.04, -0.24, 0.85]	[-0.08, 0.0, 0.88]
81	[0.13, 0.78, 1.0, -0.12, 0.08, -0.27, 1.0]	[-0.1, -0.26, 0.86]	[0.02, -0.2, 0.81]	[-0.04, -0.24, 0.86]	[-0.08, 0.0, 0.88]
82	[0.14, 0.91, 1.0, -0.12, 0.1, -0.32, 1.0]	[-0.1, -0.26, 0.87]	[0.02, -0.2, 0.81]	[-0.04, -0.23, 0.87]	[-0.08, 0.0, 0.88]
83	[0.26, 0.89, 1.0, -0.12, 0.15, -0.36, 1.0]	[-0.11, -0.25, 0.89]	[0.02, -0.2, 0.81]	[-0.04, -0.23, 0.88]	[-0.08, 0.0, 0.88]
84	[0.23, 1.0, 1.0, -0.12, 0.17, -0.4, 1.0]	[-0.11, -0.25, 0.9]	[0.02, -0.2, 0.81]	[-0.05, -0.22, 0.9]	[-0.08, 0.0, 0.88]
85	[0.36, 0.95, 1.0, -0.13, 0.19, -0.43, 1.0]	[-0.11, -0.24, 0.91]	[0.02, -0.2, 0.81]	[-0.05, -0.22, 0.91]	[-0.08, 0.0, 0.88]
86	[0.37, 0.98, 1.0, -0.12, 0.22, -0.45, 1.0]	[-0.11, -0.23, 0.92]	[0.02, -0.2, 0.81]	[-0.05, -0.21, 0.92]	[-0.08, 0.0, 0.88]
87	[0.33, 0.96, 0.91, -0.12, 0.21, -0.46, 1.0]	[-0.11, -0.22, 0.93]	[0.02, -0.2, 0.81]	[-0.05, -0.2, 0.93]	[-0.08, 0.0, 0.88]
88	[0.27, 1.0, 0.86, -0.1, 0.2, -0.47, 1.0]	[-0.11, -0.21, 0.94]	[0.02, -0.2, 0.81]	[-0.05, -0.19, 0.94]	[-0.08, 0.0, 0.88]
89	[0.29, 0.99, 0.72, -0.07, 0.22, -0.47, 1.0]	[-0.11, -0.19, 0.95]	[0.02, -0.2, 0.81]	[-0.04, -0.18, 0.95]	[-0.08, 0.0, 0.88]
90	[0.23, 0.87, 0.56, -0.04, 0.24, -0.47, 1.0]	[-0.11, -0.18, 0.96]	[0.02, -0.2, 0.81]	[-0.04, -0.17, 0.95]	[-0.08, 0.0, 0.88]
91	[0.33, 0.83, 0.49, 0.01, 0.27, -0.45, 1.0]	[-0.11, -0.16, 0.97]	[0.02, -0.2, 0.81]	[-0.04, -0.15, 0.96]	[-0.08, 0.0, 0.88]
92	[0.22, 0.75, 0.35, 0.02, 0.26, -0.43, 1.0]	[-0.11, -0.15, 0.97]	[0.02, -0.2, 0.81]	[-0.05, -0.14, 0.96]	[-0.08, 0.0, 0.88]
93	[0.26, 0.73, 0.32, 0.03, 0.24, -0.41, 1.0]	[-0.12, -0.13, 0.98]	[0.02, -0.2, 0.81]	[-0.05, -0.13, 0.96]	[-0.08, 0.0, 0.88]
94	[0.21, 0.5, 0.27, 0.03, 0.22, -0.39, 1.0]	[-0.12, -0.12, 0.98]	[0.02, -0.2, 0.81]	[-0.05, -0.12, 0.96]	[-0.08, 0.0, 0.88]
95	[0.28, 0.62, 0.32, 0.03, 0.21, -0.36, 1.0]	[-0.11, -0.11, 0.98]	[0.02, -0.2, 0.81]	[-0.05, -0.11, 0.96]	[-0.08, 0.0, 0.88]
96	[0.29, 0.37, 0.45, 0.03, 0.23, -0.35, 1.0]	[-0.11, -0.1, 0.99]	[0.02, -0.2, 0.81]	[-0.05, -0.1, 0.97]	[-0.08, 0.0, 0.88]
97	[0.31, 0.57, 0.36, 0.03, 0.24, -0.34, 1.0]	[-0.11, -0.09, 0.99]	[0.02, -0.2, 0.81]	[-0.05, -0.1, 0.97]	[-0.08, 0.0, 0.88]
98	[0.31, 0.22, 0.46, 0.03, 0.24, -0.31, 1.0]	[-0.11, -0.08, 0.99]	[0.02, -0.2, 0.81]	[-0.04, -0.09, 0.97]	[-0.08, 0.0, 0.88]
99	[0.27, 0.5, 0.35, 0.02, 0.24, -0.3, 1.0]	[-0.11, -0.08, 1.0]	[0.02, -0.2, 0.81]	[-0.04, -0.09, 0.97]	[-0.08, 0.0, 0.88]
100	[0.19, 0.57, 0.5, 0.0, 0.25, -0.31, 1.0]	[-0.1, -0.07, 1.0]	[0.02, -0.2, 0.81]	[-0.04, -0.09, 0.98]	[-0.08, 0.0, 0.88]
101	[0.24, 0.53, 0.32, -0.01, 0.26, -0.31, 1.0]	[-0.1, -0.07, 1.01]	[0.02, -0.2, 0.81]	[-0.04, -0.08, 0.98]	[-0.08, 0.0, 0.88]
102	[0.2, 0.45, 0.36, -0.02, 0.26, -0.3, 1.0]	[-0.1, -0.06, 1.02]	[0.02, -0.2, 0.81]	[-0.04, -0.08, 0.98]	[-0.08, 0.0, 0.88]
103	[0.21, 0.65, 0.18, -0.03, 0.26, -0.3, 1.0]	[-0.1, -0.05, 1.02]	[0.02, -0.2, 0.81]	[-0.04, -0.07, 0.99]	[-0.08, 0.0, 0.88]
104	[0.04, 0.69, 0.2, -0.06, 0.24, -0.29, 1.0]	[-0.1, -0.04, 1.02]	[0.02, -0.2, 0.81]	[-0.04, -0.06, 0.99]	[-0.08, 0.0, 0.88]
105	[-0.2, 0.48, -0.13, -0.08, 0.22, -0.26, 1.0]	[-0.1, -0.04, 1.03]	[0.02, -0.2, 0.81]	[-0.04, -0.06, 0.99]	[-0.08, 0.0, 0.88]
106	[-0.43, 0.16, -0.13, -0.08, 0.2, -0.23, 1.0]	[-0.1, -0.03, 1.03]	[0.02, -0.2, 0.81]	[-0.04, -0.05, 0.99]	[-0.08, 0.0, 0.88]
107	[-0.05, 0.34, 0.13, -0.07, 0.21, -0.2, 1.0]	[-0.1, -0.02, 1.03]	[0.02, -0.2, 0.81]	[-0.04, -0.05, 0.99]	[-0.08, 0.0, 0.88]
108	[0.03, 0.32, 0.21, -0.08, 0.23, -0.17, 1.0]	[-0.1, -0.02, 1.03]	[0.02, -0.2, 0.81]	[-0.05, -0.05, 0.99]	[-0.08, 0.0, 0.88]
109	[-0.19, 0.13, 0.2, -0.09, 0.23, -0.13, 1.0]	[-0.1, -0.02, 1.03]	[0.02, -0.2, 0.81]	[-0.05, -0.04, 0.99]	[-0.08, 0.0, 0.88]
110	[-0.21, 0.34, 0.41, -0.08, 0.26, -0.12, 1.0]	[-0.1, -0.01, 1.03]	[0.02, -0.2, 0.81]	[-0.05, -0.04, 0.99]	[-0.08, 0.0, 0.88]
111	[-0.19, 0.41, 0.12, -0.08, 0.28, -0.09, 1.0]	[-0.1, -0.01, 1.04]	[0.02, -0.2, 0.81]	[-0.06, -0.04, 0.99]	[-0.08, 0.0, 0.88]
112	[-0.21, 0.46, 0.06, -0.08, 0.29, -0.07, 1.0]	[-0.1, -0.0, 1.04]	[0.02, -0.2, 0.81]	[-0.06, -0.03, 0.99]	[-0.08, 0.0, 0.88]
113	[-0.18, 0.3, 0.43, -0.08, 0.29, -0.06, 1.0]	[-0.11, 0.0, 1.04]	[0.02, -0.2, 0.81]	[-0.06, -0.03, 0.99]	[-0.08, 0.0, 0.88]
114	[-0.37, 0.25, 0.19, -0.07, 0.29, -0.06, 1.0]	[-0.11, 0.01, 1.05]	[0.02, -0.2, 0.81]	[-0.07, -0.03, 1.0]	[-0.08, 0.0, 0.88]
115	[-0.12, 0.48, 0.14, -0.09, 0.26, -0.04, 1.0]	[-0.11, 0.01, 1.05]	[0.02, -0.2, 0.81]	[-0.07, -0.02, 1.0]	[-0.08, 0.0, 0.88]
116	[0.06, 0.38, 0.21, -0.09, 0.25, -0.03, 1.0]	[-0.12, 0.01, 1.05]	[0.02, -0.2, 0.81]	[-0.08, -0.02, 1.0]	[-0.08, 0.0, 0.88]
117	[0.02, 0.25, 0.45, -0.09, 0.26, -0.03, 1.0]	[-0.12, 0.02, 1.05]	[0.02, -0.2, 0.81]	[-0.08, -0.01, 1.0]	[-0.08, 0.0, 0.88]
118	[0.23, 0.35, 0.24, -0.09, 0.26, -0.02, 1.0]	[-0.12, 0.02, 1.06]	[0.02, -0.2, 0.81]	[-0.08, -0.01, 1.01]	[-0.08, 0.0, 0.88]
119	[0.21, 0.29, 0.41, -0.09, 0.27, -0.0, 1.0]	[-0.12, 0.03, 1.06]	[0.02, -0.2, 0.81]	[-0.08, -0.01, 1.01]	[-0.08, 0.0, 0.88]
120	[0.08, 0.2, 0.48, -0.1, 0.28, 0.0, 1.0]	[-0.12, 0.03, 1.07]	[0.02, -0.2, 0.81]	[-0.08, -0.0, 1.01]	[-0.08, 0.0, 0.88]
121	[0.12, 0.28, 0.16, -0.09, 0.27, 0.0, 1.0]	[-0.12, 0.04, 1.07]	[0.02, -0.2, 0.81]	[-0.09, 0.0, 1.02]	[-0.08, 0.0, 0.88]
122	[-0.16, 0.16, 0.28, -0.1, 0.25, 0.01, 1.0]	[-0.12, 0.04, 1.08]	[0.02, -0.2, 0.81]	[-0.09, 0.0, 1.02]	[-0.08, 0.0, 0.88]
123	[-0.04, 0.17, 0.06, -0.1, 0.23, 0.01, 1.0]	[-0.12, 0.04, 1.08]	[0.02, -0.2, 0.81]	[-0.09, 0.01, 1.03]	[-0.08, 0.0, 0.88]
124	[-0.13, 0.07, 0.04, -0.09, 0.21, 0.02, 1.0]	[-0.12, 0.04, 1.08]	[0.02, -0.2, 0.81]	[-0.09, 0.01, 1.03]	[-0.08, 0.0, 0.88]
125	[-0.18, -0.11, 0.25, -0.08, 0.2, 0.02, 1.0]	[-0.12, 0.05, 1.08]	[0.02, -0.2, 0.81]	[-0.09, 0.01, 1.03]	[-0.08, 0.0, 0.88]
126	[-0.26, 0.0, 0.14, -0.07, 0.19, 0.02, 1.0]	[-0.12, 0.05, 1.09]	[0.02, -0.2, 0.81]	[-0.09, 0.01, 1.03]	[-0.08, 0.0, 0.88]
127	[-0.11, -0.01, 0.06, -0.07, 0.16, 0.02, 1.0]	[-0.12, 0.05, 1.09]	[0.02, -0.2, 0.81]	[-0.1, 0.01, 1.03]	[-0.08, 0.0, 0.88]
128	[-0.33, -0.17, 0.08, -0.06, 0.14, 0.03, 1.0]	[-0.12, 0.05, 1.09]	[0.02, -0.2, 0.81]	[-0.1, 0.01, 1.03]	[-0.08, 0.0, 0.88]
129	[0.08, 0.05, 0.16, -0.07, 0.14, 0.03, 1.0]	[-0.12, 0.04, 1.09]	[0.02, -0.2, 0.81]	[-0.1, 0.01, 1.03]	[-0.08, 0.0, 0.88]
130	[0.1, 0.04, 0.16, -0.07, 0.13, 0.03, 1.0]	[-0.12, 0.04, 1.09]	[0.02, -0.2, 0.81]	[-0.1, 0.01, 1.03]	[-0.08, 0.0, 0.88]
131	[-0.21, -0.26, 0.2, -0.07, 0.13, 0.03, 1.0]	[-0.12, 0.04, 1.09]	[0.02, -0.2, 0.81]	[-0.1, 0.01, 1.04]	[-0.08, 0.0, 0.88]
