step	action	robot0_eef_pos	cube_pos	gripper_to_cube_pos
37	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.19, 0.89]	[0.16, 0.19, 0.87]	[0.0, -0.0, 0.01]
38	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.19, 0.88]	[0.16, 0.19, 0.87]	[0.0, -0.0, 0.01]
39	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.19, 0.88]	[0.16, 0.19, 0.87]	[0.0, -0.0, 0.01]
40	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.19, 0.88]	[0.16, 0.19, 0.87]	[0.0, -0.0, 0.01]
41	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.19, 0.88]	[0.16, 0.19, 0.87]	[0.0, -0.0, 0.01]
42	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.19, 0.88]	[0.16, 0.19, 0.87]	[0.0, -0.0, 0.01]
43	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.19, 0.88]	[0.16, 0.19, 0.87]	[0.0, -0.0, 0.01]
44	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.19, 0.88]	[0.16, 0.19, 0.87]	[0.0, -0.0, 0.01]
45	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.19, 0.88]	[0.16, 0.19, 0.87]	[0.0, -0.0, 0.01]
46	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.19, 0.88]	[0.16, 0.19, 0.87]	[0.0, -0.0, 0.01]
47	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.19, 0.88]	[0.16, 0.19, 0.87]	[0.0, -0.0, 0.01]
48	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.19, 0.88]	[0.16, 0.19, 0.87]	[0.0, -0.0, 0.01]
49	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.19, 0.88]	[0.16, 0.19, 0.87]	[0.0, -0.0, 0.01]
