step	action	robot0_eef_pos	cube_pos	gripper_to_cube_pos
12	[0.42, -0.02, -0.08, 0.0, 0.0, 0.0, -1.0]	[0.14, 0.04, 0.83]	[0.17, 0.04, 0.82]	[-0.03, 0.0, 0.01]
13	[0.29, -0.01, -0.07, 0.0, 0.0, 0.0, -1.0]	[0.15, 0.04, 0.83]	[0.17, 0.04, 0.82]	[-0.02, 0.0, 0.01]
14	[0.19, -0.01, -0.07, 0.0, 0.0, 0.0, -1.0]	[0.16, 0.04, 0.83]	[0.17, 0.04, 0.82]	[-0.01, 0.0, 0.01]
15	[0.12, -0.0, -0.07, 0.0, 0.0, 0.0, -1.0]	[0.16, 0.04, 0.83]	[0.17, 0.04, 0.82]	[-0.01, 0.0, 0.01]
16	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.83]	[0.17, 0.04, 0.82]	[-0.0, 0.0, 0.01]
17	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.83]	[0.17, 0.04, 0.82]	[-0.0, 0.0, 0.01]
18	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.84]	[0.17, 0.04, 0.82]	[-0.0, -0.0, 0.01]
19	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.84]	[0.17, 0.04, 0.83]	[-0.0, 0.0, 0.01]
20	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.85]	[0.17, 0.04, 0.84]	[-0.0, 0.0, 0.01]
21	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.86]	[0.17, 0.04, 0.84]	[-0.0, 0.0, 0.01]
22	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.86]	[0.17, 0.04, 0.85]	[-0.0, 0.0, 0.01]
23	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.87]	[0.17, 0.04, 0.85]	[-0.0, 0.0, 0.01]
24	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.87]	[0.17, 0.04, 0.86]	[-0.0, 0.0, 0.01]
25	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.88]	[0.17, 0.04, 0.87]	[-0.0, 0.0, 0.01]
26	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.88]	[0.17, 0.04, 0.87]	[-0.0, 0.0, 0.01]
27	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.88]	[0.17, 0.04, 0.87]	[-0.0, 0.0, 0.01]
28	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.88]	[0.17, 0.04, 0.87]	[-0.0, 0.0, 0.01]
29	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.88]	[0.17, 0.04, 0.87]	[-0.0, 0.0, 0.01]
30	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.88]	[0.17, 0.04, 0.87]	[-0.0, 0.0, 0.01]
31	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.88]	[0.17, 0.04, 0.87]	[-0.0, 0.0, 0.01]
32	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.88]	[0.17, 0.04, 0.87]	[-0.0, 0.0, 0.01]
33	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.88]	[0.17, 0.04, 0.87]	[-0.0, 0.0, 0.01]
34	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.88]	[0.17, 0.04, 0.87]	[-0.0, 0.0, 0.01]
35	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.88]	[0.17, 0.04, 0.87]	[-0.0, 0.0, 0.01]
36	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.88]	[0.17, 0.04, 0.87]	[-0.0, 0.0, 0.01]
37	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.88]	[0.17, 0.04, 0.87]	[-0.0, 0.0, 0.01]
38	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.88]	[0.17, 0.04, 0.87]	[-0.0, 0.0, 0.01]
39	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.88]	[0.17, 0.04, 0.87]	[-0.0, 0.0, 0.01]
40	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.88]	[0.17, 0.04, 0.87]	[-0.0, 0.0, 0.01]
41	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.88]	[0.17, 0.04, 0.87]	[-0.0, 0.0, 0.01]
42	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.88]	[0.17, 0.04, 0.87]	[-0.0, 0.0, 0.01]
43	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.88]	[0.17, 0.04, 0.87]	[-0.0, 0.0, 0.01]
44	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.88]	[0.17, 0.04, 0.87]	[-0.0, 0.0, 0.01]
45	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.88]	[0.17, 0.04, 0.87]	[-0.0, 0.0, 0.01]
46	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.88]	[0.17, 0.04, 0.87]	[-0.0, 0.0, 0.01]
47	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.88]	[0.17, 0.04, 0.87]	[-0.0, 0.0, 0.01]
48	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.88]	[0.17, 0.04, 0.87]	[-0.0, 0.0, 0.01]
49	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.04, 0.88]	[0.17, 0.04, 0.87]	[-0.0, 0.0, 0.01]
