step	action	robot0_eef_pos	tool_pos	frame_pos	stand_pos
17	[0.11, -0.53, -0.73, -0.01, 0.04, 0.53, -1.0]	[-0.1, -0.17, 0.93]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
18	[-0.02, -0.48, -0.66, -0.0, 0.03, 0.53, -1.0]	[-0.1, -0.17, 0.92]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
19	[-0.02, -0.39, -0.58, 0.0, 0.02, 0.52, -1.0]	[-0.1, -0.18, 0.91]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
20	[0.07, -0.3, -0.36, -0.01, -0.0, 0.52, -1.0]	[-0.1, -0.18, 0.9]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
21	[0.15, -0.36, -0.19, -0.02, -0.01, 0.52, -1.0]	[-0.09, -0.19, 0.89]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
22	[0.33, -0.35, -0.15, -0.03, 0.0, 0.53, -1.0]	[-0.09, -0.19, 0.89]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
23	[0.19, -0.38, -0.18, -0.02, 0.02, 0.53, -1.0]	[-0.09, -0.2, 0.89]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
24	[0.08, -0.29, -0.29, -0.01, 0.04, 0.5, -1.0]	[-0.09, -0.2, 0.89]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
25	[-0.13, -0.46, -0.24, 0.0, 0.05, 0.46, -1.0]	[-0.09, -0.21, 0.88]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
26	[-0.16, -0.35, -0.34, 0.01, 0.05, 0.43, -1.0]	[-0.09, -0.21, 0.88]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
27	[-0.24, -0.47, -0.26, 0.01, 0.05, 0.38, -1.0]	[-0.09, -0.22, 0.87]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
28	[-0.29, -0.31, -0.28, 0.01, 0.04, 0.34, -1.0]	[-0.09, -0.22, 0.87]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
29	[-0.3, -0.42, -0.25, 0.01, 0.03, 0.3, -1.0]	[-0.09, -0.23, 0.87]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
30	[-0.15, -0.32, -0.34, 0.01, 0.03, 0.27, -1.0]	[-0.1, -0.23, 0.86]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
31	[-0.1, -0.41, -0.26, 0.02, 0.02, 0.25, -1.0]	[-0.1, -0.24, 0.86]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
32	[-0.02, -0.17, -0.24, 0.02, 0.03, 0.23, -1.0]	[-0.1, -0.24, 0.86]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
33	[-0.06, -0.4, -0.27, 0.02, 0.03, 0.21, -1.0]	[-0.1, -0.25, 0.85]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
34	[-0.1, -0.14, -0.31, 0.03, 0.04, 0.19, -1.0]	[-0.11, -0.25, 0.85]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
35	[-0.07, -0.39, -0.25, 0.03, 0.04, 0.17, -1.0]	[-0.11, -0.25, 0.84]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
36	[0.0, -0.09, -0.14, 0.03, 0.03, 0.16, -1.0]	[-0.11, -0.26, 0.84]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
37	[-0.08, -0.36, -0.21, 0.03, 0.03, 0.14, -1.0]	[-0.11, -0.26, 0.84]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
38	[-0.08, -0.08, -0.2, 0.03, 0.03, 0.12, -1.0]	[-0.11, -0.26, 0.84]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
39	[-0.13, -0.24, -0.28, 0.03, 0.03, 0.11, -1.0]	[-0.11, -0.27, 0.83]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
40	[-0.06, 0.04, -0.26, 0.04, 0.02, 0.1, -1.0]	[-0.11, -0.27, 0.83]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
41	[-0.16, -0.11, -0.27, 0.04, 0.01, 0.08, -1.0]	[-0.12, -0.27, 0.83]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
42	[-0.13, 0.13, -0.25, 0.04, 0.01, 0.07, -1.0]	[-0.12, -0.27, 0.82]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
43	[-0.18, -0.05, -0.24, 0.04, 0.01, 0.06, -1.0]	[-0.12, -0.27, 0.82]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
44	[-0.1, 0.04, -0.23, 0.04, -0.0, 0.05, -1.0]	[-0.12, -0.27, 0.82]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
45	[-0.07, -0.02, -0.06, 0.04, 0.0, 0.04, -1.0]	[-0.12, -0.27, 0.81]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
46	[0.02, 0.12, 0.0, 0.03, -0.01, 0.03, -1.0]	[-0.12, -0.27, 0.81]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
47	[-0.01, -0.03, 0.06, 0.02, -0.0, 0.03, -1.0]	[-0.12, -0.27, 0.81]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
48	[0.04, 0.05, -0.03, 0.02, -0.01, 0.02, -1.0]	[-0.13, -0.27, 0.81]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
49	[0.05, -0.04, 0.02, 0.02, -0.01, 0.02, -1.0]	[-0.13, -0.27, 0.81]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
50	[0.06, 0.03, -0.02, 0.01, -0.01, 0.02, 1.0]	[-0.13, -0.28, 0.81]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
51	[-0.01, -0.05, -0.07, 0.0, -0.01, 0.01, 1.0]	[-0.13, -0.28, 0.81]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
52	[0.02, -0.02, -0.33, 0.02, -0.0, 0.0, 1.0]	[-0.13, -0.28, 0.81]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
53	[0.06, -0.03, -0.2, 0.03, 0.01, 0.0, 1.0]	[-0.12, -0.28, 0.81]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
54	[0.02, 0.07, -0.04, 0.02, -0.0, 0.0, 1.0]	[-0.12, -0.28, 0.81]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
55	[-0.07, 0.06, 0.0, 0.02, -0.01, -0.0, 1.0]	[-0.12, -0.28, 0.81]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
56	[-0.05, 0.16, 0.02, 0.02, -0.01, -0.01, 1.0]	[-0.12, -0.28, 0.81]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
57	[0.01, 0.15, 0.11, 0.02, -0.02, -0.02, 1.0]	[-0.12, -0.28, 0.81]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
58	[0.06, 0.23, 0.07, 0.02, -0.02, -0.02, 1.0]	[-0.12, -0.28, 0.81]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.81]	[-0.08, 0.0, 0.88]
59	[0.13, 0.26, 0.11, 0.02, -0.01, -0.02, 1.0]	[-0.12, -0.27, 0.81]	[0.04, -0.22, 0.81]	[-0.06, -0.25, 0.82]	[-0.08, 0.0, 0.88]
60	[0.11, 0.41, 0.05, 0.02, -0.01, -0.03, 1.0]	[-0.12, -0.27, 0.81]	[0.04, -0.22, 0.81]	[-0.06, -0.24, 0.82]	[-0.08, 0.0, 0.88]
61	[0.15, 0.38, 0.21, 0.01, -0.01, -0.04, 1.0]	[-0.12, -0.27, 0.82]	[0.04, -0.22, 0.81]	[-0.06, -0.24, 0.82]	[-0.08, 0.0, 0.88]
62	[0.19, 0.48, 0.31, 0.01, -0.01, -0.05, 1.0]	[-0.12, -0.26, 0.82]	[0.04, -0.22, 0.81]	[-0.06, -0.24, 0.82]	[-0.08, 0.0, 0.88]
63	[0.28, 0.45, 0.55, -0.01, 0.0, -0.06, 1.0]	[-0.12, -0.26, 0.82]	[0.04, -0.22, 0.81]	[-0.05, -0.23, 0.82]	[-0.08, 0.0, 0.88]
64	[0.33, 0.52, 0.72, -0.03, 0.01, -0.07, 1.0]	[-0.11, -0.26, 0.83]	[0.04, -0.22, 0.81]	[-0.05, -0.23, 0.83]	[-0.08, 0.0, 0.88]
65	[0.3, 0.52, 0.87, -0.05, 0.02, -0.1, 1.0]	[-0.11, -0.25, 0.83]	[0.04, -0.22, 0.81]	[-0.05, -0.22, 0.84]	[-0.08, 0.0, 0.88]
66	[0.26, 0.66, 0.95, -0.07, 0.03, -0.14, 1.0]	[-0.11, -0.25, 0.84]	[0.04, -0.22, 0.81]	[-0.05, -0.22, 0.85]	[-0.08, 0.0, 0.88]
67	[0.28, 0.68, 1.0, -0.09, 0.04, -0.17, 1.0]	[-0.11, -0.24, 0.85]	[0.04, -0.22, 0.81]	[-0.05, -0.22, 0.86]	[-0.08, 0.0, 0.88]
68	[0.29, 0.83, 1.0, -0.11, 0.05, -0.21, 1.0]	[-0.11, -0.24, 0.87]	[0.04, -0.22, 0.81]	[-0.05, -0.21, 0.87]	[-0.08, 0.0, 0.88]
69	[0.3, 0.85, 1.0, -0.12, 0.06, -0.24, 1.0]	[-0.11, -0.23, 0.88]	[0.04, -0.22, 0.81]	[-0.05, -0.21, 0.88]	[-0.08, 0.0, 0.88]
70	[0.28, 0.9, 0.89, -0.13, 0.08, -0.28, 1.0]	[-0.11, -0.23, 0.89]	[0.04, -0.22, 0.81]	[-0.04, -0.2, 0.9]	[-0.08, 0.0, 0.88]
71	[0.3, 0.87, 0.78, -0.13, 0.07, -0.29, 1.0]	[-0.11, -0.22, 0.91]	[0.04, -0.22, 0.81]	[-0.04, -0.2, 0.91]	[-0.08, 0.0, 0.88]
72	[0.33, 0.9, 0.76, -0.13, 0.09, -0.31, 1.0]	[-0.11, -0.21, 0.92]	[0.04, -0.22, 0.81]	[-0.04, -0.19, 0.92]	[-0.08, 0.0, 0.88]
73	[0.19, 0.89, 0.64, -0.11, 0.1, -0.32, 1.0]	[-0.1, -0.2, 0.93]	[0.04, -0.22, 0.81]	[-0.04, -0.18, 0.93]	[-0.08, 0.0, 0.88]
74	[0.16, 0.85, 0.49, -0.09, 0.12, -0.33, 1.0]	[-0.1, -0.19, 0.94]	[0.04, -0.22, 0.81]	[-0.04, -0.17, 0.93]	[-0.08, 0.0, 0.88]
75	[0.25, 0.86, 0.56, -0.06, 0.15, -0.33, 1.0]	[-0.1, -0.18, 0.94]	[0.04, -0.22, 0.81]	[-0.04, -0.16, 0.94]	[-0.08, 0.0, 0.88]
76	[0.16, 0.73, 0.31, -0.05, 0.13, -0.32, 1.0]	[-0.1, -0.17, 0.95]	[0.04, -0.22, 0.81]	[-0.03, -0.15, 0.95]	[-0.08, 0.0, 0.88]
77	[0.29, 0.79, 0.41, -0.04, 0.13, -0.31, 1.0]	[-0.1, -0.15, 0.95]	[0.04, -0.22, 0.81]	[-0.03, -0.14, 0.95]	[-0.08, 0.0, 0.88]
78	[0.31, 0.58, 0.39, -0.02, 0.15, -0.3, 1.0]	[-0.1, -0.14, 0.96]	[0.04, -0.22, 0.81]	[-0.03, -0.13, 0.95]	[-0.08, 0.0, 0.88]
79	[0.31, 0.69, 0.32, 0.01, 0.16, -0.29, 1.0]	[-0.1, -0.13, 0.96]	[0.04, -0.22, 0.81]	[-0.03, -0.12, 0.95]	[-0.08, 0.0, 0.88]
80	[0.23, 0.57, 0.25, 0.02, 0.15, -0.28, 1.0]	[-0.1, -0.12, 0.96]	[0.04, -0.22, 0.81]	[-0.03, -0.11, 0.96]	[-0.08, 0.0, 0.88]
81	[0.06, 0.87, 0.38, 0.02, 0.16, -0.29, 1.0]	[-0.1, -0.11, 0.96]	[0.04, -0.22, 0.81]	[-0.03, -0.1, 0.96]	[-0.08, 0.0, 0.88]
82	[-0.1, 0.56, 0.26, 0.02, 0.17, -0.3, 1.0]	[-0.1, -0.1, 0.97]	[0.04, -0.22, 0.81]	[-0.03, -0.09, 0.96]	[-0.08, 0.0, 0.88]
83	[0.13, 0.79, 0.45, 0.02, 0.19, -0.31, 1.0]	[-0.1, -0.09, 0.97]	[0.04, -0.22, 0.81]	[-0.03, -0.08, 0.96]	[-0.08, 0.0, 0.88]
84	[0.19, 0.47, 0.39, 0.01, 0.21, -0.32, 1.0]	[-0.1, -0.08, 0.97]	[0.04, -0.22, 0.81]	[-0.03, -0.07, 0.96]	[-0.08, 0.0, 0.88]
85	[0.33, 0.71, 0.49, -0.0, 0.24, -0.32, 1.0]	[-0.1, -0.07, 0.98]	[0.04, -0.22, 0.81]	[-0.03, -0.07, 0.97]	[-0.08, 0.0, 0.88]
86	[0.45, 0.44, 0.43, -0.03, 0.27, -0.33, 1.0]	[-0.1, -0.06, 0.98]	[0.04, -0.22, 0.81]	[-0.03, -0.06, 0.97]	[-0.08, 0.0, 0.88]
87	[0.3, 0.83, 0.12, -0.05, 0.26, -0.34, 1.0]	[-0.1, -0.05, 0.99]	[0.04, -0.22, 0.81]	[-0.03, -0.06, 0.97]	[-0.08, 0.0, 0.88]
88	[0.09, 0.19, -0.11, -0.07, 0.23, -0.33, 1.0]	[-0.1, -0.04, 0.99]	[0.04, -0.22, 0.81]	[-0.03, -0.05, 0.97]	[-0.08, 0.0, 0.88]
89	[0.02, 0.33, -0.04, -0.1, 0.19, -0.28, 1.0]	[-0.09, -0.04, 0.99]	[0.04, -0.22, 0.81]	[-0.03, -0.05, 0.97]	[-0.08, 0.0, 0.88]
90	[0.39, 0.16, 0.5, -0.13, 0.19, -0.24, 1.0]	[-0.09, -0.03, 0.99]	[0.04, -0.22, 0.81]	[-0.03, -0.04, 0.97]	[-0.08, 0.0, 0.88]
91	[0.44, 0.77, 0.65, -0.14, 0.23, -0.25, 1.0]	[-0.09, -0.03, 1.0]	[0.04, -0.22, 0.81]	[-0.03, -0.04, 0.97]	[-0.08, 0.0, 0.88]
92	[0.23, -0.11, 0.55, -0.13, 0.24, -0.23, 1.0]	[-0.09, -0.02, 1.0]	[0.04, -0.22, 0.81]	[-0.02, -0.04, 0.98]	[-0.08, 0.0, 0.88]
93	[0.31, 0.21, 0.48, -0.12, 0.27, -0.21, 1.0]	[-0.08, -0.02, 1.01]	[0.04, -0.22, 0.81]	[-0.02, -0.04, 0.98]	[-0.08, 0.0, 0.88]
94	[0.23, -0.16, 0.46, -0.1, 0.3, -0.19, 1.0]	[-0.08, -0.02, 1.02]	[0.04, -0.22, 0.81]	[-0.02, -0.04, 0.99]	[-0.08, 0.0, 0.88]
95	[0.33, 0.15, 0.43, -0.08, 0.33, -0.18, 1.0]	[-0.08, -0.02, 1.02]	[0.04, -0.22, 0.81]	[-0.02, -0.04, 0.99]	[-0.08, 0.0, 0.88]
96	[0.07, 0.03, 0.24, -0.09, 0.35, -0.17, 1.0]	[-0.08, -0.02, 1.03]	[0.04, -0.22, 0.81]	[-0.02, -0.04, 1.0]	[-0.08, 0.0, 0.88]
97	[0.15, 0.39, 0.27, -0.08, 0.37, -0.16, 1.0]	[-0.08, -0.01, 1.03]	[0.04, -0.22, 0.81]	[-0.02, -0.04, 1.0]	[-0.08, 0.0, 0.88]
98	[-0.24, 0.23, 0.25, -0.09, 0.37, -0.14, 1.0]	[-0.08, -0.01, 1.04]	[0.04, -0.22, 0.81]	[-0.02, -0.04, 1.0]	[-0.08, 0.0, 0.88]
99	[-0.19, 0.57, 0.19, -0.1, 0.33, -0.12, 1.0]	[-0.08, -0.01, 1.04]	[0.04, -0.22, 0.81]	[-0.02, -0.03, 1.0]	[-0.08, 0.0, 0.88]
100	[-0.31, 0.26, 0.3, -0.11, 0.33, -0.11, 1.0]	[-0.08, -0.0, 1.04]	[0.04, -0.22, 0.81]	[-0.03, -0.03, 1.0]	[-0.08, 0.0, 0.88]
101	[-0.09, 0.45, 0.24, -0.11, 0.3, -0.09, 1.0]	[-0.08, 0.0, 1.05]	[0.04, -0.22, 0.81]	[-0.03, -0.03, 1.01]	[-0.08, 0.0, 0.88]
102	[-0.14, 0.14, 0.23, -0.1, 0.29, -0.07, 1.0]	[-0.08, 0.01, 1.05]	[0.04, -0.22, 0.81]	[-0.04, -0.02, 1.01]	[-0.08, 0.0, 0.88]
103	[0.04, 0.3, 0.05, -0.08, 0.29, -0.06, 1.0]	[-0.09, 0.01, 1.05]	[0.04, -0.22, 0.81]	[-0.04, -0.02, 1.01]	[-0.08, 0.0, 0.88]
104	[-0.28, 0.13, 0.04, -0.08, 0.27, -0.05, 1.0]	[-0.09, 0.01, 1.06]	[0.04, -0.22, 0.81]	[-0.04, -0.02, 1.01]	[-0.08, 0.0, 0.88]
105	[-0.14, 0.45, -0.09, -0.08, 0.24, -0.04, 1.0]	[-0.09, 0.02, 1.06]	[0.04, -0.22, 0.81]	[-0.04, -0.01, 1.01]	[-0.08, 0.0, 0.88]
106	[-0.29, 0.18, 0.06, -0.07, 0.23, -0.04, 1.0]	[-0.09, 0.02, 1.06]	[0.04, -0.22, 0.81]	[-0.05, -0.01, 1.01]	[-0.08, 0.0, 0.88]
107	[-0.04, 0.44, 0.03, -0.07, 0.21, -0.04, 1.0]	[-0.09, 0.02, 1.06]	[0.04, -0.22, 0.81]	[-0.05, -0.01, 1.01]	[-0.08, 0.0, 0.88]
108	[-0.34, 0.12, 0.27, -0.08, 0.19, -0.03, 1.0]	[-0.09, 0.03, 1.06]	[0.04, -0.22, 0.81]	[-0.05, -0.0, 1.01]	[-0.08, 0.0, 0.88]
109	[0.11, 0.5, 0.24, -0.09, 0.19, -0.03, 1.0]	[-0.09, 0.03, 1.06]	[0.04, -0.22, 0.81]	[-0.06, -0.0, 1.01]	[-0.08, 0.0, 0.88]
110	[-0.08, 0.1, 0.35, -0.1, 0.19, -0.03, 1.0]	[-0.09, 0.04, 1.06]	[0.04, -0.22, 0.81]	[-0.06, 0.0, 1.01]	[-0.08, 0.0, 0.88]
111	[0.08, 0.39, 0.22, -0.11, 0.18, -0.03, 1.0]	[-0.09, 0.04, 1.07]	[0.04, -0.22, 0.81]	[-0.06, 0.01, 1.02]	[-0.08, 0.0, 0.88]
112	[-0.17, 0.02, 0.2, -0.11, 0.18, -0.03, 1.0]	[-0.09, 0.04, 1.07]	[0.04, -0.22, 0.81]	[-0.06, 0.01, 1.02]	[-0.08, 0.0, 0.88]
113	[0.07, 0.3, 0.1, -0.11, 0.17, -0.03, 1.0]	[-0.09, 0.05, 1.07]	[0.04, -0.22, 0.81]	[-0.06, 0.01, 1.02]	[-0.08, 0.0, 0.88]
114	[-0.16, -0.18, 0.1, -0.11, 0.17, -0.02, 1.0]	[-0.09, 0.05, 1.07]	[0.04, -0.22, 0.81]	[-0.06, 0.01, 1.02]	[-0.08, 0.0, 0.88]
115	[-0.1, 0.18, 0.07, -0.11, 0.14, -0.02, 1.0]	[-0.1, 0.05, 1.08]	[0.04, -0.22, 0.81]	[-0.07, 0.01, 1.02]	[-0.08, 0.0, 0.88]
116	[-0.13, -0.16, 0.08, -0.09, 0.14, -0.02, 1.0]	[-0.1, 0.05, 1.08]	[0.04, -0.22, 0.81]	[-0.07, 0.01, 1.03]	[-0.08, 0.0, 0.88]
117	[0.04, 0.0, 0.07, -0.08, 0.13, -0.02, 1.0]	[-0.1, 0.05, 1.08]	[0.04, -0.22, 0.81]	[-0.07, 0.01, 1.03]	[-0.08, 0.0, 0.88]
118	[-0.11, -0.37, 0.08, -0.07, 0.12, -0.02, 1.0]	[-0.1, 0.05, 1.08]	[0.04, -0.22, 0.81]	[-0.07, 0.01, 1.03]	[-0.08, 0.0, 0.88]
119	[0.05, 0.04, 0.13, -0.06, 0.11, -0.01, 1.0]	[-0.1, 0.05, 1.08]	[0.04, -0.22, 0.81]	[-0.07, 0.01, 1.03]	[-0.08, 0.0, 0.88]
120	[-0.1, -0.2, 0.23, -0.06, 0.1, -0.0, 1.0]	[-0.1, 0.05, 1.08]	[0.04, -0.22, 0.81]	[-0.07, 0.01, 1.03]	[-0.08, 0.0, 0.88]
121	[-0.01, 0.03, 0.12, -0.06, 0.1, -0.0, 1.0]	[-0.1, 0.04, 1.08]	[0.04, -0.22, 0.81]	[-0.07, 0.0, 1.03]	[-0.08, 0.0, 0.88]
122	[-0.15, -0.38, 0.08, -0.06, 0.09, 0.0, 1.0]	[-0.1, 0.04, 1.08]	[0.04, -0.22, 0.81]	[-0.07, 0.0, 1.03]	[-0.08, 0.0, 0.88]
123	[-0.05, -0.12, 0.02, -0.05, 0.09, -0.0, 1.0]	[-0.1, 0.04, 1.09]	[0.04, -0.22, 0.81]	[-0.08, -0.0, 1.03]	[-0.08, 0.0, 0.88]
124	[-0.18, -0.36, -0.07, -0.04, 0.08, 0.0, 1.0]	[-0.1, 0.04, 1.09]	[0.04, -0.22, 0.81]	[-0.08, -0.0, 1.03]	[-0.08, 0.0, 0.88]
125	[-0.17, -0.11, -0.13, -0.03, 0.07, 0.0, 1.0]	[-0.1, 0.04, 1.09]	[0.04, -0.22, 0.81]	[-0.08, -0.01, 1.03]	[-0.08, 0.0, 0.88]
126	[-0.36, -0.26, -0.24, -0.03, 0.06, 0.01, 1.0]	[-0.1, 0.03, 1.08]	[0.04, -0.22, 0.81]	[-0.08, -0.01, 1.03]	[-0.08, 0.0, 0.88]
127	[-0.25, -0.16, -0.16, -0.02, 0.05, 0.01, 1.0]	[-0.1, 0.03, 1.08]	[0.04, -0.22, 0.81]	[-0.08, -0.01, 1.03]	[-0.08, 0.0, 0.88]
128	[-0.33, -0.33, -0.07, -0.0, 0.04, 0.01, 1.0]	[-0.11, 0.03, 1.08]	[0.04, -0.22, 0.81]	[-0.09, -0.01, 1.03]	[-0.08, 0.0, 0.88]
129	[-0.13, -0.13, 0.05, 0.01, 0.04, 0.01, 1.0]	[-0.11, 0.03, 1.08]	[0.04, -0.22, 0.81]	[-0.09, -0.02, 1.02]	[-0.08, 0.0, 0.88]
130	[0.03, -0.07, 0.1, 0.02, 0.04, 0.01, 1.0]	[-0.11, 0.02, 1.08]	[0.04, -0.22, 0.81]	[-0.09, -0.02, 1.02]	[-0.08, 0.0, 0.88]
131	[-0.06, 0.03, 0.17, 0.02, 0.05, 0.02, 1.0]	[-0.11, 0.02, 1.08]	[0.04, -0.22, 0.81]	[-0.09, -0.02, 1.02]	[-0.08, 0.0, 0.88]
