step	action	robot0_eef_pos	tool_pos	frame_pos	stand_pos
20	[0.1, -0.18, -0.56, -0.0, 0.08, 0.44, -1.0]	[-0.11, -0.17, 0.92]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
21	[-0.39, -0.44, -0.26, 0.01, 0.08, 0.42, -1.0]	[-0.11, -0.17, 0.91]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
22	[-0.07, -0.07, -0.26, 0.01, 0.08, 0.41, -1.0]	[-0.11, -0.17, 0.91]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
23	[-0.51, -0.68, -0.11, 0.01, 0.09, 0.4, -1.0]	[-0.11, -0.18, 0.91]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
24	[-0.03, -0.03, 0.04, -0.01, 0.09, 0.4, -1.0]	[-0.11, -0.18, 0.9]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
25	[-0.14, -0.52, 0.1, -0.02, 0.1, 0.4, -1.0]	[-0.12, -0.18, 0.9]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
26	[0.26, -0.02, 0.11, -0.02, 0.11, 0.4, -1.0]	[-0.12, -0.19, 0.9]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
27	[0.06, -0.42, -0.06, -0.02, 0.12, 0.39, -1.0]	[-0.12, -0.19, 0.9]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
28	[0.25, 0.04, -0.01, -0.02, 0.12, 0.38, -1.0]	[-0.12, -0.2, 0.9]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
29	[-0.0, -0.32, -0.16, -0.02, 0.11, 0.36, -1.0]	[-0.12, -0.2, 0.9]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
30	[-0.0, 0.09, -0.1, -0.01, 0.1, 0.33, -1.0]	[-0.12, -0.2, 0.9]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
31	[-0.25, -0.43, -0.27, -0.01, 0.09, 0.29, -1.0]	[-0.12, -0.21, 0.9]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
32	[-0.01, 0.03, -0.22, -0.0, 0.07, 0.26, -1.0]	[-0.12, -0.21, 0.9]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
33	[-0.06, -0.21, -0.25, 0.01, 0.06, 0.24, -1.0]	[-0.12, -0.21, 0.9]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
34	[0.18, 0.02, -0.24, 0.01, 0.04, 0.22, -1.0]	[-0.12, -0.21, 0.89]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
35	[0.31, -0.09, -0.26, 0.01, 0.04, 0.2, -1.0]	[-0.12, -0.21, 0.89]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
36	[0.48, 0.15, -0.17, 0.01, 0.04, 0.19, -1.0]	[-0.11, -0.21, 0.89]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
37	[0.5, 0.14, -0.17, 0.0, 0.03, 0.17, -1.0]	[-0.11, -0.21, 0.88]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
38	[0.36, 0.23, -0.24, 0.0, 0.03, 0.15, -1.0]	[-0.11, -0.21, 0.88]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
39	[0.25, 0.27, -0.34, 0.01, 0.02, 0.12, -1.0]	[-0.1, -0.21, 0.88]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
40	[0.21, 0.23, -0.41, 0.01, 0.01, 0.1, -1.0]	[-0.1, -0.21, 0.87]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
41	[0.18, 0.15, -0.39, 0.02, 0.01, 0.09, -1.0]	[-0.09, -0.2, 0.87]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
42	[0.11, 0.06, -0.38, 0.03, 0.01, 0.07, -1.0]	[-0.09, -0.2, 0.86]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
43	[-0.01, -0.07, -0.25, 0.04, 0.01, 0.06, -1.0]	[-0.09, -0.2, 0.86]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
44	[0.09, -0.07, -0.16, 0.04, 0.0, 0.06, -1.0]	[-0.09, -0.2, 0.85]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
45	[0.0, -0.21, -0.14, 0.04, 0.0, 0.05, -1.0]	[-0.09, -0.2, 0.85]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
46	[0.08, -0.16, -0.14, 0.04, 0.01, 0.05, -1.0]	[-0.09, -0.2, 0.85]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
47	[-0.06, -0.24, -0.2, 0.04, 0.01, 0.05, -1.0]	[-0.08, -0.2, 0.85]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
48	[-0.08, -0.22, -0.12, 0.04, 0.01, 0.05, -1.0]	[-0.08, -0.2, 0.84]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
49	[-0.15, -0.23, -0.14, 0.03, 0.0, 0.04, -1.0]	[-0.09, -0.2, 0.84]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
50	[-0.07, -0.16, -0.16, 0.03, -0.0, 0.03, -1.0]	[-0.09, -0.21, 0.84]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
51	[-0.09, -0.21, -0.25, 0.03, -0.01, 0.03, -1.0]	[-0.09, -0.21, 0.84]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
52	[-0.02, -0.16, -0.25, 0.03, -0.01, 0.03, -1.0]	[-0.09, -0.21, 0.84]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
53	[-0.1, -0.19, -0.19, 0.03, -0.01, 0.02, -1.0]	[-0.09, -0.21, 0.83]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
54	[-0.14, -0.15, -0.14, 0.02, -0.01, 0.01, -1.0]	[-0.09, -0.22, 0.83]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
55	[-0.07, -0.2, -0.08, 0.02, -0.02, 0.01, -1.0]	[-0.09, -0.22, 0.83]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
56	[-0.09, -0.15, -0.04, 0.01, -0.02, 0.01, -1.0]	[-0.09, -0.22, 0.83]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
57	[-0.03, -0.1, -0.06, 0.01, -0.02, 0.01, -1.0]	[-0.09, -0.22, 0.83]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
58	[-0.1, -0.11, -0.13, 0.01, -0.02, 0.01, -1.0]	[-0.09, -0.23, 0.82]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
59	[-0.12, -0.16, -0.3, 0.01, -0.02, 0.0, -1.0]	[-0.09, -0.23, 0.82]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
60	[-0.08, -0.06, -0.25, 0.01, -0.02, 0.0, -1.0]	[-0.1, -0.23, 0.82]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
61	[-0.13, -0.2, -0.42, 0.01, -0.02, -0.0, -1.0]	[-0.1, -0.23, 0.82]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
62	[-0.08, -0.04, -0.2, 0.02, -0.02, -0.0, -1.0]	[-0.1, -0.23, 0.81]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
63	[-0.05, -0.14, -0.14, 0.01, -0.02, -0.01, -1.0]	[-0.1, -0.23, 0.81]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
64	[-0.04, -0.03, -0.03, 0.0, -0.01, -0.01, -1.0]	[-0.1, -0.24, 0.81]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
65	[-0.06, -0.05, 0.01, 0.0, -0.01, -0.01, -1.0]	[-0.1, -0.24, 0.81]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
66	[-0.07, -0.03, -0.01, 0.0, -0.01, -0.01, -1.0]	[-0.1, -0.24, 0.81]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
67	[-0.09, -0.06, -0.12, 0.0, -0.01, -0.01, -1.0]	[-0.1, -0.24, 0.81]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
68	[-0.08, 0.04, -0.01, 0.0, -0.01, -0.01, -1.0]	[-0.1, -0.24, 0.81]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
69	[-0.05, 0.01, -0.14, 0.0, -0.01, -0.02, 1.0]	[-0.1, -0.24, 0.81]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
70	[0.01, 0.07, -0.07, -0.0, -0.01, -0.02, 1.0]	[-0.1, -0.24, 0.81]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
71	[-0.01, 0.09, -0.16, 0.01, -0.0, -0.02, 1.0]	[-0.1, -0.24, 0.81]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
72	[-0.05, 0.12, -0.1, 0.01, -0.0, -0.02, 1.0]	[-0.1, -0.24, 0.81]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
73	[-0.11, 0.05, -0.17, 0.01, -0.01, -0.02, 1.0]	[-0.09, -0.24, 0.81]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
74	[-0.06, 0.08, -0.09, 0.02, -0.01, -0.02, 1.0]	[-0.09, -0.24, 0.81]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
75	[0.02, -0.01, 0.05, 0.01, -0.01, -0.02, 1.0]	[-0.09, -0.24, 0.81]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
76	[0.05, 0.02, 0.04, 0.01, -0.01, -0.01, 1.0]	[-0.09, -0.24, 0.81]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
77	[0.1, -0.08, 0.11, 0.0, -0.0, -0.01, 1.0]	[-0.09, -0.24, 0.81]	[0.05, -0.22, 0.81]	[-0.04, -0.23, 0.81]	[-0.08, 0.0, 0.88]
78	[-0.0, 0.01, -0.01, 0.0, -0.0, -0.0, 1.0]	[-0.09, -0.24, 0.81]	[0.05, -0.22, 0.81]	[-0.04, -0.23, 0.81]	[-0.08, 0.0, 0.88]
79	[-0.04, 0.06, 0.01, 0.0, -0.0, -0.01, 1.0]	[-0.09, -0.24, 0.81]	[0.05, -0.22, 0.81]	[-0.03, -0.23, 0.81]	[-0.08, 0.0, 0.88]
80	[-0.02, 0.1, 0.05, -0.0, -0.0, -0.01, 1.0]	[-0.09, -0.24, 0.81]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
81	[0.12, 0.07, 0.12, -0.0, -0.0, -0.01, 1.0]	[-0.09, -0.24, 0.81]	[0.05, -0.22, 0.81]	[-0.04, -0.22, 0.81]	[-0.08, 0.0, 0.88]
82	[0.07, 0.19, 0.19, -0.0, 0.0, -0.01, 1.0]	[-0.09, -0.24, 0.81]	[0.05, -0.22, 0.81]	[-0.03, -0.22, 0.82]	[-0.08, 0.0, 0.88]
83	[0.16, 0.19, 0.34, -0.01, 0.01, -0.02, 1.0]	[-0.09, -0.24, 0.82]	[0.05, -0.22, 0.81]	[-0.03, -0.22, 0.82]	[-0.08, 0.0, 0.88]
84	[0.12, 0.31, 0.38, -0.02, 0.01, -0.02, 1.0]	[-0.09, -0.24, 0.82]	[0.05, -0.22, 0.81]	[-0.03, -0.22, 0.82]	[-0.08, 0.0, 0.88]
85	[0.19, 0.23, 0.54, -0.03, 0.02, -0.03, 1.0]	[-0.09, -0.23, 0.82]	[0.05, -0.22, 0.81]	[-0.03, -0.22, 0.83]	[-0.08, 0.0, 0.88]
86	[0.19, 0.4, 0.69, -0.04, 0.03, -0.04, 1.0]	[-0.09, -0.23, 0.83]	[0.05, -0.22, 0.81]	[-0.03, -0.22, 0.83]	[-0.08, 0.0, 0.88]
87	[0.37, 0.38, 0.83, -0.05, 0.04, -0.05, 1.0]	[-0.09, -0.23, 0.84]	[0.05, -0.22, 0.81]	[-0.03, -0.21, 0.84]	[-0.08, 0.0, 0.88]
88	[0.3, 0.49, 0.88, -0.06, 0.05, -0.06, 1.0]	[-0.09, -0.23, 0.85]	[0.05, -0.22, 0.81]	[-0.03, -0.21, 0.85]	[-0.08, 0.0, 0.88]
89	[0.32, 0.47, 0.85, -0.07, 0.06, -0.08, 1.0]	[-0.08, -0.22, 0.86]	[0.05, -0.22, 0.81]	[-0.03, -0.21, 0.86]	[-0.08, 0.0, 0.88]
90	[0.25, 0.62, 0.83, -0.09, 0.06, -0.1, 1.0]	[-0.08, -0.22, 0.87]	[0.05, -0.22, 0.81]	[-0.02, -0.21, 0.87]	[-0.08, 0.0, 0.88]
91	[0.37, 0.56, 0.81, -0.09, 0.07, -0.12, 1.0]	[-0.08, -0.22, 0.88]	[0.05, -0.22, 0.81]	[-0.02, -0.2, 0.88]	[-0.08, 0.0, 0.88]
92	[0.48, 0.55, 0.73, -0.08, 0.09, -0.12, 1.0]	[-0.08, -0.21, 0.89]	[0.05, -0.22, 0.81]	[-0.02, -0.2, 0.89]	[-0.08, 0.0, 0.88]
93	[0.52, 0.44, 0.63, -0.08, 0.1, -0.13, 1.0]	[-0.07, -0.2, 0.9]	[0.05, -0.22, 0.81]	[-0.01, -0.19, 0.9]	[-0.08, 0.0, 0.88]
94	[0.47, 0.56, 0.54, -0.07, 0.11, -0.14, 1.0]	[-0.07, -0.2, 0.91]	[0.05, -0.22, 0.81]	[-0.01, -0.18, 0.91]	[-0.08, 0.0, 0.88]
95	[0.42, 0.51, 0.45, -0.07, 0.11, -0.15, 1.0]	[-0.06, -0.19, 0.92]	[0.05, -0.22, 0.81]	[-0.01, -0.18, 0.92]	[-0.08, 0.0, 0.88]
96	[0.44, 0.6, 0.37, -0.07, 0.1, -0.15, 1.0]	[-0.06, -0.18, 0.92]	[0.05, -0.22, 0.81]	[-0.0, -0.17, 0.92]	[-0.08, 0.0, 0.88]
97	[0.39, 0.49, 0.32, -0.07, 0.1, -0.16, 1.0]	[-0.06, -0.17, 0.93]	[0.05, -0.22, 0.81]	[0.0, -0.16, 0.92]	[-0.08, 0.0, 0.88]
98	[0.16, 0.74, 0.29, -0.06, 0.09, -0.18, 1.0]	[-0.05, -0.17, 0.93]	[0.05, -0.22, 0.81]	[0.01, -0.16, 0.93]	[-0.08, 0.0, 0.88]
99	[0.1, 0.58, 0.33, -0.06, 0.08, -0.19, 1.0]	[-0.05, -0.16, 0.94]	[0.05, -0.22, 0.81]	[0.01, -0.15, 0.93]	[-0.08, 0.0, 0.88]
100	[0.06, 0.86, 0.42, -0.05, 0.08, -0.21, 1.0]	[-0.05, -0.15, 0.94]	[0.05, -0.22, 0.81]	[0.01, -0.14, 0.93]	[-0.08, 0.0, 0.88]
101	[0.04, 0.6, 0.33, -0.06, 0.07, -0.21, 1.0]	[-0.04, -0.14, 0.94]	[0.05, -0.22, 0.81]	[0.01, -0.13, 0.94]	[-0.08, 0.0, 0.88]
102	[0.06, 0.84, 0.39, -0.08, 0.07, -0.21, 1.0]	[-0.04, -0.13, 0.95]	[0.05, -0.22, 0.81]	[0.02, -0.13, 0.94]	[-0.08, 0.0, 0.88]
103	[0.1, 0.64, 0.22, -0.09, 0.06, -0.2, 1.0]	[-0.04, -0.12, 0.95]	[0.05, -0.22, 0.81]	[0.02, -0.12, 0.95]	[-0.08, 0.0, 0.88]
104	[0.0, 0.76, 0.12, -0.09, 0.06, -0.2, 1.0]	[-0.04, -0.11, 0.96]	[0.05, -0.22, 0.81]	[0.02, -0.11, 0.95]	[-0.08, 0.0, 0.88]
105	[0.03, 0.6, 0.13, -0.07, 0.06, -0.2, 1.0]	[-0.04, -0.1, 0.96]	[0.05, -0.22, 0.81]	[0.02, -0.1, 0.95]	[-0.08, 0.0, 0.88]
106	[-0.0, 0.75, 0.1, -0.05, 0.07, -0.2, 1.0]	[-0.04, -0.09, 0.96]	[0.05, -0.22, 0.81]	[0.02, -0.09, 0.95]	[-0.08, 0.0, 0.88]
107	[-0.03, 0.55, 0.19, -0.04, 0.07, -0.2, 1.0]	[-0.04, -0.08, 0.96]	[0.05, -0.22, 0.81]	[0.02, -0.08, 0.96]	[-0.08, 0.0, 0.88]
108	[-0.16, 0.96, 0.23, -0.05, 0.06, -0.21, 1.0]	[-0.04, -0.07, 0.97]	[0.05, -0.22, 0.81]	[0.02, -0.08, 0.96]	[-0.08, 0.0, 0.88]
109	[-0.19, 0.86, 0.36, -0.04, 0.07, -0.22, 1.0]	[-0.04, -0.06, 0.97]	[0.05, -0.22, 0.81]	[0.01, -0.07, 0.96]	[-0.08, 0.0, 0.88]
110	[-0.1, 0.95, 0.31, -0.02, 0.1, -0.25, 1.0]	[-0.05, -0.05, 0.97]	[0.05, -0.22, 0.81]	[0.01, -0.06, 0.96]	[-0.08, 0.0, 0.88]
111	[-0.08, 0.69, 0.42, -0.0, 0.12, -0.27, 1.0]	[-0.05, -0.04, 0.98]	[0.05, -0.22, 0.81]	[0.01, -0.05, 0.97]	[-0.08, 0.0, 0.88]
112	[0.01, 1.0, 0.42, -0.0, 0.15, -0.3, 1.0]	[-0.05, -0.03, 0.98]	[0.05, -0.22, 0.81]	[0.01, -0.04, 0.97]	[-0.08, 0.0, 0.88]
113	[0.05, 0.82, 0.48, -0.0, 0.17, -0.32, 1.0]	[-0.05, -0.02, 0.99]	[0.05, -0.22, 0.81]	[0.0, -0.03, 0.97]	[-0.08, 0.0, 0.88]
114	[0.16, 0.93, 0.46, -0.0, 0.2, -0.35, 1.0]	[-0.06, -0.0, 0.99]	[0.05, -0.22, 0.81]	[0.0, -0.02, 0.98]	[-0.08, 0.0, 0.88]
115	[0.18, 0.75, 0.5, -0.0, 0.22, -0.37, 1.0]	[-0.06, 0.01, 1.0]	[0.05, -0.22, 0.81]	[-0.0, -0.01, 0.98]	[-0.08, 0.0, 0.88]
116	[0.19, 0.78, 0.29, -0.0, 0.23, -0.38, 1.0]	[-0.06, 0.02, 1.0]	[0.05, -0.22, 0.81]	[-0.0, 0.0, 0.99]	[-0.08, 0.0, 0.88]
117	[0.3, 0.49, 0.16, -0.02, 0.24, -0.38, 1.0]	[-0.06, 0.03, 1.01]	[0.05, -0.22, 0.81]	[-0.0, 0.01, 0.99]	[-0.08, 0.0, 0.88]
118	[0.14, 0.76, 0.0, -0.03, 0.23, -0.37, 1.0]	[-0.06, 0.04, 1.01]	[0.05, -0.22, 0.81]	[-0.01, 0.02, 0.99]	[-0.08, 0.0, 0.88]
119	[0.25, 0.31, 0.1, -0.05, 0.22, -0.37, 1.0]	[-0.06, 0.05, 1.01]	[0.05, -0.22, 0.81]	[-0.01, 0.02, 0.99]	[-0.08, 0.0, 0.88]
120	[0.23, 1.0, -0.05, -0.1, 0.21, -0.36, 1.0]	[-0.06, 0.05, 1.01]	[0.05, -0.22, 0.81]	[-0.01, 0.03, 0.99]	[-0.08, 0.0, 0.88]
121	[0.3, 0.88, 0.09, -0.14, 0.21, -0.35, 1.0]	[-0.05, 0.06, 1.01]	[0.05, -0.22, 0.81]	[-0.01, 0.03, 0.99]	[-0.08, 0.0, 0.88]
122	[0.12, 0.44, -0.01, -0.13, 0.2, -0.32, 1.0]	[-0.05, 0.07, 1.01]	[0.05, -0.22, 0.81]	[-0.01, 0.04, 0.99]	[-0.08, 0.0, 0.88]
123	[0.11, -0.2, -0.12, -0.09, 0.19, -0.29, 1.0]	[-0.05, 0.08, 1.01]	[0.05, -0.22, 0.81]	[-0.01, 0.05, 0.99]	[-0.08, 0.0, 0.88]
124	[-0.04, 0.08, -0.04, -0.06, 0.17, -0.25, 1.0]	[-0.05, 0.08, 1.01]	[0.05, -0.22, 0.81]	[-0.01, 0.05, 0.99]	[-0.08, 0.0, 0.88]
125	[-0.52, -1.0, -0.28, -0.04, 0.15, -0.21, 1.0]	[-0.05, 0.08, 1.01]	[0.05, -0.22, 0.81]	[-0.01, 0.05, 0.99]	[-0.08, 0.0, 0.88]
126	[0.21, 0.24, 0.13, -0.05, 0.18, -0.2, 1.0]	[-0.05, 0.08, 1.01]	[0.05, -0.22, 0.81]	[-0.01, 0.04, 0.98]	[-0.08, 0.0, 0.88]
127	[-0.2, -0.9, -0.03, -0.04, 0.21, -0.21, 1.0]	[-0.05, 0.08, 1.01]	[0.05, -0.22, 0.81]	[-0.01, 0.04, 0.98]	[-0.08, 0.0, 0.88]
128	[-0.26, 0.07, -0.19, -0.04, 0.2, -0.19, 1.0]	[-0.05, 0.07, 1.01]	[0.05, -0.22, 0.81]	[-0.01, 0.03, 0.98]	[-0.08, 0.0, 0.88]
129	[-0.23, -0.31, -0.22, -0.05, 0.2, -0.17, 1.0]	[-0.05, 0.07, 1.01]	[0.05, -0.22, 0.81]	[-0.01, 0.03, 0.98]	[-0.08, 0.0, 0.88]
130	[-0.18, 0.01, -0.07, -0.04, 0.2, -0.15, 1.0]	[-0.05, 0.06, 1.01]	[0.05, -0.22, 0.81]	[-0.02, 0.02, 0.98]	[-0.08, 0.0, 0.88]
131	[-0.26, -0.4, -0.09, -0.03, 0.19, -0.12, 1.0]	[-0.05, 0.06, 1.0]	[0.05, -0.22, 0.81]	[-0.02, 0.02, 0.97]	[-0.08, 0.0, 0.88]
