step	action	robot0_eef_pos	nut0_pos	nut1_pos
16	[0.34, 0.19, -0.3, -0.02, -0.03, -0.26, -1.0]	[-0.08, 0.08, 0.91]	[-0.11, 0.14, 0.83]	[10.01, 10.0, 7.67]
17	[0.42, 0.25, -0.24, -0.01, -0.02, -0.25, -1.0]	[-0.07, 0.08, 0.9]	[-0.11, 0.14, 0.83]	[10.01, 10.0, 7.45]
18	[0.28, 0.15, -0.28, -0.02, -0.02, -0.23, -1.0]	[-0.07, 0.08, 0.9]	[-0.11, 0.14, 0.83]	[10.01, 10.0, 7.22]
19	[0.34, 0.18, -0.31, -0.02, -0.03, -0.21, -1.0]	[-0.07, 0.09, 0.89]	[-0.11, 0.14, 0.83]	[10.01, 10.0, 6.98]
20	[0.27, 0.15, -0.34, -0.02, -0.03, -0.19, -1.0]	[-0.06, 0.09, 0.89]	[-0.11, 0.14, 0.83]	[10.02, 10.0, 6.75]
21	[0.26, 0.16, -0.3, -0.02, -0.03, -0.17, -1.0]	[-0.06, 0.09, 0.88]	[-0.11, 0.14, 0.83]	[10.02, 10.0, 6.51]
22	[0.1, 0.1, -0.33, -0.01, -0.03, -0.16, -1.0]	[-0.05, 0.09, 0.88]	[-0.11, 0.14, 0.83]	[10.03, 10.0, 6.27]
23	[0.14, 0.09, -0.37, -0.02, -0.03, -0.15, -1.0]	[-0.05, 0.1, 0.88]	[-0.11, 0.14, 0.83]	[10.03, 10.0, 6.03]
24	[-0.05, 0.0, -0.33, -0.02, -0.03, -0.13, -1.0]	[-0.05, 0.1, 0.87]	[-0.11, 0.14, 0.83]	[10.04, 10.0, 5.79]
25	[-0.01, -0.0, -0.29, -0.02, -0.03, -0.12, -1.0]	[-0.05, 0.1, 0.87]	[-0.11, 0.14, 0.83]	[10.05, 10.0, 5.55]
26	[-0.09, 0.0, -0.28, -0.01, -0.03, -0.11, -1.0]	[-0.05, 0.1, 0.86]	[-0.11, 0.14, 0.83]	[10.05, 10.0, 5.3]
27	[-0.06, 0.02, -0.32, -0.01, -0.03, -0.1, -1.0]	[-0.05, 0.1, 0.86]	[-0.11, 0.14, 0.83]	[10.06, 10.0, 5.06]
28	[-0.19, 0.03, -0.33, -0.01, -0.03, -0.09, -1.0]	[-0.05, 0.1, 0.86]	[-0.11, 0.14, 0.83]	[10.07, 10.0, 4.82]
29	[-0.14, 0.03, -0.27, -0.01, -0.02, -0.08, -1.0]	[-0.05, 0.1, 0.85]	[-0.11, 0.14, 0.83]	[10.09, 10.0, 4.57]
30	[-0.16, -0.04, -0.25, -0.01, -0.03, -0.07, -1.0]	[-0.05, 0.11, 0.85]	[-0.11, 0.14, 0.83]	[10.1, 10.0, 4.33]
31	[-0.11, -0.01, -0.22, -0.01, -0.02, -0.07, -1.0]	[-0.06, 0.11, 0.85]	[-0.11, 0.14, 0.83]	[10.11, 10.0, 4.08]
32	[-0.16, -0.05, -0.23, -0.02, -0.02, -0.06, -1.0]	[-0.06, 0.11, 0.84]	[-0.11, 0.14, 0.83]	[10.13, 10.0, 3.84]
33	[-0.1, -0.08, -0.25, -0.02, -0.02, -0.05, -1.0]	[-0.06, 0.11, 0.84]	[-0.11, 0.14, 0.83]	[10.15, 10.0, 3.59]
34	[-0.18, -0.06, -0.33, -0.02, -0.02, -0.04, -1.0]	[-0.06, 0.11, 0.84]	[-0.11, 0.14, 0.83]	[10.16, 10.0, 3.34]
35	[-0.12, -0.06, -0.25, -0.02, -0.02, -0.03, -1.0]	[-0.06, 0.11, 0.83]	[-0.11, 0.14, 0.83]	[10.18, 10.0, 3.1]
36	[-0.2, -0.08, -0.31, -0.02, -0.02, -0.03, -1.0]	[-0.06, 0.1, 0.83]	[-0.11, 0.14, 0.83]	[10.2, 10.0, 2.85]
37	[-0.16, -0.06, -0.24, -0.02, -0.01, -0.03, -1.0]	[-0.06, 0.11, 0.83]	[-0.11, 0.14, 0.83]	[10.23, 10.0, 2.6]
38	[-0.19, -0.01, -0.34, -0.02, -0.01, -0.03, -1.0]	[-0.06, 0.11, 0.83]	[-0.11, 0.14, 0.83]	[10.25, 10.0, 2.36]
39	[-0.13, 0.02, -0.3, -0.01, -0.01, -0.03, -1.0]	[-0.06, 0.11, 0.83]	[-0.11, 0.14, 0.83]	[10.28, 10.0, 2.11]
40	[-0.15, 0.06, -0.31, -0.01, -0.01, -0.03, 1.0]	[-0.06, 0.11, 0.83]	[-0.11, 0.14, 0.83]	[10.3, 10.0, 1.86]
41	[-0.11, 0.01, -0.29, -0.01, -0.01, -0.03, 1.0]	[-0.06, 0.11, 0.83]	[-0.11, 0.14, 0.83]	[10.33, 10.0, 1.62]
42	[-0.11, -0.04, -0.29, 0.01, -0.02, -0.02, 1.0]	[-0.06, 0.11, 0.83]	[-0.11, 0.14, 0.83]	[10.36, 10.0, 1.37]
43	[0.02, 0.01, -0.25, 0.01, -0.02, -0.02, 1.0]	[-0.06, 0.11, 0.83]	[-0.11, 0.14, 0.83]	[10.39, 10.0, 1.12]
44	[0.1, 0.02, -0.07, 0.01, -0.01, -0.02, 1.0]	[-0.06, 0.11, 0.83]	[-0.11, 0.14, 0.83]	[10.43, 10.0, 0.87]
45	[0.22, 0.02, -0.01, -0.0, -0.0, -0.03, 1.0]	[-0.06, 0.11, 0.83]	[-0.11, 0.14, 0.83]	[10.46, 10.0, 0.62]
46	[0.24, -0.01, -0.05, -0.01, -0.0, -0.03, 1.0]	[-0.06, 0.11, 0.83]	[-0.11, 0.14, 0.83]	[10.5, 10.0, 0.37]
47	[0.32, 0.02, -0.08, -0.01, -0.0, -0.04, 1.0]	[-0.06, 0.11, 0.83]	[-0.11, 0.14, 0.83]	[10.54, 10.0, 0.12]
48	[0.34, -0.05, -0.06, -0.02, -0.01, -0.05, 1.0]	[-0.06, 0.11, 0.83]	[-0.11, 0.14, 0.83]	[10.56, 10.0, -0.02]
49	[0.37, -0.0, 0.0, -0.02, -0.0, -0.06, 1.0]	[-0.06, 0.11, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.0]
50	[0.36, -0.02, 0.15, -0.02, 0.01, -0.07, 1.0]	[-0.06, 0.11, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
51	[0.39, -0.03, 0.32, -0.01, 0.03, -0.09, 1.0]	[-0.05, 0.11, 0.83]	[-0.11, 0.14, 0.83]	[10.57, 10.0, 0.01]
52	[0.41, -0.11, 0.25, 0.0, 0.04, -0.1, 1.0]	[-0.05, 0.11, 0.83]	[-0.1, 0.14, 0.83]	[10.57, 10.0, 0.01]
53	[0.66, -0.05, 0.54, 0.03, 0.02, -0.16, 1.0]	[-0.05, 0.11, 0.84]	[-0.1, 0.14, 0.84]	[10.57, 10.0, 0.01]
54	[0.78, -0.15, 0.61, 0.03, 0.02, -0.18, 1.0]	[-0.04, 0.11, 0.84]	[-0.09, 0.14, 0.84]	[10.57, 10.0, 0.01]
55	[0.77, -0.31, 0.81, 0.03, 0.03, -0.18, 1.0]	[-0.03, 0.11, 0.85]	[-0.08, 0.14, 0.85]	[10.57, 10.0, 0.01]
56	[1.0, -0.46, 1.0, 0.06, 0.06, -0.23, 1.0]	[-0.03, 0.11, 0.85]	[-0.08, 0.14, 0.85]	[10.57, 10.0, 0.01]
57	[1.0, -0.29, 0.99, 0.09, 0.11, -0.34, 1.0]	[-0.02, 0.11, 0.86]	[-0.07, 0.14, 0.86]	[10.57, 10.0, 0.01]
58	[1.0, -0.34, 0.75, 0.08, 0.12, -0.36, 1.0]	[-0.01, 0.1, 0.88]	[-0.06, 0.14, 0.88]	[10.57, 10.0, 0.01]
59	[1.0, -0.41, 0.61, 0.06, 0.12, -0.35, 1.0]	[0.0, 0.1, 0.89]	[-0.05, 0.14, 0.89]	[10.57, 10.0, 0.01]
60	[1.0, -0.3, 0.5, 0.05, 0.1, -0.35, 1.0]	[0.01, 0.1, 0.89]	[-0.03, 0.14, 0.89]	[10.57, 10.0, 0.01]
61	[1.0, -0.35, 0.57, 0.03, 0.1, -0.35, 1.0]	[0.02, 0.09, 0.9]	[-0.02, 0.14, 0.9]	[10.57, 10.0, 0.01]
62	[1.0, -0.32, 0.6, 0.04, 0.09, -0.34, 1.0]	[0.03, 0.09, 0.91]	[-0.01, 0.13, 0.91]	[10.57, 10.0, 0.01]
63	[1.0, -0.31, 0.58, 0.04, 0.09, -0.33, 1.0]	[0.05, 0.08, 0.91]	[0.01, 0.13, 0.92]	[10.57, 10.0, 0.01]
64	[1.0, -0.31, 0.55, 0.04, 0.09, -0.33, 1.0]	[0.06, 0.08, 0.92]	[0.02, 0.12, 0.93]	[10.57, 10.0, 0.01]
65	[1.0, -0.25, 0.37, 0.04, 0.08, -0.32, 1.0]	[0.07, 0.07, 0.93]	[0.03, 0.12, 0.93]	[10.57, 10.0, 0.01]
66	[0.94, -0.35, 0.3, 0.03, 0.07, -0.3, 1.0]	[0.08, 0.07, 0.94]	[0.05, 0.12, 0.94]	[10.57, 10.0, 0.01]
67	[0.58, -0.17, 0.2, 0.03, 0.05, -0.28, 1.0]	[0.09, 0.06, 0.94]	[0.06, 0.11, 0.94]	[10.57, 10.0, 0.01]
68	[0.85, -0.32, 0.22, 0.03, 0.04, -0.26, 1.0]	[0.1, 0.06, 0.94]	[0.07, 0.11, 0.95]	[10.57, 10.0, 0.01]
69	[0.51, -0.17, 0.15, 0.02, 0.01, -0.24, 1.0]	[0.12, 0.05, 0.95]	[0.09, 0.11, 0.95]	[10.57, 10.0, 0.01]
70	[0.78, -0.27, 0.29, 0.02, -0.0, -0.23, 1.0]	[0.12, 0.05, 0.95]	[0.1, 0.1, 0.96]	[10.57, 10.0, 0.01]
71	[0.4, -0.09, 0.33, 0.03, -0.01, -0.22, 1.0]	[0.13, 0.05, 0.95]	[0.11, 0.1, 0.96]	[10.57, 10.0, 0.01]
72	[0.66, -0.22, 0.34, 0.03, -0.01, -0.21, 1.0]	[0.14, 0.04, 0.96]	[0.12, 0.1, 0.97]	[10.57, 10.0, 0.01]
73	[0.36, -0.05, 0.25, 0.02, -0.01, -0.19, 1.0]	[0.15, 0.04, 0.96]	[0.13, 0.1, 0.97]	[10.57, 10.0, 0.01]
74	[0.59, -0.22, 0.13, 0.02, -0.02, -0.18, 1.0]	[0.16, 0.04, 0.97]	[0.14, 0.1, 0.98]	[10.57, 10.0, 0.01]
75	[0.34, -0.12, 0.07, 0.01, -0.02, -0.17, 1.0]	[0.17, 0.04, 0.97]	[0.15, 0.09, 0.98]	[10.57, 10.0, 0.01]
76	[0.57, -0.3, 0.0, 0.0, -0.03, -0.16, 1.0]	[0.17, 0.03, 0.97]	[0.15, 0.09, 0.98]	[10.57, 10.0, 0.01]
77	[0.42, -0.17, 0.01, -0.0, -0.02, -0.14, 1.0]	[0.18, 0.03, 0.98]	[0.16, 0.09, 0.98]	[10.57, 10.0, 0.01]
78	[0.49, -0.2, 0.04, -0.0, -0.02, -0.13, 1.0]	[0.19, 0.03, 0.98]	[0.17, 0.09, 0.98]	[10.57, 10.0, 0.01]
79	[0.35, -0.05, 0.12, -0.0, -0.02, -0.13, 1.0]	[0.19, 0.03, 0.98]	[0.18, 0.08, 0.98]	[10.57, 10.0, 0.01]
80	[0.51, -0.09, 0.12, -0.01, -0.02, -0.12, 1.0]	[0.2, 0.02, 0.98]	[0.18, 0.08, 0.98]	[10.57, 10.0, 0.01]
81	[0.37, 0.01, 0.11, -0.02, -0.02, -0.11, 1.0]	[0.2, 0.02, 0.98]	[0.19, 0.08, 0.99]	[10.57, 10.0, 0.01]
82	[0.45, -0.12, 0.12, -0.01, -0.03, -0.1, 1.0]	[0.21, 0.02, 0.98]	[0.19, 0.08, 0.99]	[10.57, 10.0, 0.01]
83	[0.39, -0.18, 0.16, -0.01, -0.03, -0.09, 1.0]	[0.21, 0.02, 0.98]	[0.2, 0.08, 0.99]	[10.57, 10.0, 0.01]
84	[0.48, -0.19, 0.04, -0.02, -0.03, -0.08, 1.0]	[0.22, 0.02, 0.98]	[0.21, 0.08, 0.99]	[10.57, 10.0, 0.01]
85	[0.44, 0.02, 0.23, -0.02, -0.03, -0.08, 1.0]	[0.22, 0.02, 0.98]	[0.21, 0.08, 0.99]	[10.57, 10.0, 0.01]
86	[0.49, 0.02, 0.25, -0.01, -0.02, -0.08, 1.0]	[0.23, 0.01, 0.99]	[0.22, 0.07, 0.99]	[10.57, 10.0, 0.01]
87	[0.34, 0.13, 0.33, -0.0, -0.01, -0.08, 1.0]	[0.23, 0.01, 0.99]	[0.22, 0.07, 0.99]	[10.57, 10.0, 0.01]
88	[0.48, 0.16, 0.14, -0.0, -0.01, -0.08, 1.0]	[0.24, 0.01, 0.99]	[0.23, 0.07, 1.0]	[10.57, 10.0, 0.01]
89	[0.45, 0.21, 0.19, -0.0, -0.01, -0.08, 1.0]	[0.24, 0.02, 0.99]	[0.23, 0.08, 1.0]	[10.57, 10.0, 0.01]
90	[0.38, 0.16, 0.02, -0.0, -0.0, -0.08, 1.0]	[0.25, 0.02, 0.99]	[0.24, 0.08, 1.0]	[10.57, 10.0, 0.01]
91	[0.35, 0.16, -0.3, -0.01, -0.0, -0.08, 1.0]	[0.25, 0.02, 0.99]	[0.24, 0.08, 1.0]	[10.57, 10.0, 0.01]
92	[0.25, 0.23, -0.42, -0.01, -0.0, -0.08, 1.0]	[0.25, 0.02, 0.99]	[0.24, 0.08, 1.0]	[10.57, 10.0, 0.01]
93	[0.09, 0.4, -0.41, -0.0, -0.01, -0.08, 1.0]	[0.25, 0.02, 0.98]	[0.25, 0.08, 0.99]	[10.57, 10.0, 0.01]
94	[0.04, 0.38, -0.34, 0.01, -0.0, -0.07, 1.0]	[0.26, 0.03, 0.98]	[0.25, 0.09, 0.98]	[10.57, 10.0, 0.01]
95	[-0.11, 0.4, -0.16, 0.02, -0.0, -0.06, 1.0]	[0.26, 0.03, 0.97]	[0.25, 0.09, 0.98]	[10.57, 10.0, 0.01]
96	[-0.22, 0.41, -0.32, 0.03, 0.0, -0.05, 1.0]	[0.26, 0.04, 0.97]	[0.25, 0.1, 0.98]	[10.57, 10.0, 0.01]
97	[-0.34, 0.38, -0.34, 0.03, 0.0, -0.04, 1.0]	[0.25, 0.04, 0.97]	[0.25, 0.1, 0.97]	[10.57, 10.0, 0.01]
98	[-0.37, 0.35, -0.63, 0.02, -0.0, -0.03, 1.0]	[0.25, 0.05, 0.96]	[0.25, 0.11, 0.97]	[10.57, 10.0, 0.01]
99	[-0.42, 0.34, -0.63, 0.01, -0.0, -0.02, 1.0]	[0.25, 0.05, 0.96]	[0.24, 0.11, 0.97]	[10.57, 10.0, 0.01]
100	[-0.6, 0.27, -0.72, 0.01, 0.0, -0.0, 1.0]	[0.25, 0.05, 0.95]	[0.24, 0.11, 0.96]	[10.57, 10.0, 0.01]
101	[-0.64, 0.32, -0.78, -0.01, 0.01, 0.01, 1.0]	[0.24, 0.05, 0.95]	[0.24, 0.12, 0.96]	[10.57, 10.0, 0.01]
102	[-0.62, 0.11, -0.72, -0.02, 0.01, 0.02, 1.0]	[0.24, 0.06, 0.95]	[0.24, 0.12, 0.96]	[10.57, 10.0, 0.01]
103	[-0.53, 0.15, -0.77, -0.04, 0.01, 0.02, 1.0]	[0.24, 0.05, 0.95]	[0.24, 0.12, 0.96]	[10.57, 10.0, 0.01]
104	[-0.31, -0.12, -0.97, -0.09, 0.01, 0.02, 1.0]	[0.23, 0.05, 0.95]	[0.24, 0.12, 0.96]	[10.57, 10.0, 0.01]
105	[-0.28, -0.07, -0.76, -0.1, 0.01, 0.02, 1.0]	[0.23, 0.05, 0.95]	[0.24, 0.11, 0.96]	[10.57, 10.0, 0.01]
106	[-0.17, -0.27, -0.51, -0.1, 0.02, 0.03, 1.0]	[0.23, 0.05, 0.95]	[0.24, 0.11, 0.96]	[10.57, 10.0, 0.01]
107	[-0.21, -0.19, -0.25, -0.1, 0.02, 0.03, 1.0]	[0.23, 0.05, 0.94]	[0.24, 0.11, 0.96]	[10.57, 10.0, 0.01]
108	[-0.27, -0.26, 0.05, -0.09, 0.03, 0.04, 1.0]	[0.23, 0.05, 0.94]	[0.24, 0.11, 0.96]	[10.57, 10.0, 0.01]
109	[-0.32, -0.19, 0.19, -0.08, 0.03, 0.05, 1.0]	[0.23, 0.05, 0.94]	[0.24, 0.11, 0.96]	[10.57, 10.0, 0.01]
110	[-0.27, -0.17, 0.26, -0.07, 0.04, 0.05, 1.0]	[0.23, 0.05, 0.95]	[0.24, 0.11, 0.96]	[10.57, 10.0, 0.01]
111	[-0.2, -0.16, 0.33, -0.07, 0.03, 0.05, 1.0]	[0.23, 0.05, 0.95]	[0.23, 0.11, 0.97]	[10.57, 10.0, 0.01]
112	[-0.18, -0.08, 0.25, -0.06, 0.03, 0.05, 1.0]	[0.23, 0.04, 0.96]	[0.23, 0.11, 0.97]	[10.57, 10.0, 0.01]
113	[-0.1, -0.04, 0.32, -0.05, 0.03, 0.05, 1.0]	[0.22, 0.04, 0.96]	[0.23, 0.11, 0.97]	[10.57, 10.0, 0.01]
114	[-0.07, -0.01, 0.12, -0.05, 0.02, 0.04, 1.0]	[0.22, 0.04, 0.97]	[0.22, 0.1, 0.98]	[10.57, 10.0, 0.01]
115	[-0.01, -0.01, 0.17, -0.04, 0.02, 0.04, 1.0]	[0.22, 0.04, 0.97]	[0.22, 0.1, 0.98]	[10.57, 10.0, 0.01]
116	[-0.07, -0.03, -0.08, -0.04, 0.02, 0.03, 1.0]	[0.22, 0.04, 0.97]	[0.22, 0.1, 0.98]	[10.57, 10.0, 0.01]
117	[0.01, -0.11, -0.38, -0.03, 0.01, 0.03, 1.0]	[0.22, 0.04, 0.98]	[0.22, 0.1, 0.98]	[10.57, 10.0, 0.01]
118	[-0.0, -0.09, -0.74, -0.04, -0.01, 0.02, 1.0]	[0.22, 0.04, 0.97]	[0.22, 0.1, 0.98]	[10.57, 10.0, 0.01]
119	[0.09, -0.16, -0.79, -0.03, -0.03, 0.02, 1.0]	[0.22, 0.04, 0.97]	[0.22, 0.1, 0.97]	[10.57, 10.0, 0.01]
120	[0.23, -0.13, -0.87, -0.04, -0.06, 0.02, 1.0]	[0.22, 0.04, 0.96]	[0.22, 0.1, 0.96]	[10.57, 10.0, 0.01]
121	[0.46, -0.15, -0.58, -0.05, -0.08, 0.01, 1.0]	[0.23, 0.04, 0.95]	[0.22, 0.1, 0.96]	[10.57, 10.0, 0.01]
122	[0.38, -0.07, -0.32, -0.05, -0.08, 0.01, 1.0]	[0.23, 0.04, 0.94]	[0.22, 0.1, 0.95]	[10.57, 10.0, 0.01]
123	[0.42, -0.08, -0.0, -0.05, -0.07, 0.0, 1.0]	[0.23, 0.04, 0.94]	[0.22, 0.1, 0.95]	[10.57, 10.0, 0.01]
124	[0.29, -0.01, -0.02, -0.06, -0.06, -0.01, 1.0]	[0.24, 0.04, 0.93]	[0.22, 0.1, 0.95]	[10.57, 10.0, 0.01]
125	[0.27, -0.06, 0.03, -0.05, -0.05, -0.01, 1.0]	[0.24, 0.03, 0.93]	[0.23, 0.1, 0.94]	[10.57, 10.0, 0.01]
126	[0.07, 0.04, -0.11, -0.04, -0.04, -0.01, 1.0]	[0.24, 0.03, 0.93]	[0.23, 0.1, 0.94]	[10.57, 10.0, 0.01]
127	[0.03, 0.1, -0.0, -0.04, -0.04, -0.01, 1.0]	[0.24, 0.03, 0.93]	[0.23, 0.1, 0.94]	[10.57, 10.0, 0.01]
128	[-0.01, 0.08, -0.03, -0.03, -0.03, -0.01, 1.0]	[0.24, 0.03, 0.93]	[0.23, 0.1, 0.94]	[10.57, 10.0, 0.01]
129	[-0.09, 0.08, -0.11, -0.02, -0.04, -0.01, 1.0]	[0.24, 0.04, 0.93]	[0.23, 0.1, 0.94]	[10.57, 10.0, 0.01]
130	[-0.05, -0.05, -0.07, -0.02, -0.05, -0.01, -1.0]	[0.24, 0.04, 0.93]	[0.23, 0.1, 0.94]	[10.57, 10.0, 0.01]
131	[0.01, 0.1, -0.03, -0.01, -0.05, -0.01, -1.0]	[0.25, 0.04, 0.93]	[0.23, 0.1, 0.94]	[10.57, 10.0, 0.01]
132	[0.01, -0.03, -0.02, -0.01, -0.05, -0.01, -1.0]	[0.25, 0.04, 0.93]	[0.23, 0.1, 0.94]	[10.57, 10.0, 0.01]
133	[0.04, 0.1, -0.0, -0.0, -0.04, -0.01, -1.0]	[0.25, 0.04, 0.93]	[0.23, 0.1, 0.94]	[10.57, 10.0, 0.01]
134	[-0.0, -0.19, 0.02, 0.0, -0.04, -0.01, -1.0]	[0.25, 0.04, 0.93]	[0.23, 0.1, 0.93]	[10.57, 10.0, 0.01]
135	[-0.03, 0.05, 0.1, 0.01, -0.03, -0.01, -1.0]	[0.25, 0.04, 0.93]	[0.23, 0.1, 0.92]	[10.57, 10.0, 0.01]
136	[-0.0, -0.16, 0.23, 0.02, -0.03, -0.0, -1.0]	[0.25, 0.04, 0.93]	[0.23, 0.1, 0.9]	[10.57, 10.0, 0.01]
137	[-0.14, 0.06, 0.29, 0.02, -0.02, -0.0, -1.0]	[0.25, 0.04, 0.93]	[0.23, 0.1, 0.85]	[10.57, 10.0, 0.01]
138	[-0.12, -0.06, 0.38, 0.03, -0.02, 0.01, -1.0]	[0.25, 0.04, 0.94]	[0.23, 0.1, 0.82]	[10.57, 10.0, 0.01]
139	[-0.23, 0.14, 0.43, 0.04, -0.02, 0.02, -1.0]	[0.25, 0.04, 0.94]	[0.23, 0.1, 0.83]	[10.57, 10.0, 0.01]
140	[-0.19, 0.02, 0.3, 0.04, -0.02, 0.02, -1.0]	[0.25, 0.04, 0.95]	[0.23, 0.1, 0.83]	[10.57, 10.0, 0.01]
