step	action	robot0_eef_pos	nut0_pos	nut1_pos
23	[-0.25, 0.39, -0.18, 0.01, 0.02, 0.3, -1.0]	[-0.13, 0.05, 0.93]	[-0.11, 0.17, 0.83]	[10.03, 10.0, 6.03]
24	[-0.06, 0.33, -0.17, 0.01, 0.01, 0.27, -1.0]	[-0.13, 0.06, 0.93]	[-0.11, 0.17, 0.83]	[10.04, 10.0, 5.79]
25	[-0.19, 0.36, -0.18, 0.01, 0.0, 0.25, -1.0]	[-0.13, 0.06, 0.92]	[-0.11, 0.17, 0.83]	[10.05, 10.0, 5.55]
26	[-0.12, 0.31, -0.15, 0.0, -0.01, 0.22, -1.0]	[-0.13, 0.06, 0.92]	[-0.11, 0.17, 0.83]	[10.05, 10.0, 5.3]
27	[0.11, 0.3, -0.13, -0.0, -0.01, 0.19, -1.0]	[-0.13, 0.07, 0.92]	[-0.11, 0.17, 0.83]	[10.06, 10.0, 5.06]
28	[0.13, 0.16, -0.1, -0.0, -0.01, 0.17, -1.0]	[-0.13, 0.07, 0.92]	[-0.11, 0.17, 0.83]	[10.07, 10.0, 4.82]
29	[-0.0, 0.2, -0.19, -0.0, -0.01, 0.16, -1.0]	[-0.13, 0.07, 0.92]	[-0.11, 0.17, 0.83]	[10.09, 10.0, 4.57]
30	[-0.07, 0.24, -0.16, -0.0, -0.01, 0.14, -1.0]	[-0.13, 0.07, 0.91]	[-0.11, 0.17, 0.83]	[10.1, 10.0, 4.33]
31	[-0.08, 0.24, -0.2, 0.0, -0.01, 0.12, -1.0]	[-0.13, 0.08, 0.91]	[-0.11, 0.17, 0.83]	[10.11, 10.0, 4.08]
32	[-0.16, 0.07, -0.18, 0.0, -0.01, 0.11, -1.0]	[-0.13, 0.08, 0.91]	[-0.11, 0.17, 0.83]	[10.13, 10.0, 3.84]
33	[-0.22, 0.13, -0.21, 0.01, -0.01, 0.09, -1.0]	[-0.13, 0.08, 0.91]	[-0.11, 0.17, 0.83]	[10.15, 10.0, 3.59]
34	[-0.19, 0.29, -0.18, 0.01, -0.02, 0.07, -1.0]	[-0.14, 0.08, 0.9]	[-0.11, 0.17, 0.83]	[10.16, 10.0, 3.34]
35	[-0.15, 0.19, -0.16, 0.01, -0.01, 0.06, -1.0]	[-0.14, 0.09, 0.9]	[-0.11, 0.17, 0.83]	[10.18, 10.0, 3.1]
36	[-0.03, 0.21, -0.11, 0.01, -0.02, 0.05, -1.0]	[-0.14, 0.09, 0.9]	[-0.11, 0.17, 0.83]	[10.2, 10.0, 2.85]
37	[0.04, 0.27, -0.05, 0.01, -0.04, 0.04, -1.0]	[-0.14, 0.09, 0.9]	[-0.11, 0.17, 0.83]	[10.23, 10.0, 2.6]
38	[0.02, 0.12, -0.12, 0.01, -0.06, 0.05, -1.0]	[-0.14, 0.09, 0.9]	[-0.11, 0.17, 0.83]	[10.25, 10.0, 2.36]
39	[0.06, 0.06, -0.12, 0.01, -0.05, 0.05, -1.0]	[-0.14, 0.1, 0.9]	[-0.11, 0.17, 0.83]	[10.28, 10.0, 2.11]
40	[0.04, 0.07, -0.13, 0.01, -0.05, 0.04, -1.0]	[-0.14, 0.1, 0.9]	[-0.11, 0.17, 0.83]	[10.3, 10.0, 1.86]
41	[0.01, 0.15, -0.08, 0.01, -0.04, 0.03, -1.0]	[-0.14, 0.1, 0.89]	[-0.11, 0.17, 0.83]	[10.33, 10.0, 1.62]
42	[0.03, 0.15, -0.06, 0.01, -0.04, 0.03, -1.0]	[-0.14, 0.1, 0.89]	[-0.11, 0.17, 0.83]	[10.36, 10.0, 1.37]
43	[-0.03, 0.0, -0.01, 0.01, -0.03, 0.02, -1.0]	[-0.14, 0.1, 0.89]	[-0.11, 0.17, 0.83]	[10.39, 10.0, 1.12]
44	[0.01, 0.15, -0.09, 0.01, -0.03, 0.02, -1.0]	[-0.14, 0.1, 0.89]	[-0.11, 0.17, 0.83]	[10.43, 10.0, 0.87]
45	[-0.03, 0.06, -0.12, 0.01, -0.03, 0.02, -1.0]	[-0.14, 0.11, 0.89]	[-0.11, 0.17, 0.83]	[10.46, 10.0, 0.62]
46	[-0.02, 0.16, -0.12, 0.01, -0.03, 0.01, -1.0]	[-0.14, 0.11, 0.89]	[-0.11, 0.17, 0.83]	[10.5, 10.0, 0.37]
47	[0.05, 0.08, -0.12, 0.0, -0.03, 0.01, -1.0]	[-0.14, 0.11, 0.89]	[-0.11, 0.17, 0.83]	[10.54, 10.0, 0.12]
48	[0.12, -0.01, -0.19, 0.0, -0.03, 0.01, -1.0]	[-0.14, 0.11, 0.89]	[-0.11, 0.17, 0.83]	[10.56, 10.0, -0.02]
49	[0.1, -0.03, -0.23, -0.0, -0.03, 0.01, -1.0]	[-0.14, 0.11, 0.88]	[-0.11, 0.17, 0.83]	[10.57, 10.0, 0.0]
50	[0.15, -0.12, -0.25, -0.0, -0.03, 0.02, -1.0]	[-0.14, 0.11, 0.88]	[-0.11, 0.17, 0.83]	[10.57, 10.0, 0.01]
51	[0.14, -0.04, -0.3, -0.0, -0.03, 0.02, -1.0]	[-0.13, 0.11, 0.88]	[-0.11, 0.17, 0.83]	[10.57, 10.0, 0.01]
52	[0.09, -0.01, -0.3, 0.0, -0.03, 0.02, -1.0]	[-0.13, 0.11, 0.88]	[-0.11, 0.17, 0.83]	[10.57, 10.0, 0.01]
53	[0.04, 0.06, -0.29, 0.0, -0.03, 0.02, -1.0]	[-0.13, 0.11, 0.87]	[-0.11, 0.17, 0.83]	[10.57, 10.0, 0.01]
54	[-0.02, 0.12, -0.24, 0.0, -0.03, 0.01, -1.0]	[-0.13, 0.11, 0.87]	[-0.11, 0.17, 0.83]	[10.57, 10.0, 0.01]
55	[-0.05, 0.13, -0.22, -0.0, -0.03, 0.01, -1.0]	[-0.13, 0.11, 0.86]	[-0.11, 0.17, 0.83]	[10.57, 10.0, 0.01]
56	[-0.06, 0.11, -0.28, -0.0, -0.03, 0.0, -1.0]	[-0.13, 0.11, 0.86]	[-0.11, 0.17, 0.83]	[10.57, 10.0, 0.01]
57	[-0.13, 0.14, -0.28, -0.0, -0.03, -0.0, -1.0]	[-0.13, 0.11, 0.86]	[-0.11, 0.17, 0.83]	[10.57, 10.0, 0.01]
58	[-0.15, 0.05, -0.31, -0.0, -0.03, -0.0, -1.0]	[-0.13, 0.11, 0.86]	[-0.11, 0.17, 0.83]	[10.57, 10.0, 0.01]
59	[-0.16, 0.11, -0.31, -0.0, -0.03, -0.01, -1.0]	[-0.13, 0.11, 0.85]	[-0.11, 0.17, 0.83]	[10.57, 10.0, 0.01]
60	[-0.17, 0.07, -0.29, -0.0, -0.03, -0.0, -1.0]	[-0.13, 0.11, 0.85]	[-0.11, 0.17, 0.83]	[10.57, 10.0, 0.01]
61	[-0.22, 0.1, -0.23, -0.01, -0.02, -0.01, -1.0]	[-0.13, 0.11, 0.84]	[-0.11, 0.17, 0.83]	[10.57, 10.0, 0.01]
62	[-0.12, 0.05, -0.22, -0.01, -0.02, -0.0, -1.0]	[-0.13, 0.11, 0.84]	[-0.11, 0.17, 0.83]	[10.57, 10.0, 0.01]
63	[-0.09, 0.0, -0.18, -0.02, -0.02, -0.0, 1.0]	[-0.13, 0.11, 0.84]	[-0.11, 0.17, 0.83]	[10.57, 10.0, 0.01]
64	[0.01, 0.03, -0.17, -0.04, -0.02, 0.0, 1.0]	[-0.13, 0.11, 0.84]	[-0.11, 0.17, 0.83]	[10.57, 10.0, 0.01]
65	[0.04, 0.02, -0.32, -0.04, -0.01, 0.0, 1.0]	[-0.13, 0.11, 0.84]	[-0.11, 0.17, 0.83]	[10.57, 10.0, 0.01]
66	[0.16, 0.1, -0.28, -0.04, -0.02, 0.0, 1.0]	[-0.13, 0.11, 0.84]	[-0.11, 0.17, 0.83]	[10.57, 10.0, 0.01]
67	[0.16, 0.13, -0.32, -0.05, -0.03, -0.0, 1.0]	[-0.13, 0.11, 0.83]	[-0.11, 0.17, 0.83]	[10.57, 10.0, 0.01]
68	[0.24, 0.1, -0.21, -0.05, -0.04, -0.01, 1.0]	[-0.13, 0.11, 0.83]	[-0.11, 0.17, 0.84]	[10.57, 10.0, 0.01]
69	[0.3, 0.13, -0.23, -0.05, -0.04, -0.01, 1.0]	[-0.13, 0.11, 0.83]	[-0.09, 0.17, 0.84]	[10.57, 10.0, 0.01]
70	[0.38, 0.06, -0.07, -0.04, -0.03, 0.0, 1.0]	[-0.13, 0.11, 0.83]	[-0.08, 0.17, 0.83]	[10.57, 10.0, 0.01]
71	[0.32, 0.06, -0.0, -0.04, -0.03, 0.01, 1.0]	[-0.13, 0.11, 0.83]	[-0.08, 0.17, 0.83]	[10.57, 10.0, 0.01]
72	[0.18, -0.03, -0.06, -0.03, -0.03, 0.01, 1.0]	[-0.13, 0.11, 0.83]	[-0.08, 0.17, 0.83]	[10.57, 10.0, 0.01]
73	[0.1, 0.05, 0.04, -0.03, -0.03, 0.01, 1.0]	[-0.13, 0.11, 0.83]	[-0.08, 0.17, 0.83]	[10.57, 10.0, 0.01]
74	[0.02, -0.12, -0.07, -0.02, -0.03, 0.01, 1.0]	[-0.13, 0.11, 0.83]	[-0.08, 0.17, 0.83]	[10.57, 10.0, 0.01]
75	[0.04, 0.12, -0.04, -0.01, -0.02, 0.01, 1.0]	[-0.12, 0.11, 0.83]	[-0.08, 0.17, 0.83]	[10.57, 10.0, 0.01]
76	[0.05, 0.11, 0.06, -0.0, -0.02, -0.01, 1.0]	[-0.12, 0.11, 0.83]	[-0.08, 0.17, 0.83]	[10.57, 10.0, 0.01]
77	[0.19, 0.17, 0.31, 0.0, -0.01, -0.02, 1.0]	[-0.12, 0.11, 0.83]	[-0.08, 0.17, 0.83]	[10.57, 10.0, 0.01]
78	[0.36, 0.12, 0.55, 0.0, 0.0, -0.02, 1.0]	[-0.12, 0.11, 0.83]	[-0.07, 0.17, 0.83]	[10.57, 10.0, 0.01]
79	[0.43, -0.04, 0.75, 0.0, 0.02, -0.02, 1.0]	[-0.12, 0.12, 0.84]	[-0.07, 0.17, 0.84]	[10.57, 10.0, 0.01]
80	[0.57, 0.07, 0.85, 0.01, 0.04, -0.01, 1.0]	[-0.12, 0.12, 0.85]	[-0.07, 0.17, 0.85]	[10.57, 10.0, 0.01]
81	[0.57, 0.02, 0.83, 0.01, 0.06, -0.02, 1.0]	[-0.12, 0.12, 0.85]	[-0.07, 0.18, 0.85]	[10.57, 10.0, 0.01]
82	[0.68, -0.08, 0.85, 0.01, 0.07, -0.02, 1.0]	[-0.12, 0.12, 0.86]	[-0.06, 0.18, 0.86]	[10.57, 10.0, 0.01]
83	[0.88, -0.12, 0.86, 0.01, 0.09, -0.02, 1.0]	[-0.11, 0.12, 0.87]	[-0.06, 0.18, 0.87]	[10.57, 10.0, 0.01]
84	[0.92, -0.22, 0.77, 0.02, 0.1, -0.01, 1.0]	[-0.11, 0.12, 0.88]	[-0.06, 0.18, 0.88]	[10.57, 10.0, 0.01]
85	[1.0, -0.23, 0.8, 0.02, 0.11, -0.01, 1.0]	[-0.11, 0.12, 0.89]	[-0.05, 0.18, 0.89]	[10.57, 10.0, 0.01]
86	[0.97, -0.4, 0.68, 0.02, 0.11, 0.0, 1.0]	[-0.1, 0.13, 0.9]	[-0.04, 0.18, 0.9]	[10.57, 10.0, 0.01]
87	[1.0, -0.41, 0.75, 0.02, 0.11, 0.01, 1.0]	[-0.09, 0.13, 0.9]	[-0.04, 0.18, 0.9]	[10.57, 10.0, 0.01]
88	[1.0, -0.52, 0.68, 0.02, 0.11, 0.04, 1.0]	[-0.09, 0.12, 0.91]	[-0.03, 0.18, 0.91]	[10.57, 10.0, 0.01]
89	[1.0, -0.48, 0.63, 0.03, 0.11, 0.05, 1.0]	[-0.08, 0.12, 0.92]	[-0.02, 0.18, 0.92]	[10.57, 10.0, 0.01]
90	[1.0, -0.41, 0.53, 0.03, 0.11, 0.06, 1.0]	[-0.07, 0.12, 0.92]	[-0.01, 0.17, 0.92]	[10.57, 10.0, 0.01]
91	[1.0, -0.3, 0.56, 0.02, 0.11, 0.05, 1.0]	[-0.06, 0.12, 0.93]	[-0.0, 0.17, 0.93]	[10.57, 10.0, 0.01]
92	[0.68, -0.22, 0.48, 0.02, 0.1, 0.01, 1.0]	[-0.05, 0.11, 0.94]	[0.01, 0.17, 0.94]	[10.57, 10.0, 0.01]
93	[0.64, -0.03, 0.6, -0.0, 0.09, -0.06, 1.0]	[-0.04, 0.11, 0.94]	[0.02, 0.16, 0.94]	[10.57, 10.0, 0.01]
94	[0.58, 0.12, 0.55, -0.01, 0.09, -0.13, 1.0]	[-0.03, 0.1, 0.95]	[0.02, 0.16, 0.95]	[10.57, 10.0, 0.01]
95	[0.86, 0.18, 0.55, -0.02, 0.08, -0.17, 1.0]	[-0.02, 0.1, 0.96]	[0.03, 0.15, 0.96]	[10.57, 10.0, 0.01]
96	[1.0, 0.08, 0.57, -0.03, 0.08, -0.18, 1.0]	[-0.01, 0.1, 0.97]	[0.04, 0.15, 0.96]	[10.57, 10.0, 0.01]
97	[1.0, 0.16, 0.68, -0.03, 0.08, -0.2, 1.0]	[0.0, 0.09, 0.97]	[0.06, 0.15, 0.97]	[10.57, 10.0, 0.01]
98	[1.0, 0.13, 0.56, -0.04, 0.06, -0.23, 1.0]	[0.01, 0.09, 0.98]	[0.07, 0.15, 0.98]	[10.57, 10.0, 0.01]
99	[0.9, 0.18, 0.33, -0.05, 0.05, -0.26, 1.0]	[0.03, 0.09, 0.99]	[0.08, 0.14, 0.99]	[10.57, 10.0, 0.01]
100	[0.92, -0.03, 0.36, -0.05, 0.03, -0.29, 1.0]	[0.04, 0.09, 1.0]	[0.1, 0.14, 0.99]	[10.57, 10.0, 0.01]
101	[0.64, 0.18, 0.2, -0.04, 0.03, -0.32, 1.0]	[0.05, 0.09, 1.0]	[0.11, 0.14, 1.0]	[10.57, 10.0, 0.01]
102	[0.6, 0.19, 0.25, -0.04, 0.04, -0.34, 1.0]	[0.06, 0.09, 1.01]	[0.12, 0.14, 1.0]	[10.57, 10.0, 0.01]
103	[0.71, -0.16, 0.17, -0.05, 0.02, -0.34, 1.0]	[0.07, 0.09, 1.01]	[0.13, 0.14, 1.0]	[10.57, 10.0, 0.01]
104	[0.71, -0.07, 0.06, -0.04, 0.02, -0.33, 1.0]	[0.08, 0.09, 1.01]	[0.14, 0.13, 1.01]	[10.57, 10.0, 0.01]
105	[0.44, 0.23, -0.17, -0.03, 0.01, -0.33, 1.0]	[0.09, 0.09, 1.01]	[0.16, 0.13, 1.01]	[10.57, 10.0, 0.01]
106	[0.41, 0.3, -0.34, -0.03, -0.01, -0.33, 1.0]	[0.1, 0.09, 1.01]	[0.17, 0.13, 1.01]	[10.57, 10.0, 0.01]
107	[0.51, -0.0, -0.35, -0.03, -0.03, -0.33, 1.0]	[0.1, 0.09, 1.01]	[0.17, 0.13, 1.0]	[10.57, 10.0, 0.01]
108	[0.23, -0.1, -0.66, -0.03, -0.04, -0.32, 1.0]	[0.11, 0.1, 1.01]	[0.18, 0.13, 1.0]	[10.57, 10.0, 0.01]
109	[0.26, 0.24, -0.44, -0.03, -0.06, -0.31, 1.0]	[0.12, 0.1, 1.0]	[0.19, 0.13, 0.99]	[10.57, 10.0, 0.01]
110	[0.21, 0.2, -0.3, -0.03, -0.06, -0.3, 1.0]	[0.12, 0.1, 1.0]	[0.2, 0.13, 0.99]	[10.57, 10.0, 0.01]
111	[0.09, -0.58, -0.5, -0.04, -0.06, -0.28, 1.0]	[0.13, 0.1, 0.99]	[0.2, 0.13, 0.98]	[10.57, 10.0, 0.01]
112	[0.15, -0.59, -0.37, -0.04, -0.06, -0.26, 1.0]	[0.13, 0.1, 0.99]	[0.21, 0.12, 0.98]	[10.57, 10.0, 0.01]
113	[0.19, -0.03, -0.07, -0.05, -0.06, -0.23, 1.0]	[0.13, 0.09, 0.98]	[0.21, 0.11, 0.97]	[10.57, 10.0, 0.01]
114	[0.19, -0.44, -0.15, -0.05, -0.07, -0.21, 1.0]	[0.14, 0.09, 0.98]	[0.21, 0.11, 0.97]	[10.57, 10.0, 0.01]
115	[0.17, -0.07, -0.02, -0.04, -0.06, -0.19, 1.0]	[0.14, 0.09, 0.98]	[0.22, 0.1, 0.97]	[10.57, 10.0, 0.01]
116	[0.17, -0.08, -0.02, -0.04, -0.06, -0.17, 1.0]	[0.14, 0.08, 0.98]	[0.22, 0.1, 0.97]	[10.57, 10.0, 0.01]
117	[-0.19, -0.6, 0.44, -0.03, -0.05, -0.15, 1.0]	[0.15, 0.08, 0.98]	[0.23, 0.1, 0.97]	[10.57, 10.0, 0.01]
118	[-0.05, -0.11, 0.23, -0.02, -0.05, -0.14, 1.0]	[0.15, 0.08, 0.98]	[0.23, 0.09, 0.98]	[10.57, 10.0, 0.01]
119	[0.04, -0.0, -0.04, -0.02, -0.04, -0.12, 1.0]	[0.15, 0.08, 0.99]	[0.23, 0.09, 0.98]	[10.57, 10.0, 0.01]
120	[0.02, 0.06, -0.16, -0.02, -0.03, -0.1, 1.0]	[0.15, 0.08, 0.99]	[0.23, 0.09, 0.98]	[10.57, 10.0, 0.01]
121	[-0.08, 0.0, -0.18, -0.01, -0.02, -0.09, 1.0]	[0.15, 0.08, 0.99]	[0.23, 0.08, 0.98]	[10.57, 10.0, 0.01]
122	[-0.09, 0.22, -0.5, 0.01, -0.02, -0.08, 1.0]	[0.15, 0.08, 0.99]	[0.23, 0.08, 0.98]	[10.57, 10.0, 0.01]
123	[-0.2, 0.12, -0.3, 0.02, -0.0, -0.07, 1.0]	[0.15, 0.08, 0.98]	[0.23, 0.08, 0.98]	[10.57, 10.0, 0.01]
124	[-0.26, 0.19, -0.36, 0.03, -0.0, -0.06, 1.0]	[0.15, 0.08, 0.98]	[0.23, 0.09, 0.97]	[10.57, 10.0, 0.01]
125	[-0.2, 0.28, -0.57, 0.03, -0.02, -0.05, 1.0]	[0.15, 0.08, 0.98]	[0.23, 0.09, 0.97]	[10.57, 10.0, 0.01]
126	[-0.24, 0.2, -0.48, 0.04, -0.02, -0.04, 1.0]	[0.14, 0.09, 0.97]	[0.22, 0.09, 0.96]	[10.57, 10.0, 0.01]
127	[-0.19, 0.33, -0.47, 0.04, -0.02, -0.03, 1.0]	[0.14, 0.09, 0.97]	[0.22, 0.09, 0.96]	[10.57, 10.0, 0.01]
128	[-0.14, 0.26, -0.41, 0.04, -0.03, -0.03, 1.0]	[0.14, 0.09, 0.96]	[0.22, 0.09, 0.96]	[10.57, 10.0, 0.01]
129	[-0.1, 0.03, -0.19, 0.04, -0.03, -0.01, 1.0]	[0.14, 0.09, 0.96]	[0.22, 0.1, 0.95]	[10.57, 10.0, 0.01]
130	[-0.16, 0.01, -0.2, 0.04, -0.02, -0.01, 1.0]	[0.14, 0.1, 0.96]	[0.22, 0.1, 0.95]	[10.57, 10.0, 0.01]
131	[-0.13, 0.07, -0.34, 0.04, -0.02, -0.0, 1.0]	[0.14, 0.1, 0.96]	[0.22, 0.1, 0.95]	[10.57, 10.0, 0.01]
132	[-0.11, 0.07, -0.42, 0.04, -0.03, 0.0, 1.0]	[0.14, 0.1, 0.96]	[0.22, 0.1, 0.95]	[10.57, 10.0, 0.01]
133	[-0.15, 0.04, -0.56, 0.03, -0.03, 0.0, 1.0]	[0.14, 0.1, 0.95]	[0.22, 0.1, 0.95]	[10.57, 10.0, 0.01]
134	[-0.05, -0.01, -0.46, 0.03, -0.03, 0.01, 1.0]	[0.14, 0.1, 0.95]	[0.22, 0.1, 0.94]	[10.57, 10.0, 0.01]
135	[-0.01, -0.02, -0.43, 0.02, -0.03, 0.01, 1.0]	[0.14, 0.1, 0.94]	[0.22, 0.1, 0.94]	[10.57, 10.0, 0.01]
136	[-0.02, -0.07, -0.37, 0.02, -0.03, 0.02, 1.0]	[0.14, 0.1, 0.94]	[0.22, 0.1, 0.93]	[10.57, 10.0, 0.01]
137	[-0.08, 0.02, -0.43, 0.02, -0.02, 0.02, 1.0]	[0.14, 0.1, 0.93]	[0.22, 0.1, 0.93]	[10.57, 10.0, 0.01]
138	[-0.22, 0.06, -0.35, 0.02, -0.02, 0.02, 1.0]	[0.14, 0.1, 0.93]	[0.22, 0.1, 0.92]	[10.57, 10.0, 0.01]
139	[-0.17, 0.11, -0.37, 0.02, -0.01, 0.02, 1.0]	[0.14, 0.1, 0.92]	[0.22, 0.1, 0.92]	[10.57, 10.0, 0.01]
140	[-0.23, -0.02, -0.29, 0.01, -0.01, 0.02, 1.0]	[0.14, 0.1, 0.92]	[0.22, 0.1, 0.92]	[10.57, 10.0, 0.01]
141	[-0.18, 0.12, -0.28, 0.01, -0.01, 0.02, 1.0]	[0.14, 0.1, 0.92]	[0.22, 0.1, 0.92]	[10.57, 10.0, 0.01]
142	[-0.13, 0.11, -0.17, 0.01, -0.01, 0.02, -1.0]	[0.14, 0.1, 0.92]	[0.22, 0.1, 0.92]	[10.57, 10.0, 0.01]
143	[0.03, -0.02, 0.01, -0.0, -0.01, 0.03, -1.0]	[0.14, 0.1, 0.92]	[0.22, 0.1, 0.92]	[10.57, 10.0, 0.01]
144	[0.1, -0.01, 0.08, 0.0, -0.0, 0.02, -1.0]	[0.14, 0.1, 0.92]	[0.22, 0.1, 0.92]	[10.57, 10.0, 0.01]
145	[0.02, 0.01, 0.15, -0.02, 0.0, 0.02, -1.0]	[0.14, 0.1, 0.92]	[0.22, 0.1, 0.92]	[10.57, 10.0, 0.01]
146	[-0.01, 0.0, 0.17, -0.01, 0.01, 0.02, -1.0]	[0.14, 0.1, 0.92]	[0.22, 0.1, 0.92]	[10.57, 10.0, 0.01]
147	[-0.19, -0.04, 0.38, -0.01, 0.01, 0.01, -1.0]	[0.14, 0.1, 0.92]	[0.22, 0.1, 0.91]	[10.57, 10.0, 0.01]
148	[-0.2, -0.03, 0.27, -0.02, 0.02, 0.01, -1.0]	[0.14, 0.1, 0.92]	[0.23, 0.1, 0.88]	[10.57, 10.0, 0.01]
149	[-0.17, -0.0, 0.2, -0.01, 0.02, 0.0, -1.0]	[0.14, 0.1, 0.93]	[0.23, 0.1, 0.82]	[10.57, 10.0, 0.01]
150	[-0.18, -0.02, 0.26, -0.01, 0.02, -0.0, -1.0]	[0.14, 0.1, 0.93]	[0.23, 0.1, 0.82]	[10.57, 10.0, 0.01]
151	[-0.27, -0.17, 0.27, -0.01, 0.02, -0.0, -1.0]	[0.14, 0.1, 0.94]	[0.23, 0.1, 0.83]	[10.57, 10.0, 0.01]
152	[-0.25, -0.19, 0.38, -0.01, 0.02, -0.0, -1.0]	[0.13, 0.1, 0.94]	[0.23, 0.1, 0.83]	[10.57, 10.0, 0.01]
